# i,j,K[cm^3/s]
2,1,1.59450593e-10
3,1,2.73794858e-11
3,2,1.87201079e-10
4,1,1.02429666e-11
4,2,4.33720573e-11
4,3,2.00295283e-10
5,1,4.63625803e-12
5,2,1.64697583e-11
5,3,4.77887456e-11
5,4,2.03921410e-10
6,1,2.44196658e-12
6,2,7.85449436e-12
6,3,1.93639201e-11
6,4,5.10479281e-11
6,5,2.02370139e-10
7,1,1.50808568e-12
7,2,4.30001832e-12
7,3,9.42084383e-12
7,4,2.08138234e-11
7,5,5.04319865e-11
7,6,2.01194417e-10
8,1,1.00969884e-12
8,2,2.76282973e-12
8,3,5.45617442e-12
8,4,1.04240538e-11
8,5,2.04394462e-11
8,6,4.84159494e-11
8,7,1.96880323e-10
9,1,7.22588295e-13
9,2,1.86528058e-12
9,3,3.52629495e-12
9,4,6.25140307e-12
9,5,1.05749047e-11
9,6,1.95591624e-11
9,7,4.47416551e-11
9,8,1.89835448e-10
10,1,5.25161754e-13
10,2,1.31674669e-12
10,3,2.40427255e-12
10,4,4.03027106e-12
10,5,6.35836822e-12
10,6,1.03067224e-11
10,7,1.84820813e-11
10,8,4.07767206e-11
10,9,1.75507679e-10
11,1,3.77477467e-13
11,2,9.74452387e-13
11,3,1.70564777e-12
11,4,2.73967066e-12
11,5,4.08992017e-12
11,6,6.14196769e-12
11,7,9.58259243e-12
11,8,1.62198733e-11
11,9,3.40179078e-11
11,10,1.56407021e-10
12,1,2.27460668e-13
12,2,5.85644778e-13
12,3,1.05031143e-12
12,4,1.67726591e-12
12,5,2.53674384e-12
12,6,3.75871078e-12
12,7,5.53701293e-12
12,8,8.49509087e-12
12,9,1.41723707e-11
12,10,3.07170142e-11
12,11,1.50239531e-10
13,1,1.38218177e-13
13,2,3.65185325e-13
13,3,6.49211162e-13
13,4,1.08446451e-12
13,5,1.63928946e-12
13,6,2.47513621e-12
13,7,3.55955288e-12
13,8,5.36334152e-12
13,9,8.34848760e-12
13,10,1.47901531e-11
13,11,3.21704858e-11
13,12,1.58461413e-10
14,1,8.83694485e-14
14,2,2.28940652e-13
14,3,4.10443869e-13
14,4,6.72868128e-13
14,5,1.05313258e-12
14,6,1.51213083e-12
14,7,2.25524199e-12
14,8,3.18996956e-12
14,9,4.73586256e-12
14,10,7.65269609e-12
14,11,1.40985407e-11
14,12,2.96138718e-11
14,13,1.56948836e-10
15,1,3.57181555e-14
15,2,1.09211379e-13
15,3,2.28799524e-13
15,4,4.10227758e-13
15,5,6.20070035e-13
15,6,9.29545225e-13
15,7,1.37784191e-12
15,8,1.95203713e-12
15,9,2.79627523e-12
15,10,4.33477768e-12
15,11,7.31752746e-12
15,12,1.23756783e-11
15,13,2.51352493e-11
15,14,1.53478340e-10
16,1,1.31764022e-14
16,2,5.03587978e-14
16,3,9.56428580e-14
16,4,2.03692435e-13
16,5,3.54808318e-13
16,6,5.10446886e-13
16,7,8.08290465e-13
16,8,1.13808156e-12
16,9,1.70264618e-12
16,10,2.52197604e-12
16,11,3.96410939e-12
16,12,5.95079776e-12
16,13,9.34049433e-12
16,14,2.18635265e-11
16,15,1.48800279e-10
17,1,8.49453192e-16
17,2,9.71740772e-15
17,3,3.67093104e-14
17,4,8.55571858e-14
17,5,1.65128257e-13
17,6,2.70604075e-13
17,7,4.37377677e-13
17,8,7.01457315e-13
17,9,9.98513215e-13
17,10,1.53291612e-12
17,11,2.30904953e-12
17,12,3.21601366e-12
17,13,4.09936131e-12
17,14,7.17255388e-12
17,15,1.94475310e-11
17,16,1.39240673e-10
18,1,0.00000000e+00
18,2,8.06291902e-18
18,3,7.47482624e-15
18,4,2.59931906e-14
18,5,7.13732261e-14
18,6,1.57667485e-13
18,7,3.01260484e-13
18,8,4.76745324e-13
18,9,7.05269033e-13
18,10,1.08230289e-12
18,11,1.54508513e-12
18,12,1.83036321e-12
18,13,1.73511490e-12
18,14,2.26183786e-12
18,15,5.39801880e-12
18,16,1.55268143e-11
18,17,1.32694505e-10
