#Idx,Group
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,2
35,2
36,2
37,2
38,2
39,1
40,2
41,2
42,2
43,2
44,2
45,1
46,2
47,2
48,2
49,1
50,2
51,2
52,2
53,1
54,2
55,2
56,1
57,2
58,2
59,1
60,2
61,2
62,1
63,2
64,1
65,2
66,2
67,1
68,2
69,2
70,1
71,2
72,1
73,2
74,2
75,1
76,2
77,1
78,2
79,2
80,1
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,2
89,2
90,2
91,1
92,2
93,2
94,2
95,2
96,2
97,2
98,1
99,2
100,2
101,2
102,2
103,2
104,1
105,2
106,2
107,2
108,1
109,2
110,2
111,2
112,2
113,2
114,1
115,2
116,2
117,2
118,1
119,2
120,2
121,2
122,1
123,2
124,2
125,2
126,1
127,2
128,2
129,2
130,2
131,1
132,2
133,2
134,2
135,1
136,2
137,2
138,3
139,3
140,3
141,3
142,3
143,3
144,2
145,3
146,3
147,1
148,3
149,3
150,2
151,2
152,3
153,3
154,3
155,1
156,2
157,3
158,2
159,3
160,3
161,2
162,3
163,2
164,1
165,3
166,2
167,3
168,3
169,2
170,2
171,1
172,3
173,3
174,2
175,2
176,3
177,1
178,3
179,2
180,2
181,3
182,2
183,3
184,1
185,3
186,2
187,2
188,3
189,1
190,3
191,2
192,2
193,3
194,2
195,1
196,2
197,3
198,3
199,2
200,2
201,1
202,3
203,3
204,3
205,3
206,2
207,3
208,3
209,3
210,3
211,3
212,3
213,3
214,2
215,3
216,2
217,3
218,1
219,3
220,3
221,3
222,3
223,3
224,2
225,2
226,3
227,3
228,1
229,3
230,3
231,2
232,3
233,2
234,3
235,3
236,3
237,1
238,2
239,3
240,3
241,2
242,3
243,3
244,2
245,3
246,1
247,3
248,2
249,3
250,3
251,2
252,3
253,3
254,1
255,2
256,3
257,2
258,3
259,3
260,2
261,3
262,1
263,3
264,2
265,3
266,3
267,3
268,2
269,2
270,5
271,3
272,3
273,2
274,3
275,3
276,3
277,2
278,3
279,3
280,3
281,3
282,3
283,5
284,3
285,3
286,3
287,3
288,3
289,2
290,3
291,3
292,3
293,3
294,2
295,3
296,3
297,5
298,3
299,3
300,2
301,3
302,3
303,3
304,3
305,2
306,3
307,3
308,2
309,3
310,3
311,5
312,3
313,2
314,3
315,3
316,3
317,2
318,3
319,3
320,5
321,3
322,3
323,2
324,3
325,3
326,2
327,3
328,3
329,3
330,3
331,5
332,2
333,2
334,3
335,3
336,3
337,3
338,3
339,5
340,3
341,2
342,3
343,2
344,3
345,3
346,3
347,3
348,2
349,5
350,5
351,3
352,3
353,3
354,3
355,4
356,4
357,4
358,4
359,4
360,2
361,4
362,3
363,4
364,4
365,3
366,5
367,4
368,5
369,4
370,3
371,4
372,3
373,3
374,4
375,4
376,2
377,4
378,3
379,4
380,5
381,3
382,3
383,4
384,5
385,3
386,4
387,2
388,4
389,3
390,4
391,3
392,3
393,5
394,4
395,5
396,3
397,4
398,3
399,2
400,4
401,3
402,3
403,4
404,3
405,5
406,4
407,2
408,3
409,5
410,3
411,4
412,3
413,4
414,3
415,5
416,4
417,2
418,3
419,3
420,3
421,5
422,4
423,4
424,3
425,5
426,3
427,3
428,2
429,4
430,3
431,5
432,4
433,3
434,3
435,4
436,5
437,5
438,3
439,4
440,4
441,4
442,4
443,3
444,4
445,4
446,4
447,4
448,3
449,5
450,3
451,4
452,4
453,4
454,4
455,5
456,4
457,5
458,3
459,4
460,4
461,3
462,4
463,3
464,4
465,4
466,4
467,5
468,3
469,4
470,3
471,5
472,4
473,4
474,5
475,4
476,3
477,3
478,4
479,4
480,3
481,4
482,5
483,5
484,4
485,4
486,3
487,5
488,3
489,4
490,3
491,4
492,4
493,3
494,4
495,5
496,4
497,5
498,3
499,4
500,3
501,5
502,3
503,4
504,4
505,4
506,5
507,3
508,3
509,3
510,4
511,4
512,5
513,5
514,4
515,4
516,3
517,3
518,4
519,5
520,3
521,4
522,4
523,5
524,5
525,3
526,3
527,4
528,4
529,6
530,5
531,4
532,4
533,4
534,4
535,4
536,4
537,3
538,4
539,4
540,4
541,4
542,4
543,3
544,4
545,5
546,4
547,5
548,4
549,6
550,4
551,4
552,3
553,5
554,4
555,4
556,4
557,3
558,4
559,4
560,4
561,4
562,3
563,5
564,4
565,6
566,4
567,5
568,4
569,5
570,3
571,4
572,4
573,4
574,3
575,4
576,4
577,6
578,4
579,4
580,5
581,4
582,3
583,5
584,5
585,3
586,4
587,4
588,4
589,4
590,6
591,4
592,4
593,3
594,3
595,5
596,5
597,4
598,4
599,4
600,5
601,4
