# i,E[eV]
1,-4.57177045e+00
2,-3.73229487e+00
3,-2.83169027e+00
4,-1.91925753e+00
5,-9.98369415e-01
6,-9.57935594e-02
7,7.75839479e-01
8,1.68724017e+00
9,2.56960018e+00
