# i,j,K[cm^3/s]
2,1,1.50069375e-10
3,1,2.02063836e-11
3,2,1.87318278e-10
4,1,6.59832641e-12
4,2,2.97701501e-11
4,3,1.87318966e-10
5,1,2.96231350e-12
5,2,1.04312896e-11
5,3,2.94851929e-11
5,4,1.70578127e-10
6,1,1.47380589e-12
6,2,4.79806704e-12
6,3,1.07213226e-11
6,4,2.53105442e-11
6,5,1.42915589e-10
7,1,6.03961671e-13
7,2,2.06930414e-12
7,3,4.74412686e-12
7,4,1.01135200e-11
7,5,2.45235338e-11
7,6,1.60533523e-10
8,1,1.78857698e-13
8,2,7.46779266e-13
8,3,1.84485072e-12
8,4,3.96744427e-12
8,5,8.53113306e-12
8,6,2.16496764e-11
8,7,1.51575727e-10
9,1,1.29842943e-14
9,2,1.48145641e-13
9,3,6.02088819e-13
9,4,1.54604748e-12
9,5,3.52097361e-12
9,6,6.96453931e-12
9,7,1.25586799e-11
9,8,1.42248120e-10
