# i,j,K[cm^3/s]
23,2,9.09256892e-14
23,3,1.87369561e-13
23,4,4.05652240e-13
23,5,7.46108392e-13
23,6,1.25363306e-12
23,7,1.92991359e-12
23,8,2.90387954e-12
23,9,4.17820604e-12
23,10,5.91270009e-12
23,11,8.22501813e-12
23,12,1.10973707e-11
23,13,1.49094314e-11
23,14,1.93671486e-11
23,15,2.46565073e-11
23,16,2.95446218e-11
23,17,3.28202388e-11
23,18,1.93805518e-11
23,19,9.93099234e-12
23,20,4.31221180e-12
23,21,1.70641219e-12
23,22,7.48576898e-13
24,1,2.64161055e-14
24,2,7.24523259e-14
24,3,1.35840769e-13
24,4,2.62066408e-13
24,5,5.37469623e-13
24,6,9.59107681e-13
24,7,1.52610726e-12
24,8,2.51871239e-12
24,9,3.76119743e-12
24,10,5.40774299e-12
24,11,7.82415737e-12
24,12,1.05850283e-11
24,13,1.44092338e-11
24,14,1.87885155e-11
24,15,2.43121763e-11
24,16,2.99249818e-11
24,17,3.39602726e-11
24,18,2.16819877e-11
24,19,1.20840028e-11
24,20,5.45257184e-12
24,21,2.28630504e-12
24,22,9.25438704e-13
24,23,3.77023902e-13
25,1,1.95070290e-14
25,2,5.10206493e-14
25,3,8.34305324e-14
25,4,1.85820768e-13
25,5,3.38690250e-13
25,6,6.53031868e-13
25,7,1.14577114e-12
25,8,1.94903152e-12
25,9,3.20331017e-12
25,10,5.04944783e-12
25,11,7.42174183e-12
25,12,1.02757763e-11
25,13,1.44860242e-11
25,14,1.92557653e-11
25,15,2.45949282e-11
25,16,3.03563353e-11
25,17,3.49222845e-11
25,18,2.32135527e-11
25,19,1.34816337e-11
25,20,6.39907776e-12
25,21,2.83393657e-12
25,22,1.15534793e-12
25,23,4.66155342e-13
25,24,1.66537415e-13
26,1,8.77302568e-15
26,2,2.71607670e-14
26,3,7.38255164e-14
26,4,9.26051555e-14
26,5,1.65676789e-13
26,6,3.41337300e-13
26,7,7.10970557e-13
26,8,1.45407468e-12
26,9,2.54272452e-12
26,10,4.29685228e-12
26,11,6.75678755e-12
26,12,1.02975308e-11
26,13,1.48298277e-11
26,14,2.02485676e-11
26,15,2.59641170e-11
26,16,3.12037182e-11
26,17,3.63135570e-11
26,18,2.50042065e-11
26,19,1.51358002e-11
26,20,7.65359536e-12
26,21,3.46520651e-12
26,22,1.48228828e-12
26,23,6.20300041e-13
26,24,2.63637650e-13
26,25,1.06816731e-13
27,1,1.54049028e-15
27,2,1.11820710e-14
27,3,3.38365441e-14
27,4,5.56968938e-14
27,5,8.46308230e-14
27,6,1.44156784e-13
27,7,3.24307550e-13
27,8,7.36910476e-13
27,9,1.73569233e-12
27,10,2.96930028e-12
27,11,5.34147555e-12
27,12,8.94680986e-12
27,13,1.40627949e-11
27,14,1.97121409e-11
27,15,2.74071549e-11
27,16,3.49534852e-11
27,17,4.15398763e-11
27,18,3.02940110e-11
27,19,1.91356150e-11
27,20,1.00675073e-11
27,21,4.84517786e-12
27,22,2.13995223e-12
27,23,7.95588434e-13
27,24,3.44046995e-13
27,25,1.01672362e-13
27,26,5.13975344e-14
