# i,j,K[cm^3/s]
2,1,6.44059559e-12
3,1,3.87736728e-12
3,2,6.48608882e-12
4,1,2.64204539e-12
4,2,4.98805256e-12
4,3,6.78963614e-12
5,1,1.90581428e-12
5,2,3.67753346e-12
5,3,5.63180037e-12
5,4,6.91774500e-12
6,1,1.40115862e-12
6,2,2.84513924e-12
6,3,4.51377541e-12
6,4,6.25143543e-12
6,5,7.07832007e-12
7,1,1.07418054e-12
7,2,2.25030310e-12
7,3,3.68007390e-12
7,4,5.29526393e-12
7,5,6.83648220e-12
7,6,7.65536382e-12
8,1,8.42408737e-13
8,2,1.84317751e-12
8,3,3.09995063e-12
8,4,4.41539524e-12
8,5,5.88096670e-12
8,6,7.44017733e-12
8,7,7.99103071e-12
9,1,6.81581002e-13
9,2,1.49968667e-12
9,3,2.58096421e-12
9,4,3.77898988e-12
9,5,5.11488618e-12
9,6,6.75025223e-12
9,7,8.18326574e-12
9,8,8.85977892e-12
10,1,5.66681913e-13
10,2,1.25754829e-12
10,3,2.17921004e-12
10,4,3.24427572e-12
10,5,4.52894439e-12
10,6,6.05124251e-12
10,7,7.57119141e-12
10,8,9.13942231e-12
10,9,9.69237039e-12
11,1,4.64066779e-13
11,2,1.04968969e-12
11,3,1.85807594e-12
11,4,2.80814419e-12
11,5,3.96107651e-12
11,6,5.39768753e-12
11,7,6.94760588e-12
11,8,8.83261662e-12
11,9,1.05439336e-11
11,10,1.09506232e-11
12,1,3.94704632e-13
12,2,8.78631950e-13
12,3,1.58276656e-12
12,4,2.40148384e-12
12,5,3.45573833e-12
12,6,4.87143854e-12
12,7,6.29642032e-12
12,8,8.25423780e-12
12,9,1.04825972e-11
12,10,1.21247338e-11
12,11,1.25722247e-11
13,1,3.23697612e-13
13,2,7.68044764e-13
13,3,1.37713494e-12
13,4,2.09918384e-12
13,5,3.06670915e-12
13,6,4.27854759e-12
13,7,5.66485187e-12
13,8,7.51027674e-12
13,9,9.77931833e-12
13,10,1.21335023e-11
13,11,1.42290169e-11
13,12,1.43925752e-11
14,1,2.82177995e-13
14,2,6.22930056e-13
14,3,1.16763257e-12
14,4,1.80796037e-12
14,5,2.65919265e-12
14,6,3.77971367e-12
14,7,5.05159020e-12
14,8,6.79303020e-12
14,9,8.95047031e-12
14,10,1.14857244e-11
14,11,1.44080810e-11
14,12,1.65181918e-11
14,13,1.73983505e-11
15,1,2.32023452e-13
15,2,5.18704632e-13
15,3,9.52998265e-13
15,4,1.51201825e-12
15,5,2.22964993e-12
15,6,3.20505473e-12
15,7,4.34518528e-12
15,8,6.01041951e-12
15,9,8.10281430e-12
15,10,1.08298060e-11
15,11,1.41628810e-11
15,12,1.72585326e-11
15,13,2.03112314e-11
15,14,2.19925711e-11
16,1,1.79272910e-13
16,2,4.17029387e-13
16,3,8.04258521e-13
16,4,1.27849195e-12
16,5,1.93586305e-12
16,6,2.80684435e-12
16,7,3.82140371e-12
16,8,5.25760614e-12
16,9,7.12215722e-12
16,10,9.45368879e-12
16,11,1.26134772e-11
16,12,1.59508819e-11
16,13,2.01755150e-11
16,14,2.45600414e-11
16,15,2.92021231e-11
17,1,1.36245296e-13
17,2,3.29838947e-13
17,3,6.28102774e-13
17,4,9.99372868e-13
17,5,1.51600823e-12
17,6,2.19233023e-12
17,7,2.99499845e-12
17,8,4.19482031e-12
17,9,5.76981772e-12
17,10,7.83502556e-12
17,11,1.06467542e-11
17,12,1.38745041e-11
17,13,1.80673221e-11
17,14,2.33256900e-11
17,15,3.06587431e-11
17,16,4.29759962e-11
18,1,1.20718118e-13
18,2,2.70976569e-13
18,3,5.30995998e-13
18,4,8.71385854e-13
18,5,1.33574777e-12
18,6,2.02504603e-12
18,7,2.87373909e-12
18,8,4.09101226e-12
18,9,5.64829632e-12
18,10,7.79969453e-12
18,11,1.07468174e-11
18,12,1.42464928e-11
18,13,1.87836817e-11
18,14,2.42857831e-11
18,15,3.15195412e-11
18,16,4.23704359e-11
18,17,5.58445446e-11
19,1,9.34111667e-14
19,2,2.32867352e-13
19,3,4.73324122e-13
19,4,8.24684333e-13
19,5,1.27439644e-12
19,6,1.95627260e-12
19,7,2.81366229e-12
19,8,4.05901706e-12
19,9,5.76688647e-12
19,10,7.97689890e-12
19,11,1.09589737e-11
19,12,1.44245385e-11
19,13,1.87148401e-11
19,14,2.38936966e-11
19,15,3.00411425e-11
19,16,3.79421447e-11
19,17,4.48445849e-11
19,18,1.75312014e-11
20,1,7.87652743e-14
20,2,1.99769176e-13
20,3,4.10786568e-13
20,4,7.16868243e-13
20,5,1.17673320e-12
20,6,1.85987074e-12
20,7,2.71635143e-12
20,8,4.01961826e-12
20,9,5.57965043e-12
20,10,7.65239618e-12
20,11,1.04053267e-11
20,12,1.36027699e-11
20,13,1.74554203e-11
20,14,2.19128326e-11
20,15,2.74529874e-11
20,16,3.36337519e-11
20,17,3.77423681e-11
20,18,1.70467444e-11
20,19,6.47685268e-12
21,1,5.81365230e-14
21,2,1.58189353e-13
21,3,3.54125619e-13
21,4,6.27342311e-13
21,5,1.06118963e-12
21,6,1.69062676e-12
21,7,2.55325488e-12
21,8,3.74355447e-12
21,9,5.26259328e-12
21,10,7.14791583e-12
21,11,9.69936986e-12
21,12,1.26163301e-11
21,13,1.60907624e-11
21,14,2.02450051e-11
21,15,2.54899760e-11
21,16,3.11360306e-11
21,17,3.39080453e-11
21,18,1.70299801e-11
21,19,7.33554391e-12
21,20,2.66259339e-12
22,1,4.94617580e-14
22,2,1.29480171e-13
22,3,2.92872871e-13
22,4,5.28706368e-13
22,5,9.37835210e-13
22,6,1.51134067e-12
22,7,2.27653925e-12
22,8,3.37246730e-12
22,9,4.71876829e-12
22,10,6.61060339e-12
22,11,8.85040403e-12
22,12,1.17158760e-11
22,13,1.49923751e-11
22,14,1.90945721e-11
22,15,2.41817275e-11
22,16,3.00489034e-11
22,17,3.36633497e-11
22,18,1.85733990e-11
22,19,8.97524889e-12
22,20,3.62490481e-12
22,21,1.37929304e-12
23,1,4.06941790e-14
