# i,j,K[cm^3/s]
2,1,1.30473920e-10
3,1,1.60326751e-11
3,2,1.43626768e-10
4,1,4.09218254e-12
4,2,2.09434391e-11
4,3,1.39436077e-10
5,1,1.66075824e-12
5,2,6.73302604e-12
5,3,2.58032881e-11
5,4,1.43594046e-10
6,1,8.68570122e-13
6,2,2.81879335e-12
6,3,8.14773258e-12
6,4,2.66818361e-11
6,5,1.42949277e-10
7,1,5.04475662e-13
7,2,1.42895588e-12
7,3,3.50394275e-12
7,4,8.76531292e-12
7,5,2.73662919e-11
7,6,1.43502456e-10
8,1,3.63108930e-13
8,2,9.15083102e-13
8,3,1.96455659e-12
8,4,3.96159618e-12
8,5,9.42013652e-12
8,6,2.88811338e-11
8,7,1.40282201e-10
9,1,2.69425659e-13
9,2,6.25786272e-13
9,3,1.25857396e-12
9,4,2.17578578e-12
9,5,4.18245335e-12
9,6,9.86385007e-12
9,7,2.88709387e-11
9,8,1.42855625e-10
10,1,1.94098015e-13
10,2,4.62390889e-13
10,3,8.74491012e-13
10,4,1.43896389e-12
10,5,2.43810359e-12
10,6,4.54524865e-12
10,7,1.01454647e-11
10,8,2.97467502e-11
10,9,1.44557375e-10
11,1,1.58670688e-13
11,2,3.56144890e-13
11,3,6.38144376e-13
11,4,1.02650118e-12
11,5,1.61316942e-12
11,6,2.63803253e-12
11,7,4.60106682e-12
11,8,1.04601160e-11
11,9,3.03391374e-11
11,10,1.46487191e-10
12,1,1.19702596e-13
12,2,2.76390356e-13
12,3,5.10760552e-13
12,4,8.03794041e-13
12,5,1.19526733e-12
12,6,1.82454409e-12
12,7,2.71348220e-12
12,8,4.77794578e-12
12,9,1.04204129e-11
12,10,2.99512100e-11
12,11,1.48780718e-10
13,1,1.01574721e-13
13,2,2.26438270e-13
13,3,3.99692637e-13
13,4,6.07864888e-13
13,5,9.40224952e-13
13,6,1.37596914e-12
13,7,1.90857322e-12
13,8,2.86584022e-12
13,9,4.78646954e-12
13,10,1.00187137e-11
13,11,2.90534388e-11
13,12,1.45919358e-10
14,1,7.88574010e-14
14,2,1.91536585e-13
14,3,3.36230932e-13
14,4,5.04163935e-13
14,5,7.42288894e-13
14,6,1.08933254e-12
14,7,1.43304475e-12
14,8,2.03608787e-12
14,9,2.88942032e-12
14,10,4.59033578e-12
14,11,9.45933014e-12
14,12,2.65328251e-11
14,13,1.44398760e-10
15,1,6.84839415e-14
15,2,1.50764225e-13
15,3,2.74637074e-13
15,4,4.20641499e-13
15,5,6.13439265e-13
15,6,8.76209680e-13
15,7,1.14395758e-12
15,8,1.54360688e-12
15,9,2.05991031e-12
15,10,2.91374974e-12
15,11,4.53647873e-12
15,12,8.59202323e-12
15,13,2.40239551e-11
15,14,1.39260276e-10
16,1,5.35368861e-14
16,2,1.15181591e-13
16,3,2.21088756e-13
16,4,3.40002944e-13
16,5,4.85265293e-13
16,6,6.82330878e-13
16,7,8.76573378e-13
16,8,1.19106469e-12
16,9,1.53388565e-12
16,10,2.04626478e-12
16,11,2.80433100e-12
16,12,4.20693784e-12
16,13,7.80691346e-12
16,14,2.08085673e-11
16,15,1.28484437e-10
17,1,3.74172229e-14
17,2,9.31655745e-14
17,3,1.76708769e-13
17,4,2.57715472e-13
17,5,3.72230386e-13
17,6,5.16661759e-13
17,7,6.48452570e-13
17,8,8.78712335e-13
17,9,1.12172748e-12
17,10,1.45224922e-12
17,11,1.89890312e-12
17,12,2.59544752e-12
17,13,3.85087238e-12
17,14,6.81477224e-12
17,15,1.69544706e-11
17,16,1.10315954e-10
18,1,2.29283644e-14
18,2,5.14127445e-14
18,3,9.48337575e-14
18,4,1.60075561e-13
18,5,2.22566776e-13
18,6,3.14041488e-13
18,7,4.00073842e-13
18,8,5.34367228e-13
18,9,7.03820313e-13
18,10,9.47567398e-13
18,11,1.23326331e-12
18,12,1.63017628e-12
18,13,2.32877427e-12
18,14,3.55860197e-12
18,15,6.29051545e-12
18,16,1.54041835e-11
18,17,1.13637669e-10
19,1,1.55433808e-14
19,2,3.73145038e-14
19,3,6.75626290e-14
19,4,1.10142342e-13
19,5,1.52153104e-13
19,6,2.00581648e-13
19,7,2.60493580e-13
19,8,3.41050366e-13
19,9,4.46125038e-13
19,10,5.83631208e-13
19,11,7.56371063e-13
19,12,1.01299482e-12
19,13,1.37185690e-12
19,14,2.00953588e-12
19,15,3.13788272e-12
19,16,5.70633375e-12
19,17,1.50859709e-11
19,18,1.10317601e-10
20,1,1.08301348e-14
20,2,3.03495994e-14
20,3,4.78187311e-14
20,4,7.86556215e-14
20,5,9.45644625e-14
20,6,1.37779820e-13
20,7,1.85603171e-13
20,8,2.32367892e-13
20,9,2.99944707e-13
20,10,3.68109790e-13
20,11,4.96180400e-13
20,12,6.33945932e-13
20,13,8.55468288e-13
20,14,1.16780205e-12
20,15,1.66826487e-12
20,16,2.69094294e-12
20,17,5.35531705e-12
20,18,1.22836813e-11
20,19,1.13151737e-10
21,1,1.15622625e-14
21,2,2.03043413e-14
21,3,3.32315086e-14
21,4,5.32447240e-14
21,5,7.19155946e-14
21,6,1.02517734e-13
21,7,1.16817525e-13
21,8,1.63384973e-13
21,9,1.99648799e-13
21,10,2.46667200e-13
21,11,3.22602901e-13
21,12,4.11920735e-13
21,13,5.26080508e-13
21,14,7.01423657e-13
21,15,9.54346596e-13
21,16,1.45834753e-12
21,17,2.52721271e-12
21,18,4.39597228e-12
21,19,1.11599884e-11
21,20,1.12499374e-10
22,1,5.89749386e-15
22,2,1.43336193e-14
22,3,2.80578347e-14
22,4,4.55708317e-14
22,5,4.97922846e-14
22,6,6.66299536e-14
22,7,8.54953617e-14
22,8,9.54951310e-14
22,9,1.25394178e-13
22,10,1.67223978e-13
22,11,2.14587294e-13
22,12,2.59652565e-13
22,13,3.36223641e-13
22,14,4.20051233e-13
22,15,5.76670310e-13
22,16,8.07716352e-13
22,17,1.31604232e-12
22,18,1.91092887e-12
22,19,3.57603167e-12
22,20,9.33814966e-12
22,21,1.09564331e-10
23,1,7.27969068e-15
23,2,8.11403664e-15
23,3,1.58663459e-14
23,4,2.30433367e-14
23,5,2.67545552e-14
23,6,4.30473021e-14
23,7,4.64990483e-14
23,8,6.81814123e-14
23,9,9.35247324e-14
23,10,9.53082061e-14
23,11,1.38476828e-13
23,12,1.72174591e-13
23,13,2.31397133e-13
23,14,2.77179952e-13
23,15,3.67662654e-13
23,16,5.01289782e-13
23,17,7.43659153e-13
23,18,9.88429433e-13
23,19,1.47007060e-12
23,20,2.83905478e-12
23,21,8.23301962e-12
23,22,1.06718750e-10
24,1,1.83778760e-15
24,2,3.43593955e-15
24,3,1.04095980e-14
24,4,1.19616387e-14
24,5,1.90867311e-14
24,6,2.66498963e-14
24,7,2.97468935e-14
24,8,3.52006191e-14
24,9,5.00492620e-14
24,10,5.85777617e-14
24,11,7.29509188e-14
24,12,9.86698959e-14
24,13,1.38815550e-13
24,14,1.87069732e-13
24,15,2.22117471e-13
24,16,3.23839508e-13
24,17,4.59735086e-13
24,18,5.68696201e-13
24,19,6.68977112e-13
24,20,9.63921774e-13
24,21,2.19049408e-12
24,22,7.11660513e-12
24,23,1.00504781e-10
25,1,1.46675304e-15
25,2,3.03696822e-15
25,3,2.27469451e-15
25,4,6.17460356e-15
25,5,5.07635225e-15
25,6,9.99265172e-15
25,7,2.05140290e-14
25,8,1.58629189e-14
25,9,2.68699728e-14
25,10,4.26407080e-14
25,11,4.70118000e-14
25,12,6.97434642e-14
25,13,8.84604621e-14
25,14,1.05544590e-13
25,15,1.60487711e-13
25,16,1.99524057e-13
25,17,2.99758769e-13
25,18,3.78476770e-13
25,19,3.79015581e-13
25,20,4.02768987e-13
25,21,7.36638830e-13
25,22,1.90698498e-12
25,23,6.48201376e-12
25,24,9.48549094e-11
26,1,0.00000000e+00
26,2,0.00000000e+00
26,3,3.41442546e-16
26,4,0.00000000e+00
26,5,1.39414576e-15
26,6,6.52302479e-15
26,7,3.98491340e-15
26,8,4.38842580e-15
26,9,1.29243362e-14
26,10,2.13111360e-14
26,11,2.99176699e-14
26,12,2.96868289e-14
26,13,5.15318475e-14
26,14,7.16655687e-14
26,15,1.08098518e-13
26,16,1.27005353e-13
26,17,1.72962148e-13
26,18,2.38108722e-13
26,19,2.18421294e-13
26,20,1.68605979e-13
26,21,2.30107553e-13
26,22,5.09161560e-13
26,23,1.45108740e-12
26,24,4.87675836e-12
