# i,j,K[cm^3/s]
26,25,9.24907561e-11
27,1,0.00000000e+00
27,2,0.00000000e+00
27,3,0.00000000e+00
27,4,0.00000000e+00
27,5,0.00000000e+00
27,6,8.45221442e-16
27,7,1.04185940e-17
27,8,3.39296764e-15
27,9,4.57084126e-15
27,10,3.68393966e-15
27,11,1.72971611e-14
27,12,1.89208943e-14
27,13,3.07328157e-14
27,14,3.97804281e-14
27,15,5.66372284e-14
27,16,8.11703507e-14
27,17,1.27358502e-13
27,18,1.62972615e-13
27,19,1.44913077e-13
27,20,9.24049226e-14
27,21,7.33479696e-14
27,22,1.23355888e-13
27,23,3.17124217e-13
27,24,9.19599010e-13
27,25,3.94694426e-12
27,26,7.78281541e-11
