# i,E[eV]
1,-4.92938614e+00
2,-4.04487049e+00
3,-3.13168280e+00
4,-2.21652586e+00
5,-1.29513560e+00
6,-3.71967248e-01
7,5.28791576e-01
8,1.45018960e+00
9,2.36315520e+00
