t [s],Y_O2(1),Y_O2(2),Y_O2(3),Y_O,T [K],p [Pa],n [m^-3],E [J/kg]
4.7720703127208355e-06,0.29084696492364714,0.11466806498157181,0.008697602771992668,0.5857873673227848,10000.0,7730.713415698597,5.599334880465158e+22,17135426.77036488
4.879826189417447e-06,0.26974762824989196,0.10634941493058998,0.00806664928393095,0.6158363075355835,10000.0,7877.20199923599,5.705436166502384e+22,17576856.549163885
5.0162098498772415e-06,0.24365227798681413,0.09606109917365356,0.007286283116736535,0.6530003397227921,10000.0,8058.376656148634,5.8366604819513616e+22,18122809.72254076
5.152593510337036e-06,0.21881505274321322,0.0862688870557313,0.006543536540627798,0.688372523660424,10000.0,8230.81605284459,5.961557871980764e+22,18642440.22388425
5.288977170796831e-06,0.1954259400470645,0.07704761867711546,0.005844098674756741,0.7216823426010597,10000.0,8393.201420180189,6.079173155656003e+22,19131773.912267257
5.519954742041509e-06,0.1594013478071752,0.06284477495045859,0.004766798552492077,0.7729870786898706,10000.0,8643.312008613144,6.260327580413547e+22,19885459.683723036
5.750932313286187e-06,0.12820601915740082,0.05054591727289079,0.003833925891161484,0.8174141376785433,10000.0,8859.893921182924,6.417197275656316e+22,20538110.003357846
5.981909884530865e-06,0.10192697199915231,0.04018521595900354,0.003048051589360745,0.8548397604524798,10000.0,9042.343832205865,6.549345254218551e+22,21087906.03309436
6.2128874557755435e-06,0.08028257918215372,0.03165189996686615,0.0024008422898684264,0.885664678561108,10000.0,9192.615307985428,6.658186478905891e+22,21540736.41119902
6.443865027020222e-06,0.06277660433781118,0.024749807647915716,0.0018771706106815657,0.9105964174035879,10000.0,9314.15753484252,6.746219186069543e+22,21906990.446967572
6.6748425982649e-06,0.048815749801286015,0.01924623955752475,0.0014602574714022674,0.9304777531697832,10000.0,9411.07904670272,6.816419175752799e+22,22199062.090233225
6.905820169509578e-06,0.03780355452270663,0.014903390471671668,0.001128858117757093,0.9461641968878609,10000.0,9487.55045982835,6.8718072140680315e+22,22429477.923908073
6.9370253846862e-06,0.0365092418622281,0.014392998985914963,0.0010907730167153567,0.948006986135138,10000.0,9496.534057408826,6.878314009570536e+22,22456554.652569033
6.968230599862821e-06,0.03525672632292173,0.013899375342339086,0.001054042731368393,0.9497898556033672,10000.0,9505.225546066444,6.884609231367912e+22,22482753.12796499
6.999435815039442e-06,0.03404499522602964,0.013421939766788694,0.0010181145570935554,0.9515149504500845,10000.0,9513.63538344419,6.8907004539027725e+22,22508099.33282054
7.030641030216064e-06,0.032872936076311504,0.012960087407038856,0.000983084295787531,0.9531838922208586,10000.0,9521.771474576715,6.8965934027704004e+22,22532617.72070545
7.0930514605693065e-06,0.030641681594539887,0.012080654339111808,0.0009163504297731552,0.9563613136365717,10000.0,9537.261403978317,6.90781271686607e+22,22579296.008350123
7.155461890922549e-06,0.02855452221481574,0.011257821253995529,0.0008539175599398062,0.9593337389712454,10000.0,9551.751977484852,6.91830820018179e+22,22622962.019464616
7.217872321275792e-06,0.02660354755013813,0.010488621072400364,0.0007955676225523397,0.9621122637549057,10000.0,9565.297285805194,6.92811903047214e+22,22663779.45282926
7.332936756695061e-06,0.02332991185189118,0.009197950269449182,0.0006976684472564938,0.9667744694313996,10000.0,9588.025538478101,6.944581042594464e+22,22732268.883353334
7.4480011921143306e-06,0.020444014304128316,0.008060156955029096,0.0006113672727660296,0.970884461468073,10000.0,9608.061749656885,6.9590932163219104e+22,22792646.15092043
7.5630656275336e-06,0.01790438840356499,0.0070588927731831865,0.0005354211848087454,0.9745012976384395,10000.0,9625.693825987422,6.971864081661728e+22,22845778.8092781
7.78431713518627e-06,0.013874585269495636,0.005470124103101481,0.00041491232665521744,0.9802403783007442,10000.0,9653.671844216158,6.992128484819698e+22,22930088.050608408
7.961985588543273e-06,0.01130480977616715,0.004456978082426541,0.00033806473156411734,0.9839001474098387,10000.0,9671.513218622993,7.005050944191788e+22,22983851.427449938
8.139654041900276e-06,0.009204882940848308,0.0036290710914705046,0.00027526764478349834,0.9868907783228942,10000.0,9686.09254432414,7.0156107104827365e+22,23027784.91014374
8.317322495257279e-06,0.00748944807942221,0.0029527521672278335,0.00022396854062918032,0.9893338312127171,10000.0,9698.002427162024,7.024237006506208e+22,23063674.26778389
8.494990948614282e-06,0.006090021284562993,0.0024010213244713935,0.0001821194957422295,0.9913268378952197,10000.0,9707.718334739226,7.031274212164603e+22,23092952.280062467
8.672659401971285e-06,0.00494995901385903,0.0019515462946989113,0.00014802660645820385,0.9929504680849802,10000.0,9715.633531914309,7.037007168134515e+22,23116804.014139213
8.850327855328288e-06,0.004022120392348905,0.0015857414312375523,0.00012028013931511913,0.9942718580370948,10000.0,9722.075307930867,7.041672929132512e+22,23136215.726104695
9.02799630868529e-06,0.0032674811725286186,0.001288221245528735,9.77130959762098e-05,0.9953465844859628,10000.0,9727.3145993691,7.045467733793028e+22,23152003.85896889
9.244671782037887e-06,0.002534584400825854,0.0009992731200510348,7.579624715949731e-05,0.99639034623196,10000.0,9732.402937880835,7.049153203655943e+22,23167337.108758822
9.461347255390483e-06,0.001963679552531729,0.0007741910966723972,5.872367132265275e-05,0.9972034056794696,10000.0,9736.366602687443,7.052024075387011e+22,23179281.255621456
9.67802272874308e-06,0.001520326856378157,0.0005993971467903306,4.5465469718007e-05,0.9978348105271098,10000.0,9739.44470131969,7.0542535339259915e+22,23188556.828653477
9.894698202095676e-06,0.0011772180359344493,0.0004641248369835072,3.5205002541584204e-05,0.9983234521245369,10000.0,9741.826829107147,7.0559789026588374e+22,23195735.15624382
1.0111373675448272e-05,0.0009119200819159222,0.000359529836240949,2.7271423722079495e-05,0.9987012786581174,10000.0,9743.668733458353,7.057312989013564e+22,23201285.56915217
1.0328049148800869e-05,0.0007065306861316336,0.0002785540682289167,2.112937398946254e-05,0.9989937858716463,10000.0,9745.094706124304,7.058345817170257e+22,23205582.60934941
1.0544724622153465e-05,0.0005473087107799496,0.0002157800293830727,1.6367934429609625e-05,0.9992205433254038,10000.0,9746.200148711374,7.0591464862551514e+22,23208913.761024315
1.0761400095506062e-05,0.00042385372296633347,0.00016710729991460988,1.2676085010843664e-05,0.9993963628921047,10000.0,9747.05726909904,7.059767296240641e+22,23211496.616112303
1.0978075568858658e-05,0.00032819906766772363,0.000129394988144559,9.815589253260815e-06,0.9995325903549309,10000.0,9747.721377980319,7.060248308512524e+22,23213497.84842371
1.1194751042211254e-05,0.0002541365504713219,0.00010019548130716701,7.600792575356296e-06,0.9996380671756426,10000.0,9748.235577481288,7.060620741824494e+22,23215047.34230645
1.141142651556385e-05,0.00019680193670983245,7.759103117411863e-05,5.886235318308635e-06,0.9997197207967942,10000.0,9748.633638884401,7.060909056625362e+22,23216246.864501193
1.1628101988916447e-05,0.00015240660626140382,6.008795635781093e-05,4.558618101102406e-06,0.9997829468192762,10000.0,9748.941865744,7.06113230450861e+22,23217175.67837437
1.1844777462269043e-05,0.0001180221760980735,4.653172739731818e-05,3.530372972574091e-06,0.9998319157235285,10000.0,9749.180589152233,7.061305211229453e+22,23217895.049874324
1.206145293562164e-05,9.139281117211806e-05,3.603297112066142e-05,2.734037157681788e-06,0.9998698401805459,10000.0,9749.365470880193,7.0614391205664655e+22,23218452.17430894
1.2327096154796677e-05,6.680284067742844e-05,2.6338255930217138e-05,1.998687884539029e-06,0.9999048602155043,10000.0,9749.536193550613,7.061562774536284e+22,23218966.63169528
1.2592739373971715e-05,4.8871415605012875e-05,1.926870471379253e-05,1.4624586852345647e-06,0.9999303974209924,10000.0,9749.660687427368,7.061652945115509e+22,23219341.782777343
1.2810614669745672e-05,3.782784823068306e-05,1.491472469388594e-05,1.1322069868046102e-06,0.9999461252200851,10000.0,9749.737360447945,7.061708479177559e+22,23219572.830017038
1.302848996551963e-05,2.926583907788434e-05,1.1539110420717821e-05,8.761661231676638e-07,0.9999583188843748,10000.0,9749.796804561356,7.061751534388607e+22,23219751.95950656
1.3246365261293588e-05,2.2633256319364488e-05,8.92418231235449e-06,6.778231708350673e-07,0.999967764738194,10000.0,9749.842853098726,7.061784887220049e+22,23219890.72263136
1.3464240557067545e-05,1.75084642888184e-05,6.903708738821442e-06,5.245682779857092e-07,0.9999750632586909,10000.0,9749.87843338615,7.061810657926284e+22,23219997.940615796
1.3682115852841503e-05,1.3550686764404659e-05,5.343335486231789e-06,4.062135611473411e-07,0.9999806997641847,10000.0,9749.90591135043,7.061830560141716e+22,23220080.742988426
1.389999114861546e-05,1.0487799843431926e-05,4.135776809547349e-06,3.146209462126314e-07,0.9999850618023972,10000.0,9749.927176286717,7.061845962277726e+22,23220144.82296805
1.4117866444389418e-05,8.114215568814866e-06,3.1999803654425418e-06,2.436390104795377e-07,0.9999884421650517,10000.0,9749.943655554658,7.061857898167057e+22,23220194.481748123
1.4335741740163376e-05,6.2772663512584565e-06,2.475754633156511e-06,1.8870529891241202e-07,0.999991058273713,10000.0,9749.956409084381,7.061867135514245e+22,23220232.91335509
1.4553617035937333e-05,4.858318058650304e-06,1.9163262298005706e-06,1.4627481435525302e-07,0.9999930790808934,10000.0,9749.966260519384,7.061874270882053e+22,23220262.599785134
1.4801737680379901e-05,3.6315561757029205e-06,1.4326695207578485e-06,1.0958864427252995e-07,0.9999948261856556,10000.0,9749.974777655101,7.061880439820485e+22,23220288.265401572
1.504985832482247e-05,2.7153214297075857e-06,1.0714395338697103e-06,8.218948497510431e-08,0.9999961310495478,10000.0,9749.981138866577,7.061885047228803e+22,23220307.434342343
1.5297978969265038e-05,2.029714402824035e-06,8.011365167537163e-07,6.168483452805968e-08,0.9999971074642422,10000.0,9749.985898888212,7.061888494899638e+22,23220321.778223395
1.5546099613707606e-05,1.5173381609382504e-06,5.99129002251818e-07,4.6364269836659355e-08,0.9999978371685633,10000.0,9749.989456196776,7.061891071448639e+22,23220332.497866355
1.5794220258150174e-05,1.1354005659798494e-06,4.485487319474321e-07,3.4941196153288424e-08,0.9999983811095022,10000.0,9749.99210790885,7.061892992076546e+22,23220340.48854992
1.6042340902592742e-05,8.507619401531659e-07,3.363278824291477e-07,2.643111199233969e-08,0.9999987864790617,10000.0,9749.994084085458,7.06189442341593e+22,23220346.443595257
1.629046154703531e-05,6.381429456944308e-07,2.5250271743606625e-07,2.007052986800908e-08,0.9999990892838033,10000.0,9749.99556025857,7.0618954926041365e+22,23220350.89189123
1.6538582191477878e-05,4.790824455359128e-07,1.897914179361311e-07,1.5316408131267853e-08,0.9999993158097247,10000.0,9749.996664572436,7.061896292455692e+22,23220354.21966175
1.6786702835920446e-05,3.602580805070067e-07,1.4294440346890332e-07,1.1762791183665662e-08,0.9999994850347212,10000.0,9749.997489544296,7.061896889980585e+22,23220356.705638096
1.7034823480363014e-05,2.716882729294421e-07,1.0802585696073452e-07,9.112742135268166e-09,0.9999996111731244,10000.0,9749.998104469012,7.061897335368898e+22,23220358.558646858
1.7282944124805582e-05,2.056569824014847e-07,8.199258470166147e-08,7.13845243089723e-09,0.9999997052119769,10000.0,9749.998562908417,7.0618976674153234e+22,23220359.940115485
1.753106476924815e-05,1.5631804239824107e-07,6.25403671373507e-08,5.6632598064210094e-09,0.9999997754783272,10000.0,9749.998905456878,7.061897915522248e+22,23220360.9723565
1.777918541369072e-05,1.1941586544290437e-07,4.799159470013597e-08,4.559466478635343e-09,0.99999982803307,10000.0,9749.999161661246,7.061898101090383e+22,23220361.744403213
1.8027306058133286e-05,9.186200089158171e-08,3.712834700647057e-08,3.7355008828115286e-09,0.9999998672741478,10000.0,9749.999352961502,7.061898239648641e+22,23220362.320869446
1.8275426702575855e-05,7.132602071161265e-08,2.9031905564550653e-08,3.1214741740897312e-09,0.9999998965205961,10000.0,9749.999495537937,7.061898342916369e+22,23220362.750511423
1.8540732791092e-05,5.511434638572401e-08,2.2640304032948702e-08,2.636862611986215e-09,0.9999999196084833,10000.0,9749.999608091386,7.061898424438529e+22,23220363.08968264
1.8806038879608144e-05,4.3242980539972756e-08,1.7960054190900538e-08,2.2815953727159755e-09,0.9999999365153663,10000.0,9749.999690512443,7.0618984841358766e+22,23220363.338048942
1.9071344968124288e-05,3.4537919531518864e-08,1.4528006884288538e-08,2.0213709036647996e-09,0.999999948912699,10000.0,9749.999750949439,7.06189852791023e+22,23220363.52017116
1.9336651056640432e-05,2.816517405148888e-08,1.2015619225230611e-08,1.8305338027242594e-09,0.9999999579886694,10000.0,9749.999795194792,7.061898559957023e+22,23220363.653498422
1.9601957145156577e-05,2.3510779901035847e-08,1.0180435390246749e-08,1.6917988388010092e-09,0.9999999646169823,10000.0,9749.99982750782,7.0618985833612595e+22,23220363.750874475
1.986726323367272e-05,2.0110370491930903e-08,8.840013052235874e-09,1.5895531718392915e-09,0.9999999694600596,10000.0,9749.99985111782,7.06189860046192e+22,23220363.822016563
2.007844992384733e-05,1.8066093290258422e-08,8.034140851788246e-09,1.528164271287853e-09,0.9999999723715981,10000.0,9749.99986531157,7.061898610742415e+22,23220363.86478608
2.028963661402194e-05,1.6469112033428363e-08,7.404261517314812e-09,1.4811169666936699e-09,0.9999999746455059,10000.0,9749.999876396872,7.061898618771469e+22,23220363.89819638
2.050082330419655e-05,1.5222543067267188e-08,6.912788323013137e-09,1.4438601622187973e-09,0.999999976420805,10000.0,9749.999885051453,7.06189862503996e+22,23220363.92427636
2.071200999437116e-05,1.4250771375596924e-08,6.529829255681397e-09,1.4143482845306303e-09,0.9999999778050477,10000.0,9749.999891799638,7.061898629927651e+22,23220363.944607746
2.092319668454577e-05,1.3493734586616638e-08,6.231271737813842e-09,1.3919578471127672e-09,0.9999999788830324,10000.0,9749.999897054813,7.0618986337339605e+22,23220363.960445754
2.1179308514947332e-05,1.2795712681245574e-08,5.956223297263066e-09,1.3706778263143093e-09,0.9999999798773828,10000.0,9749.999901902273,7.061898637244961e+22,23220363.975049846
2.1435420345348895e-05,1.2279375574929429e-08,5.752318110772585e-09,1.3561480829951046e-09,0.9999999806121549,10000.0,9749.999905484287,7.061898639839404e+22,23220363.9858513
2.1478658294405877e-05,1.2206751581677764e-08,5.7237542027622e-09,1.353791635299599e-09,0.9999999807156992,10000.0,9749.999905989063,7.061898640205014e+22,23220363.98737091
2.152189624346286e-05,1.2137760899611122e-08,5.696646215630627e-09,1.351480219901731e-09,0.9999999808141092,10000.0,9749.999906468813,7.061898640552496e+22,23220363.988814577
2.1565134192519843e-05,1.2072210324199688e-08,5.6708302500483806e-09,1.3494451721357304e-09,0.9999999809075109,10000.0,9749.999906924146,7.061898640882291e+22,23220363.990186077
2.1608372141576825e-05,1.2009918763927279e-08,5.646264185237407e-09,1.34760209051688e-09,0.9999999809962115,10000.0,9749.999907356561,7.061898641195489e+22,23220363.99148928
2.169484803969079e-05,1.1894277784283955e-08,5.60066619317633e-09,1.3441600119195788e-09,0.9999999811608925,10000.0,9749.999908159383,7.061898641776969e+22,23220363.993908636
2.1781323937804756e-05,1.17897277248255e-08,5.559446431949736e-09,1.3410345751464522e-09,0.9999999813097877,10000.0,9749.999908885246,7.0618986423027105e+22,23220363.99609597
2.186779983591872e-05,1.1695291980644449e-08,5.522215016741166e-09,1.3382096362478572e-09,0.9999999814442798,10000.0,9749.999909540895,7.061898642777595e+22,23220363.998071704
2.2150272730887207e-05,1.1447115689682496e-08,5.424372287784875e-09,1.3307827797646036e-09,0.9999999817977256,10000.0,9749.999911263942,7.061898644025595e+22,23220364.003263913
2.2432745625855693e-05,1.1270931742915805e-08,5.3549099203507375e-09,1.325516761644846e-09,0.999999982048638,10000.0,9749.99991248714,7.0618986449115525e+22,23220364.00694993
2.271521852082418e-05,1.1144685796210627e-08,5.305135979223048e-09,1.3217437531524428e-09,0.9999999822284309,10000.0,9749.99991336363,7.061898645546393e+22,23220364.00959117
2.2997691415792665e-05,1.1053660238325041e-08,5.2692486854265076e-09,1.3190217494945325e-09,0.9999999823580656,10000.0,9749.9999139956,7.061898646004127e+22,23220364.011495553
2.338912825372826e-05,1.0967206453159762e-08,5.235163518348324e-09,1.316437314373674e-09,0.9999999824811892,10000.0,9749.999914595826,7.06189864643887e+22,23220364.013304293
2.3780565091663857e-05,1.0910014045997905e-08,5.212617257386788e-09,1.3147213114001939e-09,0.9999999825626438,10000.0,9749.999914992919,7.061898646726481e+22,23220364.014500845
2.4172001929599453e-05,1.0873354034522235e-08,5.1981608468874646e-09,1.3136331441197675e-09,0.9999999826148485,10000.0,9749.999915247417,7.061898646910814e+22,23220364.01526782
2.456343876753505e-05,1.0851357003417184e-08,5.1894946145860305e-09,1.3129586403635692e-09,0.9999999826461862,10000.0,9749.999915400189,7.061898647021465e+22,23220364.015728045
2.4954875605470645e-05,1.083873450527145e-08,5.184503243488098e-09,1.312621260609533e-09,0.9999999826641375,10000.0,9749.999915487699,7.061898647084851e+22,23220364.015992083
2.5703243413197965e-05,1.0828228199012802e-08,5.180372529063191e-09,1.3122762800504747e-09,0.9999999826791195,10000.0,9749.999915560737,7.061898647137752e+22,23220364.016211923
2.6451611220925284e-05,1.0824441484700138e-08,5.178878715777183e-09,1.3121653989338763e-09,0.9999999826845111,10000.0,9749.999915587023,7.061898647156789e+22,23220364.01629115
2.7199979028652604e-05,1.082215069557359e-08,5.177974880088048e-09,1.3120987105902381e-09,0.9999999826877723,10000.0,9749.99991560292,7.0618986471683044e+22,23220364.01633907
2.7948346836379923e-05,1.0820422043438145e-08,5.1772934180156545e-09,1.3120468348547236e-09,0.9999999826902343,10000.0,9749.999915614922,7.0618986471769976e+22,23220364.016375236
2.982722758412106e-05,1.0818796574900363e-08,5.176652571911938e-09,1.311998218794297e-09,0.9999999826925493,10000.0,9749.99991562621,7.061898647185172e+22,23220364.016409248
3.17061083318622e-05,1.0818358167748896e-08,5.1764797392761834e-09,1.311985078590114e-09,0.9999999826931736,10000.0,9749.999915629252,7.061898647187377e+22,23220364.016418416
3.3584989079603344e-05,1.0818340917895759e-08,5.176472938645163e-09,1.3119845622460314e-09,0.9999999826931981,10000.0,9749.99991562937,7.061898647187463e+22,23220364.016418777
4.3944192669437274e-05,1.0818421604966222e-08,5.176504749862359e-09,1.311986975272956e-09,0.9999999826930832,10000.0,9749.999915628812,7.061898647187057e+22,23220364.01641709
5.43033962592712e-05,1.081842771277969e-08,5.17650715789739e-09,1.3119871579237395e-09,0.9999999826930746,10000.0,9749.99991562877,7.061898647187027e+22,23220364.016416963
0.00015430339625927122,1.0818428208782994e-08,5.176507353449104e-09,1.3119871727564278e-09,0.9999999826930738,10000.0,9749.999915628765,7.061898647187024e+22,23220364.016416952
0.00025430339625927127,1.0818428212955614e-08,5.1765073550941785e-09,1.3119871728812071e-09,0.9999999826930738,10000.0,9749.999915628765,7.061898647187024e+22,23220364.016416952
0.00035430339625927126,1.0818428212990717e-08,5.176507355108019e-09,1.311987172882257e-09,0.9999999826930738,10000.0,9749.999915628765,7.061898647187024e+22,23220364.016416952
