O2(2)+O=O2(1)+O:1.8353e-11,+0.0000E+00,+0.0000E+00,5
O2(3)+O=O2(1)+O:6.3128e-12,+0.0000E+00,+0.0000E+00,5
O2(3)+O=O2(2)+O:2.4452e-11,+0.0000E+00,+0.0000E+00,5
O2(4)+O=O2(1)+O:4.1960e-12,+0.0000E+00,+0.0000E+00,5
O2(4)+O=O2(2)+O:6.8695e-12,+0.0000E+00,+0.0000E+00,5
O2(4)+O=O2(3)+O:2.9683e-11,+0.0000E+00,+0.0000E+00,5
O2(5)+O=O2(1)+O:3.3943e-12,+0.0000E+00,+0.0000E+00,5
O2(5)+O=O2(2)+O:4.3823e-12,+0.0000E+00,+0.0000E+00,5
O2(5)+O=O2(3)+O:7.7514e-12,+0.0000E+00,+0.0000E+00,5
O2(5)+O=O2(4)+O:3.4014e-11,+0.0000E+00,+0.0000E+00,5
O2(6)+O=O2(1)+O:2.9387e-12,+0.0000E+00,+0.0000E+00,5
O2(6)+O=O2(2)+O:3.6434e-12,+0.0000E+00,+0.0000E+00,5
O2(6)+O=O2(3)+O:4.4320e-12,+0.0000E+00,+0.0000E+00,5
O2(6)+O=O2(4)+O:8.3944e-12,+0.0000E+00,+0.0000E+00,5
O2(6)+O=O2(5)+O:3.8627e-11,+0.0000E+00,+0.0000E+00,5
O2(7)+O=O2(1)+O:2.5533e-12,+0.0000E+00,+0.0000E+00,5
O2(7)+O=O2(2)+O:3.2064e-12,+0.0000E+00,+0.0000E+00,5
O2(7)+O=O2(3)+O:3.4865e-12,+0.0000E+00,+0.0000E+00,5
O2(7)+O=O2(4)+O:4.5221e-12,+0.0000E+00,+0.0000E+00,5
O2(7)+O=O2(5)+O:9.0533e-12,+0.0000E+00,+0.0000E+00,5
O2(7)+O=O2(6)+O:4.3019e-11,+0.0000E+00,+0.0000E+00,5
O2(7)+O=O2(16)+O:7.8180e-13,+0.0000E+00,+0.0000E+00,5
