# i,j,K[cm^3/s]
25,1,1.89972706e-16
25,2,3.82055686e-15
25,3,9.89248562e-15
25,4,1.32896044e-14
25,5,1.93899924e-14
25,6,2.83815838e-14
25,7,4.66645338e-14
25,8,6.84345627e-14
25,9,9.48595766e-14
25,10,1.36611904e-13
25,11,1.74288135e-13
25,12,2.47910028e-13
25,13,3.23224700e-13
25,14,4.51128672e-13
25,15,5.69419900e-13
25,16,8.02202086e-13
25,17,1.16296826e-12
25,18,1.24880082e-12
25,19,1.44639005e-12
25,20,1.96918675e-12
25,21,3.35450215e-12
25,22,7.13513603e-12
25,23,1.87074228e-11
25,24,1.23731627e-10
26,1,0.00000000e+00
26,2,7.04991168e-16
26,3,3.77521935e-15
26,4,1.06568653e-15
26,5,7.84516434e-15
26,6,1.44687822e-14
26,7,2.20352602e-14
26,8,4.13152083e-14
26,9,5.54875407e-14
26,10,9.21463353e-14
26,11,1.26074969e-13
26,12,1.76237998e-13
26,13,2.24932267e-13
26,14,3.19533714e-13
26,15,4.24605487e-13
26,16,5.17536051e-13
26,17,7.80575504e-13
26,18,8.42678674e-13
26,19,8.08211485e-13
26,20,8.80045643e-13
26,21,1.44751676e-12
26,22,2.90022437e-12
26,23,6.08852902e-12
26,24,1.50524292e-11
26,25,1.17795200e-10
27,1,0.00000000e+00
27,2,0.00000000e+00
27,3,0.00000000e+00
27,4,4.37816710e-16
27,5,1.37489748e-15
27,6,3.58369939e-15
27,7,1.36401251e-14
27,8,1.95331716e-14
27,9,3.97687772e-14
27,10,5.45947136e-14
27,11,7.80497254e-14
27,12,1.08520130e-13
27,13,1.77246708e-13
27,14,2.30991364e-13
27,15,3.13181170e-13
27,16,4.45929666e-13
27,17,6.38443692e-13
27,18,6.71354725e-13
27,19,5.86240138e-13
27,20,4.84016678e-13
27,21,5.22295631e-13
27,22,9.69753042e-13
27,23,1.96583691e-12
27,24,4.11357841e-12
27,25,1.34699933e-11
27,26,1.09572498e-10
