# i,j,K[cm^3/s]
2,1,8.55484782e-12
3,1,5.56589803e-12
3,2,9.80707984e-12
4,1,3.81862250e-12
4,2,7.30995698e-12
4,3,1.05812117e-11
5,1,2.82079032e-12
5,2,5.62114638e-12
5,3,8.77055852e-12
5,4,1.11110500e-11
6,1,2.24043103e-12
6,2,4.50083035e-12
6,3,7.12811375e-12
6,4,9.62226640e-12
6,5,1.14577704e-11
7,1,1.74429181e-12
7,2,3.56265561e-12
7,3,5.79528379e-12
7,4,8.09479373e-12
7,5,1.05108055e-11
7,6,1.25367992e-11
8,1,1.38133946e-12
8,2,2.98160779e-12
8,3,4.94573597e-12
8,4,7.01368030e-12
8,5,9.27287636e-12
8,6,1.16706292e-11
8,7,1.30267708e-11
9,1,1.15028476e-12
9,2,2.49518079e-12
9,3,4.13761088e-12
9,4,5.96864096e-12
9,5,8.01015845e-12
9,6,1.05228322e-11
9,7,1.26288499e-11
9,8,1.43934536e-11
10,1,9.65742816e-13
10,2,2.07207436e-12
10,3,3.53595724e-12
10,4,5.22563709e-12
10,5,7.09729492e-12
10,6,9.39773117e-12
10,7,1.16144131e-11
10,8,1.41133768e-11
10,9,1.58470779e-11
11,1,7.97006140e-13
11,2,1.75919241e-12
11,3,3.06856236e-12
11,4,4.51172793e-12
11,5,6.26896735e-12
11,6,8.39042557e-12
11,7,1.06111540e-11
11,8,1.34017372e-11
11,9,1.61045606e-11
11,10,1.78098544e-11
12,1,6.98528432e-13
12,2,1.50222886e-12
12,3,2.59575557e-12
12,4,3.85820447e-12
12,5,5.50514087e-12
12,6,7.46796419e-12
12,7,9.62191480e-12
12,8,1.24996865e-11
12,9,1.55572073e-11
12,10,1.81766239e-11
12,11,2.02863521e-11
13,1,5.80750256e-13
13,2,1.26273820e-12
13,3,2.24706076e-12
13,4,3.38707686e-12
13,5,4.81915642e-12
13,6,6.67435004e-12
13,7,8.63650088e-12
13,8,1.13565090e-11
13,9,1.44178812e-11
13,10,1.77037553e-11
13,11,2.10535773e-11
13,12,2.29440632e-11
14,1,4.88506306e-13
14,2,1.08437812e-12
14,3,1.94312969e-12
14,4,2.95188509e-12
14,5,4.21349535e-12
14,6,5.89804780e-12
14,7,7.71720119e-12
14,8,1.01617733e-11
14,9,1.31724423e-11
14,10,1.65613162e-11
14,11,2.03732525e-11
14,12,2.37842785e-11
14,13,2.68467462e-11
15,1,3.98175068e-13
15,2,9.08704075e-13
15,3,1.64048024e-12
15,4,2.48638215e-12
15,5,3.57896868e-12
15,6,5.02567946e-12
15,7,6.68860363e-12
15,8,8.98459693e-12
15,9,1.18772315e-11
15,10,1.52752998e-11
15,11,1.94997590e-11
15,12,2.37060158e-11
15,13,2.83009572e-11
15,14,3.22836518e-11
16,1,3.37204746e-13
16,2,7.60363874e-13
16,3,1.36970079e-12
16,4,2.10632464e-12
16,5,3.09686215e-12
16,6,4.37410181e-12
16,7,5.82818311e-12
16,8,7.97300014e-12
16,9,1.05056881e-11
16,10,1.35676716e-11
16,11,1.75506663e-11
16,12,2.16136557e-11
16,13,2.68428948e-11
16,14,3.27533721e-11
16,15,3.92543353e-11
17,1,2.63229351e-13
17,2,5.85853969e-13
17,3,1.08187279e-12
17,4,1.65860754e-12
17,5,2.41810777e-12
17,6,3.48850550e-12
17,7,4.71705151e-12
17,8,6.46603236e-12
17,9,8.69258486e-12
17,10,1.12904940e-11
17,11,1.48215645e-11
17,12,1.85984997e-11
17,13,2.36111210e-11
17,14,2.97719241e-11
17,15,3.78410852e-11
17,16,4.92476518e-11
18,1,2.20704712e-13
18,2,5.25228871e-13
18,3,9.89348752e-13
18,4,1.57640987e-12
18,5,2.33039932e-12
18,6,3.43135454e-12
18,7,4.64685561e-12
18,8,6.49440853e-12
18,9,8.74970716e-12
18,10,1.15801305e-11
18,11,1.51623803e-11
18,12,1.92119176e-11
18,13,2.44542379e-11
18,14,3.03309996e-11
18,15,3.81564180e-11
18,16,4.81067501e-11
18,17,6.08352757e-11
19,1,1.86369777e-13
19,2,4.54129987e-13
19,3,8.99485826e-13
19,4,1.45696868e-12
19,5,2.23783347e-12
19,6,3.35998207e-12
19,7,4.69062803e-12
19,8,6.53980705e-12
19,9,8.92074802e-12
19,10,1.17347961e-11
19,11,1.55264276e-11
19,12,1.94976589e-11
19,13,2.44547718e-11
19,14,3.02473724e-11
19,15,3.72661217e-11
19,16,4.51459903e-11
19,17,5.33268830e-11
19,18,2.92218803e-11
20,1,1.41255417e-13
20,2,3.81856340e-13
20,3,7.73920149e-13
20,4,1.30581858e-12
20,5,2.08395564e-12
20,6,3.21037317e-12
20,7,4.50104051e-12
20,8,6.40171959e-12
20,9,8.65880739e-12
20,10,1.14548237e-11
20,11,1.51309694e-11
20,12,1.89987091e-11
20,13,2.37088787e-11
20,14,2.90418951e-11
20,15,3.54256129e-11
20,16,4.25376247e-11
20,17,4.86226505e-11
20,18,2.78756520e-11
20,19,1.54706924e-11
21,1,1.00176097e-13
21,2,3.06044919e-13
21,3,6.69029228e-13
21,4,1.20339694e-12
21,5,1.94790365e-12
21,6,3.02957408e-12
21,7,4.28816974e-12
21,8,6.14557830e-12
21,9,8.40895151e-12
21,10,1.10782228e-11
21,11,1.46142237e-11
21,12,1.83140549e-11
21,13,2.29243278e-11
21,14,2.81178561e-11
21,15,3.40157560e-11
21,16,4.02971128e-11
21,17,4.51022648e-11
21,18,2.72678642e-11
21,19,1.61017069e-11
21,20,8.93379249e-12
22,1,6.97066894e-14
22,2,2.25229954e-13
22,3,5.18036862e-13
22,4,9.68627030e-13
22,5,1.65890276e-12
22,6,2.67196811e-12
22,7,3.92556567e-12
22,8,5.68998509e-12
22,9,7.84201850e-12
22,10,1.04946115e-11
22,11,1.39283714e-11
22,12,1.77597147e-11
22,13,2.23584732e-11
22,14,2.72906403e-11
22,15,3.33320388e-11
22,16,3.95618372e-11
22,17,4.45813143e-11
22,18,2.80031860e-11
22,19,1.71794844e-11
22,20,9.97021989e-12
22,21,5.90591783e-12
23,1,4.00462683e-14
23,2,1.48803481e-13
23,3,3.63572596e-13
23,4,7.77154220e-13
23,5,1.37852042e-12
