O2(2)+O=O2(1)+O:4.8840e-12,+0.0000E+00,+0.0000E+00,6
O2(3)+O=O2(1)+O:4.1895e-12,+0.0000E+00,+0.0000E+00,6
O2(3)+O=O2(2)+O:3.8781e-12,+0.0000E+00,+0.0000E+00,6
O2(4)+O=O2(1)+O:3.5409e-12,+0.0000E+00,+0.0000E+00,6
O2(4)+O=O2(2)+O:3.3229e-12,+0.0000E+00,+0.0000E+00,6
O2(4)+O=O2(3)+O:3.7885e-12,+0.0000E+00,+0.0000E+00,6
O2(5)+O=O2(1)+O:2.5040e-12,+0.0000E+00,+0.0000E+00,6
O2(5)+O=O2(2)+O:2.3394e-12,+0.0000E+00,+0.0000E+00,6
O2(5)+O=O2(3)+O:2.7002e-12,+0.0000E+00,+0.0000E+00,6
O2(5)+O=O2(4)+O:1.1899e-11,+0.0000E+00,+0.0000E+00,6
O2(5)+O=O2(7)+O:1.6155e-13,+0.0000E+00,+0.0000E+00,6
O2(5)+O=O2(8)+O:1.9322e-13,+0.0000E+00,+0.0000E+00,6
O2(6)+O=O2(1)+O:1.7367e-12,+0.0000E+00,+0.0000E+00,6
O2(6)+O=O2(2)+O:1.5795e-12,+0.0000E+00,+0.0000E+00,6
O2(6)+O=O2(3)+O:1.8223e-12,+0.0000E+00,+0.0000E+00,6
O2(6)+O=O2(4)+O:7.7002e-12,+0.0000E+00,+0.0000E+00,6
O2(6)+O=O2(5)+O:1.5424e-11,+0.0000E+00,+0.0000E+00,6
O2(6)+O=O2(7)+O:4.4423e-13,+0.0000E+00,+0.0000E+00,6
O2(6)+O=O2(8)+O:6.9116e-13,+0.0000E+00,+0.0000E+00,6
O2(6)+O=O2(9)+O:8.5901e-13,+0.0000E+00,+0.0000E+00,6
O2(7)+O=O2(1)+O:2.4178e-12,+0.0000E+00,+0.0000E+00,6
O2(7)+O=O2(2)+O:1.6637e-12,+0.0000E+00,+0.0000E+00,6
O2(7)+O=O2(3)+O:9.3065e-13,+0.0000E+00,+0.0000E+00,6
O2(7)+O=O2(4)+O:7.6448e-13,+0.0000E+00,+0.0000E+00,6
O2(8)+O=O2(1)+O:2.0630e-12,+0.0000E+00,+0.0000E+00,6
O2(8)+O=O2(2)+O:1.8406e-12,+0.0000E+00,+0.0000E+00,6
O2(8)+O=O2(3)+O:1.5413e-12,+0.0000E+00,+0.0000E+00,6
O2(8)+O=O2(4)+O:1.8487e-12,+0.0000E+00,+0.0000E+00,6
O2(8)+O=O2(7)+O:5.1248e-13,+0.0000E+00,+0.0000E+00,6
O2(9)+O=O2(1)+O:1.6217e-12,+0.0000E+00,+0.0000E+00,6
O2(9)+O=O2(2)+O:1.5541e-12,+0.0000E+00,+0.0000E+00,6
O2(9)+O=O2(3)+O:1.7046e-12,+0.0000E+00,+0.0000E+00,6
O2(9)+O=O2(4)+O:5.3912e-12,+0.0000E+00,+0.0000E+00,6
