# i,j,K[cm^3/s]
19,13,2.62339732e-11
19,14,3.21419051e-11
19,15,3.91524091e-11
19,16,4.70299645e-11
19,17,5.58727729e-11
19,18,3.32998443e-11
20,1,1.74661655e-13
20,2,4.57713406e-13
20,3,9.46089730e-13
20,4,1.59011661e-12
20,5,2.46039809e-12
20,6,3.74073480e-12
20,7,5.22910541e-12
20,8,7.31154114e-12
20,9,9.80154480e-12
20,10,1.28289821e-11
20,11,1.65155386e-11
20,12,2.06472097e-11
20,13,2.56921879e-11
20,14,3.11282088e-11
20,15,3.75423722e-11
20,16,4.45262812e-11
20,17,5.11880947e-11
20,18,3.17720048e-11
20,19,1.93343537e-11
21,1,1.27688174e-13
21,2,4.06526619e-13
21,3,8.29150899e-13
21,4,1.48023105e-12
21,5,2.34274177e-12
21,6,3.54107068e-12
21,7,4.99513033e-12
21,8,7.08362539e-12
21,9,9.62061582e-12
21,10,1.26021147e-11
21,11,1.62903975e-11
21,12,2.02261381e-11
21,13,2.51234028e-11
21,14,3.03972494e-11
21,15,3.66165387e-11
21,16,4.28328932e-11
21,17,4.83657560e-11
21,18,3.10734513e-11
21,19,1.99032968e-11
21,20,1.17162259e-11
22,1,8.37870062e-14
22,2,2.86644461e-13
22,3,6.46257552e-13
22,4,1.20428887e-12
22,5,2.02579355e-12
22,6,3.22023634e-12
22,7,4.55553635e-12
22,8,6.66319529e-12
22,9,9.14295491e-12
22,10,1.20028399e-11
22,11,1.56311379e-11
22,12,1.95583545e-11
22,13,2.43942171e-11
22,14,2.99523663e-11
22,15,3.58224924e-11
22,16,4.22199251e-11
22,17,4.75486893e-11
22,18,3.17171380e-11
22,19,2.07924742e-11
22,20,1.28043285e-11
22,21,8.22654922e-12
23,1,4.56468678e-14
23,2,1.81759078e-13
23,3,4.87550149e-13
23,4,9.84289563e-13
23,5,1.73382610e-12
23,6,2.85531813e-12
23,7,4.27042605e-12
23,8,6.18631312e-12
23,9,8.46637423e-12
23,10,1.13596338e-11
23,11,1.50258570e-11
23,12,1.89296232e-11
23,13,2.42977514e-11
23,14,2.99263445e-11
23,15,3.60372167e-11
23,16,4.19325251e-11
23,17,4.65190746e-11
23,18,3.18258482e-11
23,19,2.17322849e-11
23,20,1.35731177e-11
23,21,8.84318247e-12
23,22,5.76338598e-12
24,1,3.43923472e-14
24,2,1.06867668e-13
24,3,3.01136518e-13
24,4,6.84889222e-13
24,5,1.34894484e-12
24,6,2.33178096e-12
24,7,3.73046898e-12
24,8,5.50726027e-12
24,9,7.80119176e-12
24,10,1.08070791e-11
24,11,1.47721400e-11
24,12,1.90716505e-11
24,13,2.43841481e-11
24,14,3.03470544e-11
24,15,3.67456854e-11
24,16,4.22140015e-11
24,17,4.77417039e-11
24,18,3.30993246e-11
24,19,2.31569368e-11
24,20,1.49234102e-11
24,21,9.52038444e-12
24,22,6.28989000e-12
24,23,4.06885317e-12
25,1,2.56881067e-14
25,2,8.03489483e-14
25,3,1.75796213e-13
25,4,4.55913259e-13
25,5,9.56896563e-13
25,6,1.84572086e-12
25,7,3.14585985e-12
25,8,4.95143938e-12
25,9,7.45075696e-12
25,10,1.08150800e-11
25,11,1.47657530e-11
25,12,1.91827653e-11
25,13,2.46655266e-11
25,14,3.06388780e-11
25,15,3.74487560e-11
25,16,4.27339009e-11
25,17,4.84774797e-11
25,18,3.43403868e-11
25,19,2.44222865e-11
25,20,1.58610028e-11
25,21,1.05379243e-11
25,22,6.95602993e-12
25,23,4.81143186e-12
25,24,2.95015782e-12
26,1,1.75120506e-14
26,2,5.33864841e-14
26,3,1.10358364e-13
26,4,2.71790794e-13
26,5,5.65525398e-13
26,6,1.33899818e-12
26,7,2.34703894e-12
26,8,4.15989236e-12
26,9,6.84803466e-12
26,10,1.00045526e-11
26,11,1.44139604e-11
26,12,1.95079420e-11
26,13,2.52609855e-11
26,14,3.21017707e-11
26,15,3.87165744e-11
26,16,4.32806921e-11
26,17,4.93346470e-11
26,18,3.57527505e-11
26,19,2.59496685e-11
26,20,1.71035730e-11
26,21,1.18050018e-11
26,22,7.80643359e-12
26,23,5.28755828e-12
26,24,3.11794418e-12
26,25,1.84155356e-12
27,1,8.82707738e-15
27,2,3.07479593e-14
27,3,5.02287451e-14
27,4,1.32612644e-13
27,5,2.98669419e-13
27,6,6.94214482e-13
27,7,1.56114827e-12
27,8,3.06350419e-12
27,9,5.29053998e-12
27,10,8.46319748e-12
27,11,1.34115898e-11
27,12,1.85894270e-11
27,13,2.54709466e-11
27,14,3.27166078e-11
27,15,3.99246670e-11
27,16,4.63130341e-11
27,17,5.24172130e-11
27,18,3.95565163e-11
27,19,2.88555074e-11
27,20,1.96940579e-11
27,21,1.35223343e-11
27,22,8.96428137e-12
27,23,6.02267874e-12
27,24,4.00801099e-12
27,25,2.60508687e-12
27,26,1.37940108e-12
