#Idx,EeV,g,rIn,v,J,ECB,Group
7810,1.986854e-01,1.158000e+03,1.655054e+00,42,96,9.076820e-02,41
7811,1.989134e-01,2.070000e+03,1.873371e+00,17,172,1.162040e+00,41
7812,2.006165e-01,7.530000e+02,1.711827e+00,33,125,3.829946e-01,41
7813,2.006611e-01,5.610000e+02,1.650446e+00,43,93,6.530274e-02,41
7814,2.006823e-01,1.086000e+03,1.646093e+00,44,90,4.300026e-02,41
7815,2.010774e-01,1.221000e+03,2.091196e+00,5,203,1.919241e+00,41
7816,2.015325e-01,1.293000e+03,2.311484e+00,0,215,2.274949e+00,41
7817,2.015425e-01,6.570000e+02,1.677456e+00,38,109,2.042486e-01,41
7818,2.040082e-01,9.690000e+02,1.824609e+00,21,161,9.376459e-01,41
7819,2.041995e-01,5.130000e+02,1.639232e+00,46,85,4.967474e-03,41
7820,2.054140e-01,2.262000e+03,1.963828e+00,11,188,1.520083e+00,41
7821,2.058471e-01,1.470000e+03,1.704633e+00,34,122,3.413626e-01,41
7822,2.070149e-01,1.278000e+03,1.671746e+00,39,106,1.697734e-01,41
7823,2.112093e-01,7.170000e+02,1.697739e+00,35,119,3.010378e-01,41
7824,2.115898e-01,6.210000e+02,1.666310e+00,40,103,1.375076e-01,41
7825,2.115995e-01,1.062000e+03,1.643094e+00,45,88,1.788834e-02,41
7826,2.118486e-01,2.502000e+03,2.152742e+00,3,208,2.052330e+00,41
7827,2.136445e-01,1.974000e+03,1.836599e+00,20,164,9.853956e-01,41
7828,2.148956e-01,1.038000e+03,1.640339e+00,46,86,9.167270e-04,41
7829,2.150232e-01,1.206000e+03,1.661144e+00,41,100,1.076714e-01,41
7830,2.153707e-01,1.053000e+03,1.887483e+00,16,175,1.209717e+00,41
7831,2.157256e-01,5.490000e+02,1.647219e+00,44,91,3.525125e-02,41
7832,2.165168e-01,1.398000e+03,1.691140e+00,36,116,2.621829e-01,41
7833,2.170542e-01,5.850000e+02,1.656242e+00,42,97,8.050200e-02,41
7834,2.173977e-01,1.134000e+03,1.651602e+00,43,94,5.626059e-02,41
7835,2.175338e-01,1.101000e+03,1.931447e+00,13,183,1.388006e+00,41
7836,2.215724e-01,6.810000e+02,1.684831e+00,37,113,2.249709e-01,41
7837,2.220562e-01,8.490000e+02,1.754314e+00,28,141,5.810024e-01,41
7838,2.224866e-01,1.734000e+03,1.763506e+00,27,144,6.266545e-01,41
7839,2.226799e-01,1.662000e+03,1.745471e+00,29,138,5.358911e-01,41
7840,2.240992e-01,8.850000e+02,1.773056e+00,26,147,6.727448e-01,41
7841,2.242226e-01,8.130000e+02,1.736965e+00,30,135,4.914304e-01,41
7842,2.244613e-01,5.370000e+02,1.644220e+00,45,89,1.205859e-02,41
7843,2.252110e-01,1.005000e+03,1.849082e+00,19,167,1.033016e+00,41
7844,2.261679e-01,1.326000e+03,1.678805e+00,38,110,1.895864e-01,41
7845,2.265422e-01,1.590000e+03,1.728789e+00,31,132,4.477376e-01,41
7846,2.270157e-01,1.806000e+03,1.782979e+00,25,150,7.191775e-01,41
7847,2.293748e-01,1.281000e+03,2.240228e+00,1,213,2.185122e+00,41
7848,2.294884e-01,7.770000e+02,1.720934e+00,32,129,4.049383e-01,41
7849,2.300831e-01,6.450000e+02,1.673059e+00,39,107,1.562258e-01,41
7850,2.305637e-01,1.110000e+03,1.648369e+00,44,92,2.783995e-02,41
7851,2.306825e-01,2.358000e+03,2.021697e+00,8,196,1.698694e+00,41
7852,2.313522e-01,9.210000e+02,1.793288e+00,24,153,7.658628e-01,41
7853,2.329024e-01,1.518000e+03,1.713392e+00,33,126,3.631665e-01,41
7854,2.330843e-01,1.254000e+03,1.667588e+00,40,104,1.250990e-01,41
7855,2.333550e-01,1.209000e+03,2.066885e+00,6,201,1.831182e+00,41
7856,2.337611e-01,1.149000e+03,1.982792e+00,10,191,1.566441e+00,41
7857,2.339960e-01,5.730000e+02,1.652781e+00,43,95,4.749194e-02,41
7858,2.340957e-01,2.142000e+03,1.902245e+00,15,178,1.257036e+00,41
7859,2.349222e-01,6.090000e+02,1.662387e+00,41,101,9.643167e-02,41
7860,2.353267e-01,1.182000e+03,1.657452e+00,42,98,7.046993e-02,41
7861,2.366166e-01,7.410000e+02,1.706158e+00,34,123,3.225658e-01,41
7862,2.368319e-01,1.086000e+03,1.645376e+00,45,90,6.850708e-03,41
7863,2.372189e-01,1.878000e+03,1.803999e+00,23,156,8.127171e-01,41
7864,2.387961e-01,2.046000e+03,1.862089e+00,18,170,1.080448e+00,41
7865,2.404537e-01,1.446000e+03,1.699225e+00,35,120,2.832891e-01,41
7866,2.421013e-01,2.238000e+03,1.948475e+00,12,186,1.434737e+00,41
7867,2.422195e-01,2.478000e+03,2.121533e+00,4,206,1.963652e+00,41
7868,2.442263e-01,7.050000e+02,1.692587e+00,36,117,2.455001e-01,41
7869,2.447213e-01,9.570000e+02,1.815131e+00,22,159,8.596620e-01,41
7870,2.451318e-01,5.610000e+02,1.649545e+00,44,93,2.083200e-02,41
7871,2.477358e-01,1.374000e+03,1.686240e+00,37,114,2.093732e-01,41
7872,2.487267e-01,5.490000e+02,1.646561e+00,45,91,2.250158e-03,41
7873,2.504185e-01,1.158000e+03,1.653983e+00,43,96,3.903509e-02,41
7874,2.507722e-01,6.690000e+02,1.680177e+00,38,111,1.750946e-01,41
7875,2.531124e-01,1.302000e+03,1.674395e+00,39,108,1.428639e-01,41
7876,2.534756e-01,5.970000e+02,1.658686e+00,42,99,6.070019e-02,41
7877,2.539602e-01,1.950000e+03,1.826706e+00,21,162,9.066243e-01,41
7878,2.544847e-01,1.041000e+03,1.875657e+00,17,173,1.127636e+00,41
7879,2.545182e-01,6.330000e+02,1.668888e+00,40,105,1.128951e-01,41
7880,2.547334e-01,1.230000e+03,1.663653e+00,41,102,8.542106e-02,41
7881,2.551639e-01,1.089000e+03,1.917713e+00,14,181,1.303955e+00,41
7882,2.576670e-01,1.269000e+03,2.193144e+00,2,211,2.095913e+00,41
7883,2.593285e-01,1.134000e+03,1.650748e+00,44,94,1.432979e-02,42
7884,2.610089e-01,8.370000e+02,1.747224e+00,29,139,5.122156e-01,42
7885,2.610592e-01,1.638000e+03,1.738676e+00,30,136,4.687269e-01,42
7886,2.618706e-01,1.710000e+03,1.756110e+00,28,142,5.563703e-01,42
7887,2.618787e-01,8.010000e+02,1.730458e+00,31,133,4.260221e-01,42
7888,2.633169e-01,1.566000e+03,1.722561e+00,32,130,3.842268e-01,42
7889,2.637796e-01,8.730000e+02,1.765345e+00,27,145,6.010811e-01,42
7890,2.647940e-01,2.334000e+03,2.002964e+00,9,194,1.612204e+00,42
7891,2.650319e-01,9.930000e+02,1.838747e+00,20,165,9.535357e-01,42
7892,2.652144e-01,7.650000e+02,1.714979e+00,33,127,3.434757e-01,42
7893,2.658719e-01,1.197000e+03,2.044807e+00,7,199,1.743871e+00,42
