# i,j,K[cm^3/s]
2,1,1.37142025e-10
3,1,1.76953524e-11
3,2,1.53644026e-10
4,1,5.47349977e-12
4,2,2.75923957e-11
4,3,1.63402884e-10
5,1,2.23147965e-12
5,2,9.04340098e-12
5,3,3.06393381e-11
5,4,1.66022012e-10
6,1,1.19856351e-12
6,2,4.00003057e-12
6,3,1.09436228e-11
6,4,3.33671986e-11
6,5,1.65623401e-10
7,1,7.69996869e-13
7,2,2.19093776e-12
7,3,4.99759048e-12
7,4,1.19246051e-11
7,5,3.33767557e-11
7,6,1.66207462e-10
8,1,5.42417866e-13
8,2,1.39816533e-12
8,3,2.83071807e-12
8,4,5.68307719e-12
8,5,1.21075057e-11
8,6,3.27499374e-11
8,7,1.65721627e-10
9,1,3.87915176e-13
9,2,9.72532625e-13
9,3,1.82731869e-12
9,4,3.35126203e-12
9,5,5.99427716e-12
9,6,1.19779567e-11
9,7,3.06484696e-11
9,8,1.60820935e-10
10,1,2.75118657e-13
10,2,7.10390467e-13
10,3,1.31087970e-12
10,4,2.23977786e-12
10,5,3.62298498e-12
10,6,6.05218008e-12
10,7,1.12841761e-11
10,8,2.74658346e-11
10,9,1.50331869e-10
11,1,2.01127164e-13
11,2,5.21260879e-13
11,3,9.52066670e-13
11,4,1.54427983e-12
11,5,2.33909623e-12
11,6,3.61271094e-12
11,7,5.77298199e-12
11,8,1.00995579e-11
11,9,2.27060213e-11
11,10,1.32928922e-10
12,1,1.17879906e-13
12,2,3.17748315e-13
12,3,5.70757636e-13
12,4,9.28986823e-13
12,5,1.40602386e-12
12,6,2.12609914e-12
12,7,3.20699289e-12
12,8,5.06895047e-12
12,9,8.67861586e-12
12,10,1.98963766e-11
12,11,1.22369184e-10
13,1,7.03589130e-14
13,2,1.76754245e-13
13,3,3.40184205e-13
13,4,5.41136201e-13
13,5,8.19387457e-13
13,6,1.24302384e-12
13,7,1.88455131e-12
13,8,2.89442259e-12
13,9,4.61147995e-12
13,10,8.40965457e-12
13,11,1.96051370e-11
13,12,1.24977498e-10
14,1,3.85222260e-14
14,2,9.95679259e-14
14,3,1.95061768e-13
14,4,3.20165184e-13
14,5,4.80837676e-13
14,6,7.14994846e-13
14,7,1.05083006e-12
14,8,1.57632373e-12
14,9,2.41023157e-12
14,10,3.97156316e-12
14,11,7.44411248e-12
14,12,1.71817999e-11
14,13,1.23372670e-10
15,1,1.59394991e-14
15,2,5.53399192e-14
15,3,1.08811736e-13
15,4,1.82648364e-13
15,5,2.90628113e-13
15,6,4.04835288e-13
15,7,5.86939510e-13
15,8,8.69618829e-13
15,9,1.29305615e-12
15,10,2.04775760e-12
15,11,3.42574249e-12
15,12,6.18834164e-12
15,13,1.38125230e-11
15,14,1.19884265e-10
16,1,6.27917613e-15
16,2,2.97580317e-14
16,3,4.38616634e-14
16,4,7.37576024e-14
16,5,1.31845016e-13
16,6,2.00446294e-13
16,7,2.77701336e-13
16,8,4.42796775e-13
16,9,6.71475662e-13
16,10,1.06222885e-12
16,11,1.76339770e-12
16,12,2.84599333e-12
16,13,4.36262624e-12
16,14,1.12745269e-11
16,15,1.13056799e-10
17,1,9.55733069e-16
17,2,6.53573547e-15
17,3,1.16639900e-14
17,4,3.01150613e-14
17,5,4.77014449e-14
17,6,9.93906725e-14
17,7,1.36912483e-13
17,8,2.27495150e-13
17,9,3.60464573e-13
17,10,5.89680639e-13
17,11,9.22609233e-13
17,12,1.42387112e-12
17,13,1.66163246e-12
17,14,3.12409800e-12
17,15,1.00384044e-11
17,16,1.05111419e-10
18,1,0.00000000e+00
18,2,0.00000000e+00
18,3,7.11593761e-17
18,4,1.24296521e-14
18,5,2.03842426e-14
18,6,5.48182162e-14
18,7,8.07109136e-14
18,8,1.05342237e-13
18,9,2.08439241e-13
18,10,3.25568643e-13
18,11,5.20692182e-13
18,12,8.63082251e-13
18,13,8.17865782e-13
18,14,8.57717315e-13
18,15,2.01530229e-12
18,16,6.73427197e-12
18,17,9.68677932e-11
