# i,j,K[cm^3/s]
2,1,1.08574887e-11
3,1,6.50532416e-12
3,2,1.32880351e-11
4,1,4.24276420e-12
4,2,9.59397324e-12
4,3,1.46951377e-11
5,1,2.97304348e-12
5,2,7.15637509e-12
5,3,1.18469685e-11
5,4,1.63395692e-11
6,1,2.16145338e-12
6,2,5.37895228e-12
6,3,9.51718230e-12
6,4,1.42113725e-11
6,5,1.81899000e-11
7,1,1.63344322e-12
7,2,4.22943835e-12
7,3,7.72167683e-12
7,4,1.20955159e-11
7,5,1.68682401e-11
7,6,2.11904132e-11
8,1,1.26931917e-12
8,2,3.36491889e-12
8,3,6.28920354e-12
8,4,1.01119630e-11
8,5,1.50059320e-11
8,6,2.07889313e-11
8,7,2.57262435e-11
9,1,9.68680867e-13
9,2,2.69469652e-12
9,3,5.13032583e-12
9,4,8.47658049e-12
9,5,1.29348211e-11
9,6,1.88285550e-11
9,7,2.55987084e-11
9,8,3.15453443e-11
10,1,7.71879203e-13
10,2,2.13651946e-12
10,3,4.14803709e-12
10,4,7.00019061e-12
10,5,1.08625993e-11
10,6,1.64232626e-11
10,7,2.35106867e-11
10,8,3.19576237e-11
10,9,3.99279846e-11
11,1,5.65986891e-13
11,2,1.60281577e-12
11,3,3.17185929e-12
11,4,5.47664314e-12
11,5,8.76290775e-12
11,6,1.34871427e-11
11,7,1.99669423e-11
11,8,2.83972818e-11
11,9,3.94974382e-11
11,10,5.36024833e-11
12,1,3.97724353e-13
12,2,1.17677747e-12
12,3,2.37524366e-12
12,4,4.29442241e-12
12,5,7.01213394e-12
12,6,1.10500704e-11
12,7,1.66637901e-11
12,8,2.45226750e-11
12,9,3.50648661e-11
12,10,5.05169773e-11
12,11,7.77315266e-11
13,1,3.28410815e-13
13,2,1.05297436e-12
13,3,2.25017514e-12
13,4,4.27633048e-12
13,5,7.26417344e-12
13,6,1.16930666e-11
13,7,1.78366534e-11
13,8,2.59748744e-11
13,9,3.62762328e-11
13,10,5.05798599e-11
13,11,6.89774433e-11
13,12,5.21255246e-11
14,1,2.31619997e-13
14,2,8.09498125e-13
14,3,1.93580460e-12
14,4,3.86376092e-12
14,5,6.85326702e-12
14,6,1.12089255e-11
14,7,1.70805535e-11
14,8,2.47590473e-11
14,9,3.43531580e-11
14,10,4.69630976e-11
14,11,6.13845353e-11
14,12,4.67256683e-11
14,13,1.87717284e-11
15,1,1.36647929e-13
15,2,5.64451474e-13
15,3,1.51406757e-12
15,4,3.25409180e-12
15,5,5.96941218e-12
15,6,1.01139031e-11
15,7,1.56278452e-11
15,8,2.31225541e-11
15,9,3.23690341e-11
15,10,4.51009479e-11
15,11,5.87808707e-11
15,12,4.67886091e-11
15,13,2.13961763e-11
15,14,8.53098824e-12
16,1,6.77523940e-14
16,2,3.16469251e-13
16,3,1.00967261e-12
16,4,2.40990555e-12
16,5,4.82783820e-12
16,6,8.72615053e-12
16,7,1.45932451e-11
16,8,2.22404425e-11
16,9,3.23716339e-11
16,10,4.56523845e-11
16,11,5.85282034e-11
16,12,4.88956701e-11
16,13,2.42653166e-11
16,14,1.06559101e-11
16,15,4.38467383e-12
17,1,5.74929446e-14
17,2,1.72145801e-13
17,3,4.91732898e-13
17,4,1.49885641e-12
17,5,3.67435588e-12
17,6,7.73876687e-12
17,7,1.38091352e-11
17,8,2.19830657e-11
17,9,3.30840237e-11
17,10,4.68417205e-11
17,11,5.92818051e-11
17,12,5.08550368e-11
17,13,2.74074011e-11
17,14,1.32936903e-11
17,15,5.55231285e-12
17,16,2.21287675e-12
18,1,1.65985326e-14
18,2,7.90509764e-14
18,3,2.16782756e-13
18,4,7.21251767e-13
18,5,2.14351474e-12
18,6,5.34460808e-12
18,7,1.12479135e-11
18,8,2.07171589e-11
18,9,3.38335084e-11
18,10,5.07074232e-11
18,11,6.46952559e-11
18,12,5.80744032e-11
18,13,3.25025278e-11
18,14,1.71672749e-11
18,15,7.02020614e-12
18,16,3.04417250e-12
18,17,1.25875863e-12
