# i,j,K[cm^3/s]
2,1,1.43862905e-10
3,1,2.63456576e-11
3,2,1.64661708e-10
4,1,8.40017805e-12
4,2,3.42776676e-11
4,3,1.64750557e-10
5,1,3.89085664e-12
5,2,1.37655752e-11
5,3,4.15946233e-11
5,4,1.70390500e-10
6,1,1.95382337e-12
6,2,6.30389958e-12
6,3,1.67738655e-11
6,4,4.34541347e-11
6,5,1.69830685e-10
7,1,1.13603602e-12
7,2,3.25579612e-12
7,3,7.97725577e-12
7,4,1.78452697e-11
7,5,4.41827106e-11
7,6,1.72197946e-10
8,1,7.76680140e-13
8,2,2.04307058e-12
8,3,4.45433403e-12
8,4,9.03668655e-12
8,5,1.90607093e-11
8,6,4.65221741e-11
8,7,1.67787428e-10
9,1,5.32726454e-13
9,2,1.28170142e-12
9,3,2.64872796e-12
9,4,4.99095728e-12
9,5,9.42730503e-12
9,6,1.98499008e-11
9,7,4.53245095e-11
9,8,1.69565421e-10
10,1,4.17242694e-13
10,2,9.29418231e-13
10,3,1.76593970e-12
10,4,3.04667888e-12
10,5,5.40494399e-12
10,6,9.98677905e-12
10,7,1.94996339e-11
10,8,4.63506921e-11
10,9,1.69337948e-10
11,1,3.23371063e-13
11,2,7.16966726e-13
11,3,1.29320678e-12
11,4,2.07984340e-12
11,5,3.35159999e-12
11,6,5.72949849e-12
11,7,9.83167296e-12
11,8,1.95250150e-11
11,9,4.57199920e-11
11,10,1.69585310e-10
12,1,2.65707723e-13
12,2,5.61011739e-13
12,3,9.63791379e-13
12,4,1.49199209e-12
12,5,2.32959923e-12
12,6,3.66980567e-12
12,7,5.66532768e-12
12,8,1.00292503e-11
12,9,1.90730002e-11
12,10,4.44974310e-11
12,11,1.70412757e-10
13,1,2.07295677e-13
13,2,4.47443057e-13
13,3,7.51628960e-13
13,4,1.13010109e-12
13,5,1.69451153e-12
13,6,2.58967687e-12
13,7,3.74309247e-12
13,8,5.86433766e-12
13,9,9.75702246e-12
13,10,1.83938930e-11
13,11,4.28809173e-11
13,12,1.65572114e-10
14,1,1.71118882e-13
14,2,3.51921195e-13
14,3,6.16575028e-13
14,4,9.16575382e-13
14,5,1.32376677e-12
14,6,1.93261699e-12
14,7,2.66008656e-12
14,8,3.90099701e-12
14,9,5.83964383e-12
14,10,9.25152129e-12
14,11,1.69600788e-11
14,12,3.91503532e-11
14,13,1.62226291e-10
15,1,1.40718782e-13
15,2,2.90821828e-13
15,3,5.04276330e-13
15,4,7.51983328e-13
15,5,1.05770475e-12
15,6,1.49233653e-12
15,7,1.98694612e-12
15,8,2.76968775e-12
15,9,3.83915079e-12
15,10,5.62016391e-12
15,11,8.73112143e-12
15,12,1.55016831e-11
15,13,3.59355493e-11
15,14,1.55942312e-10
16,1,1.11279573e-13
16,2,2.36440768e-13
16,3,4.02888675e-13
16,4,6.03897089e-13
16,5,8.33070112e-13
16,6,1.17201852e-12
16,7,1.50823244e-12
16,8,2.04142308e-12
16,9,2.72655405e-12
16,10,3.75940626e-12
16,11,5.38242217e-12
16,12,8.04285485e-12
16,13,1.41031723e-11
16,14,3.20097196e-11
16,15,1.43958242e-10
17,1,8.27929422e-14
17,2,1.78496163e-13
17,3,3.14558464e-13
17,4,4.62409262e-13
17,5,6.34256967e-13
17,6,8.54706110e-13
17,7,1.11882281e-12
17,8,1.47296407e-12
17,9,1.92299584e-12
17,10,2.53077892e-12
17,11,3.44537330e-12
17,12,4.71367547e-12
17,13,7.09938042e-12
17,14,1.21421369e-11
17,15,2.62083290e-11
17,16,1.23730690e-10
18,1,5.33256078e-14
18,2,1.13957803e-13
18,3,2.01472331e-13
18,4,2.95833389e-13
18,5,4.14694052e-13
18,6,5.86911007e-13
18,7,7.52253980e-13
18,8,1.01860926e-12
18,9,1.34885840e-12
18,10,1.79802631e-12
18,11,2.40990314e-12
18,12,3.26270490e-12
18,13,4.66477798e-12
18,14,7.08793400e-12
18,15,1.19668761e-11
18,16,2.59427854e-11
18,17,1.35457374e-10
19,1,3.69690375e-14
19,2,8.75944388e-14
19,3,1.38822832e-13
19,4,2.15281898e-13
19,5,2.88872341e-13
19,6,4.15484021e-13
19,7,5.28658844e-13
19,8,7.06877991e-13
19,9,9.37595900e-13
19,10,1.23943762e-12
19,11,1.61968686e-12
19,12,2.18639449e-12
19,13,3.00910504e-12
19,14,4.37175010e-12
19,15,6.53406077e-12
19,16,1.14402791e-11
19,17,2.63377954e-11
19,18,1.30728715e-10
20,1,2.64095103e-14
20,2,5.39717230e-14
20,3,9.25499584e-14
20,4,1.56283028e-13
20,5,2.17600705e-13
20,6,2.93889367e-13
20,7,3.74528136e-13
20,8,4.96858728e-13
20,9,6.26121960e-13
20,10,8.51788067e-13
20,11,1.09926741e-12
20,12,1.44656687e-12
20,13,1.96506482e-12
20,14,2.71204162e-12
20,15,3.84797602e-12
20,16,6.07678725e-12
20,17,1.13326808e-11
20,18,2.24857684e-11
20,19,1.34753470e-10
21,1,1.86881630e-14
21,2,3.36479713e-14
21,3,6.29447560e-14
21,4,1.01720615e-13
21,5,1.47810012e-13
21,6,2.00213921e-13
21,7,2.59134496e-13
21,8,3.45026222e-13
21,9,4.60688868e-13
21,10,5.73186744e-13
21,11,7.54584819e-13
21,12,9.72467434e-13
21,13,1.32235221e-12
21,14,1.79711310e-12
21,15,2.39195820e-12
21,16,3.59024714e-12
21,17,5.97096779e-12
21,18,9.56641455e-12
21,19,2.12975413e-11
21,20,1.33753274e-10
22,1,8.83133601e-15
22,2,2.30316208e-14
22,3,4.46990504e-14
22,4,6.81157110e-14
22,5,1.05146782e-13
22,6,1.39756314e-13
22,7,1.89913578e-13
22,8,2.36982908e-13
22,9,3.04459983e-13
22,10,3.89782001e-13
22,11,5.06521450e-13
22,12,6.57955448e-13
22,13,8.61789655e-13
22,14,1.17978869e-12
22,15,1.51524960e-12
22,16,2.20920214e-12
22,17,3.40210415e-12
22,18,4.74156350e-12
22,19,8.35769692e-12
22,20,1.88175482e-11
22,21,1.31924728e-10
23,1,7.62540782e-15
23,2,1.57685048e-14
23,3,2.60714040e-14
23,4,3.60621530e-14
23,5,5.71181175e-14
23,6,9.07607381e-14
23,7,1.32348801e-13
23,8,1.50564140e-13
23,9,2.10435212e-13
23,10,2.32660556e-13
23,11,3.14069347e-13
23,12,4.32648898e-13
23,13,5.60789739e-13
23,14,7.57431056e-13
23,15,9.67392219e-13
23,16,1.38364664e-12
23,17,2.09286779e-12
23,18,2.74676245e-12
23,19,3.97915594e-12
23,20,7.19554668e-12
23,21,1.75756401e-11
23,22,1.26165136e-10
24,1,1.83170173e-15
24,2,7.43769146e-15
24,3,1.53658272e-14
24,4,2.40918183e-14
24,5,2.85747153e-14
24,6,3.80875201e-14
24,7,6.39045975e-14
24,8,8.75204421e-14
24,9,1.25182875e-13
24,10,1.60575524e-13
24,11,1.88841243e-13
24,12,2.73314695e-13
24,13,3.76003229e-13
24,14,5.03900223e-13
24,15,6.57985522e-13
24,16,9.03091158e-13
24,17,1.31697366e-12
24,18,1.62284801e-12
24,19,2.06655312e-12
24,20,3.11661528e-12
24,21,6.14502764e-12
24,22,1.59176245e-11
24,23,1.22694866e-10
25,1,0.00000000e+00
25,2,3.07382750e-15
25,3,4.37936296e-15
25,4,8.87058721e-15
25,5,8.97534394e-15
25,6,2.83976368e-14
25,7,3.56039215e-14
25,8,4.41470581e-14
25,9,7.79571169e-14
25,10,8.47612446e-14
25,11,1.37680693e-13
25,12,1.67615316e-13
25,13,2.37183027e-13
25,14,3.42973813e-13
25,15,4.31698367e-13
25,16,5.91631557e-13
25,17,8.39238193e-13
25,18,1.05044146e-12
25,19,1.16850845e-12
25,20,1.41690495e-12
25,21,2.64788325e-12
25,22,5.55744902e-12
25,23,1.49699118e-11
25,24,1.14518589e-10
26,1,0.00000000e+00
26,2,8.00357272e-16
26,3,3.98774835e-15
26,4,1.45740180e-15
26,5,9.42321313e-15
26,6,9.89375141e-15
26,7,2.11038954e-14
26,8,2.32670118e-14
26,9,5.22649115e-14
26,10,5.21130420e-14
26,11,7.60552655e-14
26,12,9.61761190e-14
26,13,1.54928994e-13
26,14,2.03356936e-13
26,15,2.70257070e-13
26,16,3.72676452e-13
26,17,5.51560334e-13
26,18,7.05118243e-13
26,19,7.14048887e-13
26,20,6.96781317e-13
26,21,1.02784259e-12
26,22,1.98389714e-12
26,23,4.42334454e-12
26,24,1.15878168e-11
26,25,1.07117029e-10
27,1,0.00000000e+00
27,2,0.00000000e+00
27,3,0.00000000e+00
27,4,0.00000000e+00
27,5,2.84157014e-17
27,6,2.10115653e-15
27,7,4.50786686e-15
27,8,2.94999888e-14
27,9,1.53739868e-14
27,10,4.42497839e-14
27,11,5.64847874e-14
27,12,7.83711905e-14
27,13,1.11109749e-13
27,14,1.46694469e-13
27,15,2.23994751e-13
27,16,2.86465394e-13
27,17,4.56854435e-13
27,18,5.07297969e-13
27,19,4.76303289e-13
27,20,3.50266696e-13
27,21,4.02698457e-13
27,22,6.91846520e-13
27,23,1.32855437e-12
27,24,3.08296031e-12
27,25,1.05469095e-11
27,26,9.88582871e-11
