# i,E[eV]
1,-4.58029580e+00
2,-3.74190790e+00
3,-2.84127474e+00
4,-1.92893713e+00
5,-1.00805683e+00
6,-1.04530190e-01
7,7.66835417e-01
8,1.67854827e+00
9,2.56192349e+00
