# Te [K]  Q(l,s) = PI*sigma^2*Omega*(l,s) [A^2]
# (1,1)  (1,2)  (1,3)  (1,4)  (1,5)
2.47000000e+04 1.31537944e+01 1.00199605e+01 7.87424896e+00 6.50552292e+00 5.62353935e+00 
2.48000000e+04 1.31158287e+01 9.98533910e+00 7.84666117e+00 6.48419619e+00 5.60672310e+00 
2.49000000e+04 1.30780565e+01 9.95097012e+00 7.81930994e+00 6.46306370e+00 5.59006046e+00 
2.50000000e+04 1.30404769e+01 9.91685127e+00 7.79219254e+00 6.44212291e+00 5.57354933e+00 
2.51000000e+04 1.30030892e+01 9.88298029e+00 7.76530626e+00 6.42137134e+00 5.55718762e+00 
2.52000000e+04 1.29658923e+01 9.84935494e+00 7.73864843e+00 6.40080654e+00 5.54097331e+00 
2.53000000e+04 1.29288856e+01 9.81597300e+00 7.71221642e+00 6.38042610e+00 5.52490440e+00 
2.54000000e+04 1.28920680e+01 9.78283226e+00 7.68600764e+00 6.36022765e+00 5.50897891e+00 
2.55000000e+04 1.28554388e+01 9.74993055e+00 7.66001951e+00 6.34020886e+00 5.49319492e+00 
2.56000000e+04 1.28189970e+01 9.71726571e+00 7.63424952e+00 6.32036741e+00 5.47755052e+00 
2.57000000e+04 1.27827417e+01 9.68483559e+00 7.60869517e+00 6.30070107e+00 5.46204385e+00 
2.58000000e+04 1.27466720e+01 9.65263807e+00 7.58335399e+00 6.28120759e+00 5.44667307e+00 
2.59000000e+04 1.27107871e+01 9.62067104e+00 7.55822357e+00 6.26188478e+00 5.43143637e+00 
2.60000000e+04 1.26750860e+01 9.58893243e+00 7.53330151e+00 6.24273050e+00 5.41633199e+00 
2.61000000e+04 1.26395679e+01 9.55742018e+00 7.50858544e+00 6.22374261e+00 5.40135816e+00 
2.62000000e+04 1.26042317e+01 9.52613222e+00 7.48407304e+00 6.20491903e+00 5.38651318e+00 
2.63000000e+04 1.25690767e+01 9.49506655e+00 7.45976201e+00 6.18625769e+00 5.37179536e+00 
2.64000000e+04 1.25341019e+01 9.46422115e+00 7.43565008e+00 6.16775658e+00 5.35720304e+00 
2.65000000e+04 1.24993064e+01 9.43359404e+00 7.41173500e+00 6.14941369e+00 5.34273457e+00 
2.66000000e+04 1.24646893e+01 9.40318325e+00 7.38801458e+00 6.13122706e+00 5.32838837e+00 
2.67000000e+04 1.24302496e+01 9.37298682e+00 7.36448663e+00 6.11319476e+00 5.31416284e+00 
2.68000000e+04 1.23959864e+01 9.34300282e+00 7.34114900e+00 6.09531489e+00 5.30005644e+00 
2.69000000e+04 1.23618989e+01 9.31322935e+00 7.31799958e+00 6.07758556e+00 5.28606763e+00 
2.70000000e+04 1.23279860e+01 9.28366451e+00 7.29503626e+00 6.06000492e+00 5.27219490e+00 
2.71000000e+04 1.22942470e+01 9.25430641e+00 7.27225699e+00 6.04257117e+00 5.25843679e+00 
2.72000000e+04 1.22606808e+01 9.22515321e+00 7.24965973e+00 6.02528251e+00 5.24479183e+00 
2.73000000e+04 1.22272865e+01 9.19620305e+00 7.22724246e+00 6.00813718e+00 5.23125860e+00 
2.74000000e+04 1.21940633e+01 9.16745412e+00 7.20500320e+00 5.99113343e+00 5.21783567e+00 
2.75000000e+04 1.21610101e+01 9.13890462e+00 7.18293999e+00 5.97426956e+00 5.20452166e+00 
2.76000000e+04 1.21281261e+01 9.11055274e+00 7.16105091e+00 5.95754387e+00 5.19131522e+00 
2.77000000e+04 1.20954104e+01 9.08239673e+00 7.13933404e+00 5.94095472e+00 5.17821499e+00 
2.78000000e+04 1.20628620e+01 9.05443483e+00 7.11778749e+00 5.92450046e+00 5.16521965e+00 
2.79000000e+04 1.20304800e+01 9.02666529e+00 7.09640943e+00 5.90817947e+00 5.15232791e+00 
2.80000000e+04 1.19982635e+01 8.99908642e+00 7.07519800e+00 5.89199019e+00 5.13953847e+00 
2.81000000e+04 1.19662116e+01 8.97169649e+00 7.05415141e+00 5.87593103e+00 5.12685009e+00 
2.82000000e+04 1.19343234e+01 8.94449383e+00 7.03326786e+00 5.86000045e+00 5.11426152e+00 
2.83000000e+04 1.19025979e+01 8.91747676e+00 7.01254560e+00 5.84419695e+00 5.10177153e+00 
2.84000000e+04 1.18710343e+01 8.89064363e+00 6.99198288e+00 5.82851902e+00 5.08937892e+00 
2.85000000e+04 1.18396316e+01 8.86399281e+00 6.97157799e+00 5.81296519e+00 5.07708252e+00 
2.86000000e+04 1.18083889e+01 8.83752268e+00 6.95132924e+00 5.79753401e+00 5.06488115e+00 
2.87000000e+04 1.17773054e+01 8.81123163e+00 6.93123495e+00 5.78222404e+00 5.05277367e+00 
2.88000000e+04 1.17463801e+01 8.78511806e+00 6.91129347e+00 5.76703387e+00 5.04075894e+00 
2.89000000e+04 1.17156122e+01 8.75918042e+00 6.89150317e+00 5.75196212e+00 5.02883586e+00 
2.90000000e+04 1.16850006e+01 8.73341714e+00 6.87186245e+00 5.73700742e+00 5.01700332e+00 
2.91000000e+04 1.16545446e+01 8.70782668e+00 6.85236971e+00 5.72216840e+00 5.00526026e+00 
2.92000000e+04 1.16242433e+01 8.68240751e+00 6.83302340e+00 5.70744375e+00 4.99360559e+00 
2.93000000e+04 1.15940956e+01 8.65715812e+00 6.81382195e+00 5.69283216e+00 4.98203829e+00 
2.94000000e+04 1.15641009e+01 8.63207701e+00 6.79476385e+00 5.67833231e+00 4.97055731e+00 
2.95000000e+04 1.15342581e+01 8.60716271e+00 6.77584759e+00 5.66394296e+00 4.95916164e+00 
2.96000000e+04 1.15045665e+01 8.58241374e+00 6.75707168e+00 5.64966283e+00 4.94785029e+00 
2.97000000e+04 1.14750250e+01 8.55782866e+00 6.73843464e+00 5.63549069e+00 4.93662226e+00 
2.98000000e+04 1.14456329e+01 8.53340602e+00 6.71993504e+00 5.62142532e+00 4.92547658e+00 
2.99000000e+04 1.14163893e+01 8.50914440e+00 6.70157143e+00 5.60746551e+00 4.91441230e+00 
3.00000000e+04 1.13872933e+01 8.48504240e+00 6.68334240e+00 5.59361008e+00 4.90342848e+00 
3.01000000e+04 1.13583440e+01 8.46109861e+00 6.66524655e+00 5.57985786e+00 4.89252419e+00 
3.02000000e+04 1.13295406e+01 8.43731165e+00 6.64728251e+00 5.56620769e+00 4.88169850e+00 
3.03000000e+04 1.13008822e+01 8.41368016e+00 6.62944892e+00 5.55265844e+00 4.87095053e+00 
3.04000000e+04 1.12723680e+01 8.39020279e+00 6.61174443e+00 5.53920899e+00 4.86027939e+00 
3.05000000e+04 1.12439971e+01 8.36687818e+00 6.59416771e+00 5.52585822e+00 4.84968419e+00 
3.06000000e+04 1.12157686e+01 8.34370502e+00 6.57671746e+00 5.51260506e+00 4.83916408e+00 
3.07000000e+04 1.11876818e+01 8.32068199e+00 6.55939237e+00 5.49944842e+00 4.82871820e+00 
3.08000000e+04 1.11597358e+01 8.29780779e+00 6.54219117e+00 5.48638724e+00 4.81834573e+00 
3.09000000e+04 1.11319297e+01 8.27508113e+00 6.52511260e+00 5.47342048e+00 4.80804583e+00 
3.10000000e+04 1.11042627e+01 8.25250074e+00 6.50815541e+00 5.46054710e+00 4.79781768e+00 
3.11000000e+04 1.10767340e+01 8.23006535e+00 6.49131838e+00 5.44776610e+00 4.78766050e+00 
3.12000000e+04 1.10493428e+01 8.20777372e+00 6.47460028e+00 5.43507646e+00 4.77757348e+00 
3.13000000e+04 1.10220882e+01 8.18562460e+00 6.45799991e+00 5.42247720e+00 4.76755586e+00 
3.14000000e+04 1.09949694e+01 8.16361677e+00 6.44151609e+00 5.40996733e+00 4.75760685e+00 
3.15000000e+04 1.09679856e+01 8.14174902e+00 6.42514765e+00 5.39754590e+00 4.74772570e+00 
3.16000000e+04 1.09411361e+01 8.12002014e+00 6.40889343e+00 5.38521196e+00 4.73791167e+00 
3.17000000e+04 1.09144199e+01 8.09842896e+00 6.39275229e+00 5.37296457e+00 4.72816402e+00 
3.18000000e+04 1.08878363e+01 8.07697429e+00 6.37672310e+00 5.36080280e+00 4.71848203e+00 
3.19000000e+04 1.08613845e+01 8.05565496e+00 6.36080474e+00 5.34872575e+00 4.70886497e+00 
3.20000000e+04 1.08350637e+01 8.03446982e+00 6.34499612e+00 5.33673251e+00 4.69931215e+00 
3.21000000e+04 1.08088731e+01 8.01341774e+00 6.32929614e+00 5.32482219e+00 4.68982287e+00 
3.22000000e+04 1.07828119e+01 7.99249757e+00 6.31370374e+00 5.31299392e+00 4.68039644e+00 
3.23000000e+04 1.07568794e+01 7.97170820e+00 6.29821784e+00 5.30124684e+00 4.67103218e+00 
3.24000000e+04 1.07310747e+01 7.95104852e+00 6.28283741e+00 5.28958009e+00 4.66172944e+00 
3.25000000e+04 1.07053972e+01 7.93051744e+00 6.26756141e+00 5.27799284e+00 4.65248754e+00 
3.26000000e+04 1.06798459e+01 7.91011386e+00 6.25238881e+00 5.26648424e+00 4.64330584e+00 
3.27000000e+04 1.06544202e+01 7.88983671e+00 6.23731861e+00 5.25505348e+00 4.63418371e+00 
3.28000000e+04 1.06291194e+01 7.86968493e+00 6.22234979e+00 5.24369976e+00 4.62512051e+00 
3.29000000e+04 1.06039425e+01 7.84965746e+00 6.20748139e+00 5.23242227e+00 4.61611561e+00 
3.30000000e+04 1.05788890e+01 7.82975325e+00 6.19271241e+00 5.22122023e+00 4.60716841e+00 
3.31000000e+04 1.05539580e+01 7.80997128e+00 6.17804191e+00 5.21009286e+00 4.59827829e+00 
3.32000000e+04 1.05291488e+01 7.79031051e+00 6.16346892e+00 5.19903939e+00 4.58944466e+00 
3.33000000e+04 1.05044607e+01 7.77076994e+00 6.14899252e+00 5.18805906e+00 4.58066694e+00 
3.34000000e+04 1.04798929e+01 7.75134856e+00 6.13461176e+00 5.17715113e+00 4.57194453e+00 
3.35000000e+04 1.04554447e+01 7.73204537e+00 6.12032573e+00 5.16631487e+00 4.56327686e+00 
3.36000000e+04 1.04311153e+01 7.71285940e+00 6.10613352e+00 5.15554953e+00 4.55466338e+00 
3.37000000e+04 1.04069041e+01 7.69378967e+00 6.09203424e+00 5.14485441e+00 4.54610351e+00 
3.38000000e+04 1.03828104e+01 7.67483522e+00 6.07802700e+00 5.13422879e+00 4.53759671e+00 
3.39000000e+04 1.03588333e+01 7.65599508e+00 6.06411093e+00 5.12367197e+00 4.52914243e+00 
3.40000000e+04 1.03349723e+01 7.63726831e+00 6.05028515e+00 5.11318327e+00 4.52074014e+00 
3.41000000e+04 1.03112266e+01 7.61865399e+00 6.03654882e+00 5.10276199e+00 4.51238931e+00 
3.42000000e+04 1.02875954e+01 7.60015117e+00 6.02290109e+00 5.09240747e+00 4.50408941e+00 
3.43000000e+04 1.02640782e+01 7.58175894e+00 6.00934113e+00 5.08211903e+00 4.49583993e+00 
3.44000000e+04 1.02406742e+01 7.56347640e+00 5.99586811e+00 5.07189603e+00 4.48764036e+00 
3.45000000e+04 1.02173827e+01 7.54530264e+00 5.98248121e+00 5.06173780e+00 4.47949019e+00 
3.46000000e+04 1.01942030e+01 7.52723677e+00 5.96917962e+00 5.05164372e+00 4.47138894e+00 
3.47000000e+04 1.01711345e+01 7.50927790e+00 5.95596256e+00 5.04161315e+00 4.46333611e+00 
3.48000000e+04 1.01481764e+01 7.49142517e+00 5.94282924e+00 5.03164546e+00 4.45533121e+00 
3.49000000e+04 1.01253282e+01 7.47367771e+00 5.92977886e+00 5.02174004e+00 4.44737378e+00 
3.50000000e+04 1.01025891e+01 7.45603466e+00 5.91681068e+00 5.01189628e+00 4.43946333e+00 
3.51000000e+04 1.00799585e+01 7.43849517e+00 5.90392391e+00 5.00211357e+00 4.43159941e+00 
3.52000000e+04 1.00574356e+01 7.42105840e+00 5.89111782e+00 4.99239132e+00 4.42378156e+00 
3.53000000e+04 1.00350200e+01 7.40372351e+00 5.87839166e+00 4.98272895e+00 4.41600932e+00 
3.54000000e+04 1.00127108e+01 7.38648969e+00 5.86574470e+00 4.97312587e+00 4.40828224e+00 
3.55000000e+04 9.99050755e+00 7.36935612e+00 5.85317620e+00 4.96358152e+00 4.40059989e+00 
3.56000000e+04 9.96840947e+00 7.35232199e+00 5.84068546e+00 4.95409532e+00 4.39296183e+00 
3.57000000e+04 9.94641597e+00 7.33538650e+00 5.82827175e+00 4.94466672e+00 4.38536762e+00 
3.58000000e+04 9.92452641e+00 7.31854885e+00 5.81593438e+00 4.93529517e+00 4.37781685e+00 
3.59000000e+04 9.90274016e+00 7.30180826e+00 5.80367266e+00 4.92598012e+00 4.37030909e+00 
3.60000000e+04 9.88105659e+00 7.28516395e+00 5.79148589e+00 4.91672103e+00 4.36284392e+00 
3.61000000e+04 9.85947508e+00 7.26861516e+00 5.77937341e+00 4.90751737e+00 4.35542095e+00 
3.62000000e+04 9.83799500e+00 7.25216111e+00 5.76733454e+00 4.89836862e+00 4.34803976e+00 
3.63000000e+04 9.81661575e+00 7.23580106e+00 5.75536861e+00 4.88927425e+00 4.34069996e+00 
3.64000000e+04 9.79533671e+00 7.21953425e+00 5.74347497e+00 4.88023376e+00 4.33340115e+00 
3.65000000e+04 9.77415726e+00 7.20335995e+00 5.73165297e+00 4.87124664e+00 4.32614294e+00 
3.66000000e+04 9.75307682e+00 7.18727742e+00 5.71990198e+00 4.86231238e+00 4.31892494e+00 
3.67000000e+04 9.73209478e+00 7.17128593e+00 5.70822135e+00 4.85343049e+00 4.31174679e+00 
3.68000000e+04 9.71121054e+00 7.15538477e+00 5.69661047e+00 4.84460049e+00 4.30460809e+00 
3.69000000e+04 9.69042351e+00 7.13957321e+00 5.68506870e+00 4.83582188e+00 4.29750849e+00 
3.70000000e+04 9.66973310e+00 7.12385056e+00 5.67359545e+00 4.82709420e+00 4.29044762e+00 
3.71000000e+04 9.64913873e+00 7.10821611e+00 5.66219009e+00 4.81841697e+00 4.28342511e+00 
3.72000000e+04 9.62863982e+00 7.09266917e+00 5.65085204e+00 4.80978973e+00 4.27644060e+00 
3.73000000e+04 9.60823579e+00 7.07720906e+00 5.63958069e+00 4.80121201e+00 4.26949375e+00 
3.74000000e+04 9.58792607e+00 7.06183510e+00 5.62837547e+00 4.79268336e+00 4.26258420e+00 
3.75000000e+04 9.56771008e+00 7.04654660e+00 5.61723579e+00 4.78420333e+00 4.25571162e+00 
3.76000000e+04 9.54758726e+00 7.03134291e+00 5.60616108e+00 4.77577148e+00 4.24887566e+00 
3.77000000e+04 9.52755706e+00 7.01622336e+00 5.59515077e+00 4.76738736e+00 4.24207598e+00 
3.78000000e+04 9.50761890e+00 7.00118731e+00 5.58420431e+00 4.75905055e+00 4.23531225e+00 
3.79000000e+04 9.48777224e+00 6.98623409e+00 5.57332113e+00 4.75076061e+00 4.22858415e+00 
3.80000000e+04 9.46801653e+00 6.97136307e+00 5.56250068e+00 4.74251712e+00 4.22189134e+00 
3.81000000e+04 9.44835122e+00 6.95657362e+00 5.55174243e+00 4.73431965e+00 4.21523352e+00 
3.82000000e+04 9.42877576e+00 6.94186510e+00 5.54104584e+00 4.72616781e+00 4.20861036e+00 
3.83000000e+04 9.40928961e+00 6.92723688e+00 5.53041037e+00 4.71806117e+00 4.20202155e+00 
3.84000000e+04 9.38989225e+00 6.91268836e+00 5.51983550e+00 4.70999933e+00 4.19546678e+00 
3.85000000e+04 9.37058313e+00 6.89821891e+00 5.50932071e+00 4.70198189e+00 4.18894574e+00 
3.86000000e+04 9.35136172e+00 6.88382794e+00 5.49886549e+00 4.69400846e+00 4.18245814e+00 
3.87000000e+04 9.33222750e+00 6.86951483e+00 5.48846933e+00 4.68607865e+00 4.17600367e+00 
3.88000000e+04 9.31317995e+00 6.85527899e+00 5.47813171e+00 4.67819206e+00 4.16958204e+00 
3.89000000e+04 9.29421855e+00 6.84111984e+00 5.46785216e+00 4.67034831e+00 4.16319296e+00 
3.90000000e+04 9.27534279e+00 6.82703679e+00 5.45763017e+00 4.66254704e+00 4.15683614e+00 
3.91000000e+04 9.25655214e+00 6.81302926e+00 5.44746525e+00 4.65478785e+00 4.15051130e+00 
3.92000000e+04 9.23784610e+00 6.79909667e+00 5.43735693e+00 4.64707040e+00 4.14421814e+00 
3.93000000e+04 9.21922417e+00 6.78523846e+00 5.42730472e+00 4.63939430e+00 4.13795641e+00 
3.94000000e+04 9.20068585e+00 6.77145407e+00 5.41730816e+00 4.63175920e+00 4.13172581e+00 
3.95000000e+04 9.18223063e+00 6.75774293e+00 5.40736678e+00 4.62416474e+00 4.12552608e+00 
3.96000000e+04 9.16385802e+00 6.74410449e+00 5.39748011e+00 4.61661056e+00 4.11935695e+00 
3.97000000e+04 9.14556753e+00 6.73053821e+00 5.38764770e+00 4.60909633e+00 4.11321815e+00 
3.98000000e+04 9.12735868e+00 6.71704355e+00 5.37786909e+00 4.60162169e+00 4.10710942e+00 
3.99000000e+04 9.10923096e+00 6.70361996e+00 5.36814384e+00 4.59418630e+00 4.10103051e+00 
4.00000000e+04 9.09118391e+00 6.69026691e+00 5.35847151e+00 4.58678982e+00 4.09498114e+00 
4.01000000e+04 9.07321705e+00 6.67698387e+00 5.34885166e+00 4.57943193e+00 4.08896108e+00 
4.02000000e+04 9.05532989e+00 6.66377033e+00 5.33928384e+00 4.57211228e+00 4.08297007e+00 
4.03000000e+04 9.03752197e+00 6.65062576e+00 5.32976764e+00 4.56483056e+00 4.07700786e+00 
4.04000000e+04 9.01979282e+00 6.63754965e+00 5.32030263e+00 4.55758644e+00 4.07107420e+00 
4.05000000e+04 9.00214197e+00 6.62454149e+00 5.31088839e+00 4.55037959e+00 4.06516886e+00 
4.06000000e+04 8.98456896e+00 6.61160078e+00 5.30152450e+00 4.54320972e+00 4.05929159e+00 
4.07000000e+04 8.96707332e+00 6.59872702e+00 5.29221055e+00 4.53607649e+00 4.05344215e+00 
4.08000000e+04 8.94965461e+00 6.58591970e+00 5.28294613e+00 4.52897961e+00 4.04762031e+00 
4.09000000e+04 8.93231236e+00 6.57317835e+00 5.27373085e+00 4.52191876e+00 4.04182585e+00 
4.10000000e+04 8.91504614e+00 6.56050248e+00 5.26456429e+00 4.51489365e+00 4.03605852e+00 
4.11000000e+04 8.89785548e+00 6.54789159e+00 5.25544606e+00 4.50790398e+00 4.03031811e+00 
4.12000000e+04 8.88073995e+00 6.53534523e+00 5.24637579e+00 4.50094944e+00 4.02460438e+00 
4.13000000e+04 8.86369910e+00 6.52286290e+00 5.23735306e+00 4.49402975e+00 4.01891712e+00 
4.14000000e+04 8.84673249e+00 6.51044415e+00 5.22837752e+00 4.48714462e+00 4.01325610e+00 
4.15000000e+04 8.82983970e+00 6.49808851e+00 5.21944876e+00 4.48029376e+00 4.00762111e+00 
4.16000000e+04 8.81302029e+00 6.48579552e+00 5.21056643e+00 4.47347688e+00 4.00201194e+00 
4.17000000e+04 8.79627382e+00 6.47356473e+00 5.20173014e+00 4.46669371e+00 3.99642837e+00 
4.18000000e+04 8.77959987e+00 6.46139567e+00 5.19293953e+00 4.45994398e+00 3.99087019e+00 
4.19000000e+04 8.76299802e+00 6.44928791e+00 5.18419424e+00 4.45322739e+00 3.98533720e+00 
4.20000000e+04 8.74646784e+00 6.43724099e+00 5.17549390e+00 4.44654369e+00 3.97982918e+00 
4.21000000e+04 8.73000892e+00 6.42525448e+00 5.16683816e+00 4.43989260e+00 3.97434593e+00 
4.22000000e+04 8.71362085e+00 6.41332795e+00 5.15822667e+00 4.43327386e+00 3.96888726e+00 
4.23000000e+04 8.69730320e+00 6.40146095e+00 5.14965907e+00 4.42668721e+00 3.96345297e+00 
4.24000000e+04 8.68105557e+00 6.38965306e+00 5.14113502e+00 4.42013238e+00 3.95804285e+00 
4.25000000e+04 8.66487756e+00 6.37790386e+00 5.13265418e+00 4.41360912e+00 3.95265671e+00 
4.26000000e+04 8.64876875e+00 6.36621293e+00 5.12421620e+00 4.40711717e+00 3.94729437e+00 
4.27000000e+04 8.63272875e+00 6.35457984e+00 5.11582076e+00 4.40065628e+00 3.94195562e+00 
4.28000000e+04 8.61675716e+00 6.34300419e+00 5.10746751e+00 4.39422620e+00 3.93664028e+00 
4.29000000e+04 8.60085358e+00 6.33148556e+00 5.09915613e+00 4.38782668e+00 3.93134817e+00 
4.30000000e+04 8.58501762e+00 6.32002355e+00 5.09088630e+00 4.38145749e+00 3.92607910e+00 
4.31000000e+04 8.56924888e+00 6.30861776e+00 5.08265768e+00 4.37511837e+00 3.92083288e+00 
4.32000000e+04 8.55354698e+00 6.29726778e+00 5.07446996e+00 4.36880909e+00 3.91560934e+00 
4.33000000e+04 8.53791154e+00 6.28597322e+00 5.06632283e+00 4.36252941e+00 3.91040829e+00 
4.34000000e+04 8.52234217e+00 6.27473370e+00 5.05821597e+00 4.35627910e+00 3.90522956e+00 
4.35000000e+04 8.50683849e+00 6.26354881e+00 5.05014907e+00 4.35005792e+00 3.90007298e+00 
4.36000000e+04 8.49140012e+00 6.25241817e+00 5.04212182e+00 4.34386564e+00 3.89493837e+00 
4.37000000e+04 8.47602668e+00 6.24134141e+00 5.03413392e+00 4.33770205e+00 3.88982556e+00 
4.38000000e+04 8.46071781e+00 6.23031814e+00 5.02618506e+00 4.33156690e+00 3.88473437e+00 
4.39000000e+04 8.44547314e+00 6.21934798e+00 5.01827496e+00 4.32545998e+00 3.87966465e+00 
4.40000000e+04 8.43029229e+00 6.20843058e+00 5.01040330e+00 4.31938108e+00 3.87461622e+00 
4.41000000e+04 8.41517490e+00 6.19756555e+00 5.00256981e+00 4.31332996e+00 3.86958892e+00 
4.42000000e+04 8.40012062e+00 6.18675253e+00 4.99477419e+00 4.30730642e+00 3.86458259e+00 
4.43000000e+04 8.38512906e+00 6.17599116e+00 4.98701614e+00 4.30131024e+00 3.85959707e+00 
4.44000000e+04 8.37019989e+00 6.16528108e+00 4.97929540e+00 4.29534121e+00 3.85463219e+00 
4.45000000e+04 8.35533275e+00 6.15462193e+00 4.97161168e+00 4.28939912e+00 3.84968780e+00 
4.46000000e+04 8.34052727e+00 6.14401336e+00 4.96396469e+00 4.28348375e+00 3.84476375e+00 
4.47000000e+04 8.32578311e+00 6.13345502e+00 4.95635417e+00 4.27759492e+00 3.83985987e+00 
4.48000000e+04 8.31109993e+00 6.12294656e+00 4.94877983e+00 4.27173241e+00 3.83497601e+00 
4.49000000e+04 8.29647737e+00 6.11248764e+00 4.94124141e+00 4.26589602e+00 3.83011203e+00 
4.50000000e+04 8.28191510e+00 6.10207792e+00 4.93373864e+00 4.26008556e+00 3.82526777e+00 
4.51000000e+04 8.26741277e+00 6.09171705e+00 4.92627125e+00 4.25430082e+00 3.82044308e+00 
4.52000000e+04 8.25297003e+00 6.08140471e+00 4.91883899e+00 4.24854161e+00 3.81563782e+00 
4.53000000e+04 8.23858656e+00 6.07114056e+00 4.91144158e+00 4.24280773e+00 3.81085184e+00 
4.54000000e+04 8.22426203e+00 6.06092427e+00 4.90407877e+00 4.23709900e+00 3.80608500e+00 
4.55000000e+04 8.20999609e+00 6.05075551e+00 4.89675031e+00 4.23141523e+00 3.80133715e+00 
4.56000000e+04 8.19578842e+00 6.04063396e+00 4.88945594e+00 4.22575622e+00 3.79660816e+00 
4.57000000e+04 8.18163868e+00 6.03055930e+00 4.88219541e+00 4.22012180e+00 3.79189788e+00 
4.58000000e+04 8.16754656e+00 6.02053120e+00 4.87496847e+00 4.21451177e+00 3.78720617e+00 
4.59000000e+04 8.15351174e+00 6.01054936e+00 4.86777487e+00 4.20892596e+00 3.78253290e+00 
4.60000000e+04 8.13953388e+00 6.00061346e+00 4.86061438e+00 4.20336418e+00 3.77787793e+00 
4.61000000e+04 8.12561267e+00 5.99072319e+00 4.85348675e+00 4.19782626e+00 3.77324113e+00 
4.62000000e+04 8.11174779e+00 5.98087824e+00 4.84639173e+00 4.19231201e+00 3.76862237e+00 
4.63000000e+04 8.09793893e+00 5.97107830e+00 4.83932910e+00 4.18682127e+00 3.76402150e+00 
4.64000000e+04 8.08418578e+00 5.96132307e+00 4.83229861e+00 4.18135386e+00 3.75943841e+00 
4.65000000e+04 8.07048802e+00 5.95161226e+00 4.82530004e+00 4.17590961e+00 3.75487296e+00 
4.66000000e+04 8.05684534e+00 5.94194556e+00 4.81833315e+00 4.17048834e+00 3.75032502e+00 
4.67000000e+04 8.04325745e+00 5.93232268e+00 4.81139771e+00 4.16508990e+00 3.74579447e+00 
4.68000000e+04 8.02972403e+00 5.92274332e+00 4.80449351e+00 4.15971410e+00 3.74128118e+00 
4.69000000e+04 8.01624477e+00 5.91320720e+00 4.79762030e+00 4.15436079e+00 3.73678503e+00 
4.70000000e+04 8.00281939e+00 5.90371403e+00 4.79077788e+00 4.14902980e+00 3.73230590e+00 
4.71000000e+04 7.98944759e+00 5.89426351e+00 4.78396601e+00 4.14372098e+00 3.72784366e+00 
4.72000000e+04 7.97612905e+00 5.88485538e+00 4.77718449e+00 4.13843415e+00 3.72339819e+00 
4.73000000e+04 7.96286350e+00 5.87548934e+00 4.77043310e+00 4.13316916e+00 3.71896937e+00 
4.74000000e+04 7.94965064e+00 5.86616511e+00 4.76371161e+00 4.12792586e+00 3.71455709e+00 
4.75000000e+04 7.93649017e+00 5.85688243e+00 4.75701982e+00 4.12270408e+00 3.71016123e+00 
4.76000000e+04 7.92338181e+00 5.84764102e+00 4.75035752e+00 4.11750367e+00 3.70578166e+00 
4.77000000e+04 7.91032527e+00 5.83844060e+00 4.74372451e+00 4.11232448e+00 3.70141828e+00 
4.78000000e+04 7.89732027e+00 5.82928091e+00 4.73712056e+00 4.10716636e+00 3.69707097e+00 
4.79000000e+04 7.88436653e+00 5.82016168e+00 4.73054548e+00 4.10202915e+00 3.69273963e+00 
4.80000000e+04 7.87146375e+00 5.81108264e+00 4.72399906e+00 4.09691271e+00 3.68842412e+00 
4.81000000e+04 7.85861167e+00 5.80204353e+00 4.71748111e+00 4.09181689e+00 3.68412436e+00 
4.82000000e+04 7.84581000e+00 5.79304410e+00 4.71099143e+00 4.08674154e+00 3.67984022e+00 
4.83000000e+04 7.83305848e+00 5.78408407e+00 4.70452981e+00 4.08168652e+00 3.67557160e+00 
4.84000000e+04 7.82035681e+00 5.77516319e+00 4.69809606e+00 4.07665168e+00 3.67131839e+00 
4.85000000e+04 7.80770475e+00 5.76628122e+00 4.69168998e+00 4.07163688e+00 3.66708048e+00 
4.86000000e+04 7.79510200e+00 5.75743789e+00 4.68531139e+00 4.06664199e+00 3.66285777e+00 
4.87000000e+04 7.78254831e+00 5.74863296e+00 4.67896009e+00 4.06166686e+00 3.65865016e+00 
4.88000000e+04 7.77004341e+00 5.73986618e+00 4.67263590e+00 4.05671135e+00 3.65445753e+00 
4.89000000e+04 7.75758703e+00 5.73113730e+00 4.66633863e+00 4.05177532e+00 3.65027979e+00 
4.90000000e+04 7.74517891e+00 5.72244608e+00 4.66006808e+00 4.04685865e+00 3.64611683e+00 
4.91000000e+04 7.73281878e+00 5.71379228e+00 4.65382409e+00 4.04196119e+00 3.64196856e+00 
4.92000000e+04 7.72050640e+00 5.70517565e+00 4.64760646e+00 4.03708282e+00 3.63783488e+00 
4.93000000e+04 7.70824149e+00 5.69659595e+00 4.64141501e+00 4.03222339e+00 3.63371568e+00 
4.94000000e+04 7.69602381e+00 5.68805296e+00 4.63524957e+00 4.02738279e+00 3.62961087e+00 
4.95000000e+04 7.68385310e+00 5.67954643e+00 4.62910996e+00 4.02256088e+00 3.62552034e+00 
4.96000000e+04 7.67172910e+00 5.67107613e+00 4.62299600e+00 4.01775752e+00 3.62144401e+00 
4.97000000e+04 7.65965157e+00 5.66264183e+00 4.61690751e+00 4.01297260e+00 3.61738178e+00 
4.98000000e+04 7.64762025e+00 5.65424331e+00 4.61084433e+00 4.00820599e+00 3.61333356e+00 
4.99000000e+04 7.63563489e+00 5.64588033e+00 4.60480628e+00 4.00345756e+00 3.60929924e+00 
