# Te [K]  Q(l,s) = PI*sigma^2*Omega*(l,s) [A^2]
# (1,1)  (1,2)  (1,3)  (1,4)  (1,5)
7.53000000e+04 5.60161345e+00 4.26125675e+00 3.58380508e+00 3.16897981e+00 2.87279502e+00 
7.54000000e+04 5.59628039e+00 4.25766269e+00 3.58105373e+00 3.16662211e+00 2.87063040e+00 
7.55000000e+04 5.59096130e+00 4.25407786e+00 3.57830863e+00 3.16426906e+00 2.86846958e+00 
7.56000000e+04 5.58565613e+00 4.25050221e+00 3.57556975e+00 3.16192065e+00 2.86631256e+00 
7.57000000e+04 5.58036482e+00 4.24693570e+00 3.57283707e+00 3.15957686e+00 2.86415931e+00 
7.58000000e+04 5.57508732e+00 4.24337830e+00 3.57011056e+00 3.15723767e+00 2.86200983e+00 
7.59000000e+04 5.56982357e+00 4.23982996e+00 3.56739019e+00 3.15490307e+00 2.85986409e+00 
7.60000000e+04 5.56457352e+00 4.23629065e+00 3.56467594e+00 3.15257302e+00 2.85772210e+00 
7.61000000e+04 5.55933711e+00 4.23276032e+00 3.56196777e+00 3.15024752e+00 2.85558382e+00 
7.62000000e+04 5.55411429e+00 4.22923894e+00 3.55926567e+00 3.14792654e+00 2.85344926e+00 
7.63000000e+04 5.54890500e+00 4.22572647e+00 3.55656961e+00 3.14561007e+00 2.85131838e+00 
7.64000000e+04 5.54370919e+00 4.22222286e+00 3.55387956e+00 3.14329810e+00 2.84919119e+00 
7.65000000e+04 5.53852682e+00 4.21872809e+00 3.55119550e+00 3.14099059e+00 2.84706767e+00 
7.66000000e+04 5.53335781e+00 4.21524212e+00 3.54851740e+00 3.13868753e+00 2.84494780e+00 
7.67000000e+04 5.52820213e+00 4.21176490e+00 3.54584523e+00 3.13638892e+00 2.84283157e+00 
7.68000000e+04 5.52305972e+00 4.20829640e+00 3.54317898e+00 3.13409471e+00 2.84071896e+00 
7.69000000e+04 5.51793053e+00 4.20483658e+00 3.54051861e+00 3.13180491e+00 2.83860997e+00 
7.70000000e+04 5.51281450e+00 4.20138541e+00 3.53786410e+00 3.12951950e+00 2.83650458e+00 
7.71000000e+04 5.50771158e+00 4.19794284e+00 3.53521542e+00 3.12723844e+00 2.83440278e+00 
7.72000000e+04 5.50262173e+00 4.19450885e+00 3.53257256e+00 3.12496174e+00 2.83230455e+00 
7.73000000e+04 5.49754489e+00 4.19108339e+00 3.52993548e+00 3.12268936e+00 2.83020988e+00 
7.74000000e+04 5.49248100e+00 4.18766642e+00 3.52730417e+00 3.12042130e+00 2.82811877e+00 
7.75000000e+04 5.48743003e+00 4.18425792e+00 3.52467859e+00 3.11815753e+00 2.82603118e+00 
7.76000000e+04 5.48239191e+00 4.18085785e+00 3.52205873e+00 3.11589805e+00 2.82394712e+00 
7.77000000e+04 5.47736660e+00 4.17746617e+00 3.51944455e+00 3.11364282e+00 2.82186657e+00 
7.78000000e+04 5.47235405e+00 4.17408284e+00 3.51683604e+00 3.11139184e+00 2.81978952e+00 
7.79000000e+04 5.46735421e+00 4.17070783e+00 3.51423318e+00 3.10914509e+00 2.81771595e+00 
7.80000000e+04 5.46236703e+00 4.16734111e+00 3.51163593e+00 3.10690256e+00 2.81564585e+00 
7.81000000e+04 5.45739246e+00 4.16398264e+00 3.50904428e+00 3.10466422e+00 2.81357921e+00 
7.82000000e+04 5.45243045e+00 4.16063239e+00 3.50645820e+00 3.10243005e+00 2.81151602e+00 
7.83000000e+04 5.44748095e+00 4.15729031e+00 3.50387767e+00 3.10020006e+00 2.80945627e+00 
7.84000000e+04 5.44254391e+00 4.15395638e+00 3.50130267e+00 3.09797421e+00 2.80739994e+00 
7.85000000e+04 5.43761929e+00 4.15063057e+00 3.49873317e+00 3.09575249e+00 2.80534702e+00 
7.86000000e+04 5.43270704e+00 4.14731283e+00 3.49616915e+00 3.09353488e+00 2.80329750e+00 
7.87000000e+04 5.42780711e+00 4.14400314e+00 3.49361059e+00 3.09132138e+00 2.80125137e+00 
7.88000000e+04 5.42291945e+00 4.14070146e+00 3.49105746e+00 3.08911195e+00 2.79920861e+00 
7.89000000e+04 5.41804401e+00 4.13740776e+00 3.48850975e+00 3.08690660e+00 2.79716921e+00 
7.90000000e+04 5.41318075e+00 4.13412200e+00 3.48596743e+00 3.08470530e+00 2.79513316e+00 
7.91000000e+04 5.40832962e+00 4.13084416e+00 3.48343048e+00 3.08250803e+00 2.79310046e+00 
7.92000000e+04 5.40349058e+00 4.12757419e+00 3.48089887e+00 3.08031478e+00 2.79107108e+00 
7.93000000e+04 5.39866358e+00 4.12431207e+00 3.47837259e+00 3.07812554e+00 2.78904502e+00 
7.94000000e+04 5.39384856e+00 4.12105777e+00 3.47585161e+00 3.07594029e+00 2.78702226e+00 
7.95000000e+04 5.38904549e+00 4.11781124e+00 3.47333591e+00 3.07375902e+00 2.78500280e+00 
7.96000000e+04 5.38425433e+00 4.11457247e+00 3.47082548e+00 3.07158171e+00 2.78298662e+00 
7.97000000e+04 5.37947501e+00 4.11134141e+00 3.46832028e+00 3.06940834e+00 2.78097371e+00 
7.98000000e+04 5.37470751e+00 4.10811804e+00 3.46582030e+00 3.06723890e+00 2.77896406e+00 
7.99000000e+04 5.36995177e+00 4.10490233e+00 3.46332552e+00 3.06507337e+00 2.77695765e+00 
8.00000000e+04 5.36520775e+00 4.10169424e+00 3.46083591e+00 3.06291175e+00 2.77495449e+00 
8.01000000e+04 5.36047540e+00 4.09849374e+00 3.45835146e+00 3.06075401e+00 2.77295454e+00 
8.02000000e+04 5.35575469e+00 4.09530079e+00 3.45587214e+00 3.05860014e+00 2.77095782e+00 
8.03000000e+04 5.35104556e+00 4.09211538e+00 3.45339794e+00 3.05645013e+00 2.76896429e+00 
8.04000000e+04 5.34634797e+00 4.08893747e+00 3.45092883e+00 3.05430396e+00 2.76697396e+00 
8.05000000e+04 5.34166188e+00 4.08576703e+00 3.44846479e+00 3.05216161e+00 2.76498681e+00 
8.06000000e+04 5.33698725e+00 4.08260402e+00 3.44600580e+00 3.05002309e+00 2.76300284e+00 
8.07000000e+04 5.33232403e+00 4.07944843e+00 3.44355184e+00 3.04788836e+00 2.76102202e+00 
8.08000000e+04 5.32767217e+00 4.07630021e+00 3.44110290e+00 3.04575741e+00 2.75904435e+00 
8.09000000e+04 5.32303165e+00 4.07315933e+00 3.43865895e+00 3.04363024e+00 2.75706982e+00 
8.10000000e+04 5.31840240e+00 4.07002578e+00 3.43621997e+00 3.04150682e+00 2.75509842e+00 
8.11000000e+04 5.31378440e+00 4.06689951e+00 3.43378594e+00 3.03938714e+00 2.75313014e+00 
8.12000000e+04 5.30917759e+00 4.06378051e+00 3.43135684e+00 3.03727120e+00 2.75116496e+00 
8.13000000e+04 5.30458194e+00 4.06066873e+00 3.42893266e+00 3.03515897e+00 2.74920288e+00 
8.14000000e+04 5.29999741e+00 4.05756415e+00 3.42651337e+00 3.03305044e+00 2.74724389e+00 
8.15000000e+04 5.29542394e+00 4.05446675e+00 3.42409896e+00 3.03094560e+00 2.74528798e+00 
8.16000000e+04 5.29086151e+00 4.05137648e+00 3.42168940e+00 3.02884443e+00 2.74333513e+00 
8.17000000e+04 5.28631007e+00 4.04829333e+00 3.41928467e+00 3.02674693e+00 2.74138533e+00 
8.18000000e+04 5.28176958e+00 4.04521727e+00 3.41688477e+00 3.02465307e+00 2.73943859e+00 
8.19000000e+04 5.27723999e+00 4.04214826e+00 3.41448966e+00 3.02256285e+00 2.73749487e+00 
8.20000000e+04 5.27272127e+00 4.03908629e+00 3.41209933e+00 3.02047625e+00 2.73555419e+00 
8.21000000e+04 5.26821338e+00 4.03603131e+00 3.40971376e+00 3.01839325e+00 2.73361652e+00 
8.22000000e+04 5.26371627e+00 4.03298330e+00 3.40733294e+00 3.01631385e+00 2.73168185e+00 
8.23000000e+04 5.25922991e+00 4.02994224e+00 3.40495683e+00 3.01423804e+00 2.72975018e+00 
8.24000000e+04 5.25475426e+00 4.02690810e+00 3.40258543e+00 3.01216579e+00 2.72782150e+00 
8.25000000e+04 5.25028927e+00 4.02388085e+00 3.40021872e+00 3.01009710e+00 2.72589579e+00 
8.26000000e+04 5.24583491e+00 4.02086046e+00 3.39785668e+00 3.00803195e+00 2.72397305e+00 
8.27000000e+04 5.24139114e+00 4.01784691e+00 3.39549929e+00 3.00597033e+00 2.72205327e+00 
8.28000000e+04 5.23695792e+00 4.01484016e+00 3.39314653e+00 3.00391223e+00 2.72013643e+00 
8.29000000e+04 5.23253520e+00 4.01184020e+00 3.39079839e+00 3.00185763e+00 2.71822253e+00 
8.30000000e+04 5.22812296e+00 4.00884699e+00 3.38845484e+00 2.99980653e+00 2.71631156e+00 
8.31000000e+04 5.22372115e+00 4.00586050e+00 3.38611587e+00 2.99775891e+00 2.71440351e+00 
8.32000000e+04 5.21932973e+00 4.00288072e+00 3.38378146e+00 2.99571475e+00 2.71249836e+00 
8.33000000e+04 5.21494867e+00 3.99990762e+00 3.38145160e+00 2.99367405e+00 2.71059612e+00 
8.34000000e+04 5.21057792e+00 3.99694116e+00 3.37912627e+00 2.99163679e+00 2.70869677e+00 
8.35000000e+04 5.20621745e+00 3.99398133e+00 3.37680544e+00 2.98960297e+00 2.70680030e+00 
8.36000000e+04 5.20186723e+00 3.99102809e+00 3.37448911e+00 2.98757256e+00 2.70490670e+00 
8.37000000e+04 5.19752721e+00 3.98808142e+00 3.37217725e+00 2.98554556e+00 2.70301596e+00 
8.38000000e+04 5.19319735e+00 3.98514130e+00 3.36986984e+00 2.98352195e+00 2.70112808e+00 
8.39000000e+04 5.18887763e+00 3.98220770e+00 3.36756688e+00 2.98150173e+00 2.69924304e+00 
8.40000000e+04 5.18456800e+00 3.97928059e+00 3.36526835e+00 2.97948487e+00 2.69736084e+00 
8.41000000e+04 5.18026842e+00 3.97635996e+00 3.36297422e+00 2.97747138e+00 2.69548147e+00 
8.42000000e+04 5.17597886e+00 3.97344576e+00 3.36068448e+00 2.97546123e+00 2.69360491e+00 
8.43000000e+04 5.17169929e+00 3.97053799e+00 3.35839911e+00 2.97345442e+00 2.69173116e+00 
8.44000000e+04 5.16742966e+00 3.96763661e+00 3.35611811e+00 2.97145093e+00 2.68986021e+00 
8.45000000e+04 5.16316994e+00 3.96474160e+00 3.35384144e+00 2.96945076e+00 2.68799206e+00 
8.46000000e+04 5.15892010e+00 3.96185293e+00 3.35156910e+00 2.96745388e+00 2.68612668e+00 
8.47000000e+04 5.15468009e+00 3.95897058e+00 3.34930107e+00 2.96546030e+00 2.68426408e+00 
8.48000000e+04 5.15044989e+00 3.95609453e+00 3.34703733e+00 2.96346999e+00 2.68240425e+00 
8.49000000e+04 5.14622945e+00 3.95322475e+00 3.34477786e+00 2.96148295e+00 2.68054717e+00 
8.50000000e+04 5.14201875e+00 3.95036122e+00 3.34252266e+00 2.95949916e+00 2.67869283e+00 
8.51000000e+04 5.13781774e+00 3.94750391e+00 3.34027170e+00 2.95751862e+00 2.67684124e+00 
8.52000000e+04 5.13362640e+00 3.94465280e+00 3.33802497e+00 2.95554131e+00 2.67499238e+00 
8.53000000e+04 5.12944468e+00 3.94180787e+00 3.33578245e+00 2.95356722e+00 2.67314624e+00 
8.54000000e+04 5.12527255e+00 3.93896908e+00 3.33354413e+00 2.95159635e+00 2.67130282e+00 
8.55000000e+04 5.12110998e+00 3.93613643e+00 3.33130999e+00 2.94962867e+00 2.66946210e+00 
8.56000000e+04 5.11695693e+00 3.93330988e+00 3.32908001e+00 2.94766418e+00 2.66762407e+00 
8.57000000e+04 5.11281338e+00 3.93048942e+00 3.32685419e+00 2.94570287e+00 2.66578874e+00 
8.58000000e+04 5.10867928e+00 3.92767501e+00 3.32463250e+00 2.94374472e+00 2.66395609e+00 
8.59000000e+04 5.10455460e+00 3.92486663e+00 3.32241493e+00 2.94178974e+00 2.66212611e+00 
8.60000000e+04 5.10043930e+00 3.92206427e+00 3.32020147e+00 2.93983790e+00 2.66029879e+00 
8.61000000e+04 5.09633336e+00 3.91926790e+00 3.31799209e+00 2.93788919e+00 2.65847413e+00 
8.62000000e+04 5.09223674e+00 3.91647750e+00 3.31578679e+00 2.93594361e+00 2.65665212e+00 
8.63000000e+04 5.08814941e+00 3.91369304e+00 3.31358556e+00 2.93400114e+00 2.65483275e+00 
8.64000000e+04 5.08407134e+00 3.91091450e+00 3.31138836e+00 2.93206177e+00 2.65301601e+00 
8.65000000e+04 5.08000248e+00 3.90814186e+00 3.30919520e+00 2.93012550e+00 2.65120189e+00 
8.66000000e+04 5.07594281e+00 3.90537510e+00 3.30700605e+00 2.92819231e+00 2.64939039e+00 
8.67000000e+04 5.07189230e+00 3.90261420e+00 3.30482090e+00 2.92626219e+00 2.64758150e+00 
8.68000000e+04 5.06785091e+00 3.89985913e+00 3.30263974e+00 2.92433513e+00 2.64577521e+00 
8.69000000e+04 5.06381861e+00 3.89710986e+00 3.30046255e+00 2.92241113e+00 2.64397152e+00 
8.70000000e+04 5.05979537e+00 3.89436639e+00 3.29828931e+00 2.92049016e+00 2.64217040e+00 
8.71000000e+04 5.05578116e+00 3.89162869e+00 3.29612002e+00 2.91857223e+00 2.64037187e+00 
8.72000000e+04 5.05177594e+00 3.88889673e+00 3.29395466e+00 2.91665732e+00 2.63857590e+00 
8.73000000e+04 5.04777969e+00 3.88617050e+00 3.29179321e+00 2.91474542e+00 2.63678250e+00 
8.74000000e+04 5.04379236e+00 3.88344997e+00 3.28963567e+00 2.91283652e+00 2.63499165e+00 
8.75000000e+04 5.03981394e+00 3.88073512e+00 3.28748201e+00 2.91093061e+00 2.63320334e+00 
8.76000000e+04 5.03584438e+00 3.87802593e+00 3.28533222e+00 2.90902768e+00 2.63141758e+00 
8.77000000e+04 5.03188367e+00 3.87532238e+00 3.28318629e+00 2.90712773e+00 2.62963434e+00 
8.78000000e+04 5.02793175e+00 3.87262445e+00 3.28104420e+00 2.90523074e+00 2.62785364e+00 
8.79000000e+04 5.02398862e+00 3.86993212e+00 3.27890595e+00 2.90333669e+00 2.62607544e+00 
8.80000000e+04 5.02005423e+00 3.86724537e+00 3.27677151e+00 2.90144560e+00 2.62429976e+00 
8.81000000e+04 5.01612855e+00 3.86456417e+00 3.27464088e+00 2.89955743e+00 2.62252658e+00 
8.82000000e+04 5.01221155e+00 3.86188851e+00 3.27251403e+00 2.89767219e+00 2.62075589e+00 
8.83000000e+04 5.00830321e+00 3.85921837e+00 3.27039096e+00 2.89578986e+00 2.61898769e+00 
8.84000000e+04 5.00440349e+00 3.85655372e+00 3.26827166e+00 2.89391043e+00 2.61722197e+00 
8.85000000e+04 5.00051236e+00 3.85389454e+00 3.26615610e+00 2.89203390e+00 2.61545873e+00 
8.86000000e+04 4.99662980e+00 3.85124082e+00 3.26404428e+00 2.89016026e+00 2.61369794e+00 
8.87000000e+04 4.99275577e+00 3.84859253e+00 3.26193619e+00 2.88828949e+00 2.61193962e+00 
8.88000000e+04 4.98889024e+00 3.84594966e+00 3.25983180e+00 2.88642159e+00 2.61018375e+00 
8.89000000e+04 4.98503319e+00 3.84331218e+00 3.25773111e+00 2.88455654e+00 2.60843032e+00 
8.90000000e+04 4.98118458e+00 3.84068008e+00 3.25563411e+00 2.88269435e+00 2.60667933e+00 
8.91000000e+04 4.97734438e+00 3.83805334e+00 3.25354078e+00 2.88083499e+00 2.60493077e+00 
8.92000000e+04 4.97351258e+00 3.83543193e+00 3.25145110e+00 2.87897846e+00 2.60318464e+00 
8.93000000e+04 4.96968912e+00 3.83281584e+00 3.24936507e+00 2.87712475e+00 2.60144092e+00 
8.94000000e+04 4.96587400e+00 3.83020504e+00 3.24728267e+00 2.87527386e+00 2.59969960e+00 
8.95000000e+04 4.96206718e+00 3.82759952e+00 3.24520389e+00 2.87342577e+00 2.59796069e+00 
8.96000000e+04 4.95826862e+00 3.82499926e+00 3.24312872e+00 2.87158047e+00 2.59622418e+00 
8.97000000e+04 4.95447831e+00 3.82240424e+00 3.24105714e+00 2.86973796e+00 2.59449006e+00 
8.98000000e+04 4.95069621e+00 3.81981444e+00 3.23898915e+00 2.86789822e+00 2.59275831e+00 
8.99000000e+04 4.94692230e+00 3.81722985e+00 3.23692472e+00 2.86606125e+00 2.59102895e+00 
9.00000000e+04 4.94315654e+00 3.81465043e+00 3.23486386e+00 2.86422704e+00 2.58930195e+00 
9.01000000e+04 4.93939891e+00 3.81207618e+00 3.23280653e+00 2.86239558e+00 2.58757731e+00 
9.02000000e+04 4.93564939e+00 3.80950708e+00 3.23075274e+00 2.86056686e+00 2.58585503e+00 
9.03000000e+04 4.93190793e+00 3.80694310e+00 3.22870247e+00 2.85874088e+00 2.58413509e+00 
9.04000000e+04 4.92817453e+00 3.80438423e+00 3.22665571e+00 2.85691761e+00 2.58241750e+00 
9.05000000e+04 4.92444914e+00 3.80183045e+00 3.22461245e+00 2.85509707e+00 2.58070225e+00 
9.06000000e+04 4.92073174e+00 3.79928174e+00 3.22257266e+00 2.85327923e+00 2.57898932e+00 
9.07000000e+04 4.91702231e+00 3.79673809e+00 3.22053636e+00 2.85146408e+00 2.57727871e+00 
9.08000000e+04 4.91332081e+00 3.79419947e+00 3.21850351e+00 2.84965163e+00 2.57557042e+00 
9.09000000e+04 4.90962723e+00 3.79166587e+00 3.21647411e+00 2.84784186e+00 2.57386444e+00 
9.10000000e+04 4.90594152e+00 3.78913727e+00 3.21444814e+00 2.84603477e+00 2.57216076e+00 
9.11000000e+04 4.90226367e+00 3.78661366e+00 3.21242560e+00 2.84423034e+00 2.57045938e+00 
9.12000000e+04 4.89859365e+00 3.78409500e+00 3.21040648e+00 2.84242856e+00 2.56876029e+00 
9.13000000e+04 4.89493144e+00 3.78158129e+00 3.20839075e+00 2.84062943e+00 2.56706348e+00 
9.14000000e+04 4.89127699e+00 3.77907252e+00 3.20637842e+00 2.83883295e+00 2.56536895e+00 
9.15000000e+04 4.88763030e+00 3.77656865e+00 3.20436947e+00 2.83703909e+00 2.56367670e+00 
9.16000000e+04 4.88399134e+00 3.77406968e+00 3.20236388e+00 2.83524786e+00 2.56198670e+00 
9.17000000e+04 4.88036007e+00 3.77157558e+00 3.20036164e+00 2.83345925e+00 2.56029897e+00 
9.18000000e+04 4.87673647e+00 3.76908634e+00 3.19836276e+00 2.83167325e+00 2.55861348e+00 
9.19000000e+04 4.87312051e+00 3.76660195e+00 3.19636720e+00 2.82988984e+00 2.55693025e+00 
9.20000000e+04 4.86951218e+00 3.76412238e+00 3.19437497e+00 2.82810903e+00 2.55524925e+00 
9.21000000e+04 4.86591144e+00 3.76164762e+00 3.19238605e+00 2.82633080e+00 2.55357049e+00 
9.22000000e+04 4.86231827e+00 3.75917765e+00 3.19040042e+00 2.82455514e+00 2.55189396e+00 
9.23000000e+04 4.85873264e+00 3.75671245e+00 3.18841809e+00 2.82278206e+00 2.55021965e+00 
9.24000000e+04 4.85515453e+00 3.75425201e+00 3.18643903e+00 2.82101153e+00 2.54854755e+00 
9.25000000e+04 4.85158392e+00 3.75179632e+00 3.18446324e+00 2.81924356e+00 2.54687767e+00 
9.26000000e+04 4.84802077e+00 3.74934534e+00 3.18249071e+00 2.81747814e+00 2.54520999e+00 
9.27000000e+04 4.84446506e+00 3.74689908e+00 3.18052142e+00 2.81571525e+00 2.54354450e+00 
9.28000000e+04 4.84091677e+00 3.74445750e+00 3.17855536e+00 2.81395489e+00 2.54188121e+00 
9.29000000e+04 4.83737588e+00 3.74202061e+00 3.17659253e+00 2.81219705e+00 2.54022011e+00 
9.30000000e+04 4.83384235e+00 3.73958837e+00 3.17463291e+00 2.81044173e+00 2.53856118e+00 
9.31000000e+04 4.83031617e+00 3.73716077e+00 3.17267649e+00 2.80868891e+00 2.53690444e+00 
9.32000000e+04 4.82679730e+00 3.73473780e+00 3.17072327e+00 2.80693860e+00 2.53524985e+00 
9.33000000e+04 4.82328573e+00 3.73231944e+00 3.16877322e+00 2.80519077e+00 2.53359744e+00 
9.34000000e+04 4.81978143e+00 3.72990567e+00 3.16682635e+00 2.80344543e+00 2.53194718e+00 
9.35000000e+04 4.81628438e+00 3.72749648e+00 3.16488263e+00 2.80170257e+00 2.53029907e+00 
9.36000000e+04 4.81279455e+00 3.72509186e+00 3.16294206e+00 2.79996218e+00 2.52865311e+00 
9.37000000e+04 4.80931192e+00 3.72269178e+00 3.16100464e+00 2.79822424e+00 2.52700928e+00 
9.38000000e+04 4.80583646e+00 3.72029623e+00 3.15907034e+00 2.79648877e+00 2.52536760e+00 
9.39000000e+04 4.80236816e+00 3.71790520e+00 3.15713916e+00 2.79475574e+00 2.52372804e+00 
9.40000000e+04 4.79890698e+00 3.71551867e+00 3.15521109e+00 2.79302515e+00 2.52209060e+00 
9.41000000e+04 4.79545291e+00 3.71313662e+00 3.15328611e+00 2.79129700e+00 2.52045528e+00 
9.42000000e+04 4.79200591e+00 3.71075904e+00 3.15136423e+00 2.78957127e+00 2.51882208e+00 
9.43000000e+04 4.78856597e+00 3.70838591e+00 3.14944542e+00 2.78784796e+00 2.51719098e+00 
9.44000000e+04 4.78513307e+00 3.70601723e+00 3.14752968e+00 2.78612707e+00 2.51556198e+00 
9.45000000e+04 4.78170718e+00 3.70365296e+00 3.14561700e+00 2.78440857e+00 2.51393508e+00 
9.46000000e+04 4.77828828e+00 3.70129311e+00 3.14370737e+00 2.78269248e+00 2.51231027e+00 
9.47000000e+04 4.77487634e+00 3.69893765e+00 3.14180077e+00 2.78097878e+00 2.51068754e+00 
9.48000000e+04 4.77147134e+00 3.69658656e+00 3.13989720e+00 2.77926746e+00 2.50906689e+00 
9.49000000e+04 4.76807326e+00 3.69423984e+00 3.13799666e+00 2.77755851e+00 2.50744832e+00 
9.50000000e+04 4.76468208e+00 3.69189747e+00 3.13609912e+00 2.77585194e+00 2.50583181e+00 
9.51000000e+04 4.76129777e+00 3.68955943e+00 3.13420458e+00 2.77414773e+00 2.50421737e+00 
9.52000000e+04 4.75792032e+00 3.68722571e+00 3.13231303e+00 2.77244588e+00 2.50260498e+00 
9.53000000e+04 4.75454969e+00 3.68489629e+00 3.13042446e+00 2.77074637e+00 2.50099465e+00 
9.54000000e+04 4.75118587e+00 3.68257116e+00 3.12853886e+00 2.76904921e+00 2.49938637e+00 
9.55000000e+04 4.74782883e+00 3.68025031e+00 3.12665622e+00 2.76735438e+00 2.49778012e+00 
9.56000000e+04 4.74447856e+00 3.67793372e+00 3.12477653e+00 2.76566189e+00 2.49617592e+00 
9.57000000e+04 4.74113503e+00 3.67562138e+00 3.12289979e+00 2.76397171e+00 2.49457375e+00 
9.58000000e+04 4.73779822e+00 3.67331327e+00 3.12102597e+00 2.76228385e+00 2.49297360e+00 
9.59000000e+04 4.73446810e+00 3.67100937e+00 3.11915508e+00 2.76059831e+00 2.49137547e+00 
9.60000000e+04 4.73114466e+00 3.66870968e+00 3.11728711e+00 2.75891506e+00 2.48977936e+00 
9.61000000e+04 4.72782788e+00 3.66641418e+00 3.11542204e+00 2.75723411e+00 2.48818526e+00 
9.62000000e+04 4.72451772e+00 3.66412285e+00 3.11355986e+00 2.75555545e+00 2.48659317e+00 
9.63000000e+04 4.72121418e+00 3.66183569e+00 3.11170058e+00 2.75387907e+00 2.48500308e+00 
9.64000000e+04 4.71791723e+00 3.65955268e+00 3.10984417e+00 2.75220496e+00 2.48341498e+00 
9.65000000e+04 4.71462684e+00 3.65727379e+00 3.10799062e+00 2.75053313e+00 2.48182888e+00 
9.66000000e+04 4.71134300e+00 3.65499902e+00 3.10613994e+00 2.74886356e+00 2.48024476e+00 
9.67000000e+04 4.70806569e+00 3.65272836e+00 3.10429211e+00 2.74719625e+00 2.47866262e+00 
9.68000000e+04 4.70479489e+00 3.65046180e+00 3.10244711e+00 2.74553119e+00 2.47708246e+00 
9.69000000e+04 4.70153056e+00 3.64819931e+00 3.10060496e+00 2.74386837e+00 2.47550427e+00 
9.70000000e+04 4.69827270e+00 3.64594089e+00 3.09876562e+00 2.74220779e+00 2.47392804e+00 
9.71000000e+04 4.69502129e+00 3.64368652e+00 3.09692910e+00 2.74054944e+00 2.47235378e+00 
9.72000000e+04 4.69177629e+00 3.64143619e+00 3.09509538e+00 2.73889332e+00 2.47078147e+00 
9.73000000e+04 4.68853770e+00 3.63918989e+00 3.09326447e+00 2.73723942e+00 2.46921112e+00 
9.74000000e+04 4.68530549e+00 3.63694759e+00 3.09143634e+00 2.73558773e+00 2.46764271e+00 
9.75000000e+04 4.68207964e+00 3.63470930e+00 3.08961099e+00 2.73393825e+00 2.46607624e+00 
9.76000000e+04 4.67886012e+00 3.63247499e+00 3.08778841e+00 2.73229096e+00 2.46451171e+00 
9.77000000e+04 4.67564693e+00 3.63024465e+00 3.08596859e+00 2.73064588e+00 2.46294911e+00 
9.78000000e+04 4.67244004e+00 3.62801827e+00 3.08415153e+00 2.72900298e+00 2.46138844e+00 
9.79000000e+04 4.66923943e+00 3.62579584e+00 3.08233721e+00 2.72736226e+00 2.45982969e+00 
9.80000000e+04 4.66604508e+00 3.62357734e+00 3.08052563e+00 2.72572372e+00 2.45827286e+00 
9.81000000e+04 4.66285697e+00 3.62136276e+00 3.07871678e+00 2.72408735e+00 2.45671794e+00 
9.82000000e+04 4.65967508e+00 3.61915208e+00 3.07691065e+00 2.72245314e+00 2.45516493e+00 
9.83000000e+04 4.65649939e+00 3.61694531e+00 3.07510723e+00 2.72082110e+00 2.45361383e+00 
9.84000000e+04 4.65332988e+00 3.61474241e+00 3.07330652e+00 2.71919120e+00 2.45206462e+00 
9.85000000e+04 4.65016653e+00 3.61254338e+00 3.07150850e+00 2.71756345e+00 2.45051731e+00 
9.86000000e+04 4.64700933e+00 3.61034822e+00 3.06971316e+00 2.71593785e+00 2.44897189e+00 
9.87000000e+04 4.64385824e+00 3.60815689e+00 3.06792051e+00 2.71431437e+00 2.44742835e+00 
9.88000000e+04 4.64071326e+00 3.60596940e+00 3.06613053e+00 2.71269303e+00 2.44588670e+00 
9.89000000e+04 4.63757437e+00 3.60378572e+00 3.06434320e+00 2.71107381e+00 2.44434692e+00 
9.90000000e+04 4.63444154e+00 3.60160585e+00 3.06255854e+00 2.70945670e+00 2.44280901e+00 
9.91000000e+04 4.63131475e+00 3.59942978e+00 3.06077652e+00 2.70784171e+00 2.44127297e+00 
9.92000000e+04 4.62819399e+00 3.59725749e+00 3.05899713e+00 2.70622883e+00 2.43973880e+00 
9.93000000e+04 4.62507924e+00 3.59508896e+00 3.05722038e+00 2.70461804e+00 2.43820648e+00 
9.94000000e+04 4.62197048e+00 3.59292420e+00 3.05544625e+00 2.70300935e+00 2.43667601e+00 
9.95000000e+04 4.61886769e+00 3.59076318e+00 3.05367474e+00 2.70140275e+00 2.43514740e+00 
9.96000000e+04 4.61577085e+00 3.58860590e+00 3.05190583e+00 2.69979823e+00 2.43362063e+00 
9.97000000e+04 4.61267994e+00 3.58645233e+00 3.05013952e+00 2.69819579e+00 2.43209570e+00 
9.98000000e+04 4.60959495e+00 3.58430248e+00 3.04837580e+00 2.69659542e+00 2.43057261e+00 
9.99000000e+04 4.60651585e+00 3.58215633e+00 3.04661466e+00 2.69499711e+00 2.42905135e+00 
1.00000000e+05 4.60344263e+00 3.58001386e+00 3.04485610e+00 2.69340087e+00 2.42753192e+00 
