# i,E[eV]
1,-4.84547713e+00
2,-4.41057276e+00
3,-3.95991820e+00
4,-3.50359074e+00
5,-3.04529267e+00
6,-2.58817091e+00
7,-2.12891146e+00
8,-1.66852217e+00
9,-1.20941838e+00
10,-7.48732241e-01
11,-2.83419667e-01
12,1.48682298e-01
13,6.15413254e-01
14,1.07659058e+00
15,1.53890375e+00
16,1.99825063e+00
17,2.44913964e+00
18,2.89599337e+00
