# i,E[eV]
1,-4.91290821e+00
2,-4.47532958e+00
3,-4.02283965e+00
4,-3.56799568e+00
5,-3.10811723e+00
6,-2.65112265e+00
7,-2.19216088e+00
8,-1.73176966e+00
9,-1.27158581e+00
10,-8.12767099e-01
11,-3.47393505e-01
12,8.97310148e-02
13,5.55020435e-01
14,1.01659908e+00
15,1.47763489e+00
16,1.94229406e+00
17,2.39037068e+00
18,2.84356088e+00
