# i,j,K[cm^3/s]
2,1,1.33092262e-11
3,1,6.60899549e-12
3,2,1.90995038e-11
4,1,3.81102846e-12
4,2,1.33148192e-11
4,3,2.63111437e-11
5,1,2.34633439e-12
5,2,9.06379184e-12
5,3,2.22685168e-11
5,4,4.11736011e-11
6,1,1.31004052e-12
6,2,5.64510914e-12
6,3,1.53111973e-11
6,4,3.65117037e-11
6,5,7.35463317e-11
7,1,7.74420116e-13
7,2,3.98480179e-12
7,3,1.25521337e-11
7,4,3.29601833e-11
7,5,7.13613219e-11
7,6,9.78157540e-11
8,1,4.40355598e-13
8,2,2.85026042e-12
8,3,1.00751550e-11
8,4,2.67669088e-11
8,5,5.83526024e-11
8,6,8.22960908e-11
8,7,1.44672940e-11
9,1,1.45569128e-13
9,2,1.07839392e-12
9,3,6.00375037e-12
9,4,2.24387810e-11
9,5,5.87733780e-11
9,6,8.94323219e-11
9,7,2.34428784e-11
9,8,1.89956806e-12
