# i,j,K[cm^3/s]
2,1,7.97059561e-12
3,1,5.55440499e-12
3,2,1.04604786e-11
4,1,3.95792626e-12
4,2,8.25518782e-12
4,3,1.21073359e-11
5,1,3.19627779e-12
5,2,6.68084290e-12
5,3,1.02339626e-11
5,4,1.32833099e-11
6,1,2.62247478e-12
6,2,5.30079101e-12
6,3,8.56991054e-12
6,4,1.18232176e-11
6,5,1.45467352e-11
7,1,2.06403874e-12
7,2,4.35491310e-12
7,3,7.23156434e-12
7,4,1.04071923e-11
7,5,1.31892585e-11
7,6,1.66103336e-11
8,1,1.76113068e-12
8,2,3.76466657e-12
8,3,6.26592206e-12
8,4,9.05967179e-12
8,5,1.21462796e-11
8,6,1.54943739e-11
8,7,1.80073941e-11
9,1,1.52514854e-12
9,2,3.19910767e-12
9,3,5.55556827e-12
9,4,8.06341645e-12
9,5,1.07972496e-11
9,6,1.41288890e-11
9,7,1.69406405e-11
9,8,1.98894106e-11
10,1,1.27378847e-12
10,2,2.78036548e-12
10,3,4.82519185e-12
10,4,7.03745576e-12
10,5,9.67672253e-12
10,6,1.27400360e-11
10,7,1.58158121e-11
10,8,1.91112249e-11
10,9,2.19788421e-11
11,1,1.10620813e-12
11,2,2.40136863e-12
11,3,4.22073044e-12
11,4,6.13083212e-12
11,5,8.44959147e-12
11,6,1.14614761e-11
11,7,1.44018585e-11
11,8,1.79884779e-11
11,9,2.12982239e-11
11,10,2.44636011e-11
12,1,9.63965249e-13
12,2,2.09690279e-12
12,3,3.69754349e-12
12,4,5.47557769e-12
12,5,7.59368509e-12
12,6,1.03150160e-11
12,7,1.31020670e-11
12,8,1.65515242e-11
12,9,2.02201426e-11
12,10,2.40334524e-11
12,11,2.75227871e-11
13,1,8.14350295e-13
13,2,1.83501873e-12
13,3,3.19281935e-12
13,4,4.82098018e-12
13,5,6.76991400e-12
13,6,9.33883910e-12
13,7,1.17134217e-11
13,8,1.51331398e-11
13,9,1.88761196e-11
13,10,2.28087550e-11
13,11,2.72591623e-11
13,12,3.05797016e-11
14,1,7.27366909e-13
14,2,1.58050996e-12
14,3,2.82009129e-12
14,4,4.25473991e-12
14,5,5.97640147e-12
14,6,8.27079583e-12
14,7,1.06809457e-11
14,8,1.36857113e-11
14,9,1.72469256e-11
14,10,2.13124211e-11
14,11,2.60461379e-11
14,12,3.01005963e-11
14,13,3.43548272e-11
15,1,6.08589461e-13
15,2,1.37049643e-12
15,3,2.38200876e-12
15,4,3.60530442e-12
15,5,5.12045172e-12
15,6,7.18181467e-12
15,7,9.23587901e-12
