# i,j,K[cm^3/s]
17,2,4.79447297e-13
17,3,7.82174835e-13
17,4,1.13866814e-12
17,5,1.51195317e-12
17,6,2.06197804e-12
17,7,2.57071246e-12
17,8,3.39071257e-12
17,9,4.32416006e-12
17,10,5.63589056e-12
17,11,7.47263610e-12
17,12,1.01572104e-11
17,13,1.47071223e-11
17,14,2.36427948e-11
17,15,4.49155248e-11
17,16,1.69143690e-10
18,1,1.43648904e-13
18,2,3.22629075e-13
18,3,5.53930362e-13
18,4,8.19387924e-13
18,5,1.15063827e-12
18,6,1.55638111e-12
18,7,1.98165074e-12
18,8,2.61072382e-12
18,9,3.39462168e-12
18,10,4.43768638e-12
18,11,5.74699283e-12
18,12,7.51285491e-12
18,13,1.04840958e-11
18,14,1.56216505e-11
18,15,2.47900154e-11
18,16,4.75864718e-11
18,17,1.96957807e-10
19,1,1.18239892e-13
19,2,2.54664405e-13
19,3,4.19654028e-13
19,4,6.31960148e-13
19,5,8.77756859e-13
19,6,1.22819648e-12
19,7,1.53770728e-12
19,8,2.03881301e-12
19,9,2.52476368e-12
19,10,3.31275872e-12
19,11,4.27973184e-12
19,12,5.45536408e-12
19,13,7.60318347e-12
19,14,1.05364787e-11
19,15,1.52534293e-11
19,16,2.54014159e-11
19,17,5.00191313e-11
19,18,1.92366724e-10
20,1,7.31198843e-14
20,2,1.69131096e-13
20,3,3.12735814e-13
20,4,4.45905211e-13
20,5,6.03042959e-13
20,6,8.79236328e-13
20,7,1.12698870e-12
20,8,1.52565924e-12
20,9,1.85036446e-12
20,10,2.41116437e-12
20,11,3.08659982e-12
20,12,3.89330489e-12
20,13,5.27058434e-12
20,14,7.23353886e-12
20,15,9.84331320e-12
20,16,1.53948159e-11
20,17,2.59121014e-11
20,18,4.64890209e-11
20,19,1.98355480e-10
21,1,6.27219602e-14
21,2,1.28159227e-13
21,3,2.33853894e-13
21,4,3.48172239e-13
21,5,4.92529221e-13
21,6,7.01781209e-13
21,7,8.47375761e-13
21,8,1.15583939e-12
21,9,1.49184835e-12
21,10,1.78533864e-12
21,11,2.37527151e-12
21,12,2.94942599e-12
21,13,3.79946858e-12
21,14,5.14900853e-12
21,15,6.76975055e-12
21,16,9.98616082e-12
21,17,1.54490664e-11
21,18,2.32514837e-11
21,19,4.60155595e-11
21,20,1.98398888e-10
22,1,3.21504904e-14
22,2,8.22954391e-14
22,3,1.74488825e-13
22,4,2.29093104e-13
22,5,3.65670306e-13
22,6,4.51744521e-13
22,7,6.23001124e-13
22,8,8.14321158e-13
22,9,1.07105891e-12
22,10,1.30067785e-12
22,11,1.73381836e-12
22,12,2.16338968e-12
22,13,2.71559451e-12
22,14,3.52006477e-12
22,15,4.70408328e-12
22,16,6.62644400e-12
22,17,9.92545070e-12
22,18,1.33654723e-11
22,19,2.15062447e-11
22,20,4.24583955e-11
22,21,1.95790734e-10
23,1,1.33985817e-14
23,2,3.92867257e-14
23,3,9.89630709e-14
23,4,1.56359664e-13
23,5,2.19229510e-13
23,6,3.23516060e-13
23,7,4.52205520e-13
23,8,5.96029814e-13
23,9,8.08198150e-13
23,10,9.97701804e-13
23,11,1.27045616e-12
23,12,1.59017860e-12
23,13,2.05031094e-12
23,14,2.73891068e-12
23,15,3.41570960e-12
23,16,4.62137410e-12
23,17,6.39142310e-12
23,18,7.94453335e-12
23,19,1.15546025e-11
23,20,1.98140834e-11
23,21,4.11933802e-11
23,22,1.88184619e-10
24,1,6.33849362e-15
24,2,2.16236119e-14
24,3,5.75421319e-14
24,4,7.48341326e-14
24,5,1.38349136e-13
24,6,2.25733358e-13
24,7,2.99115225e-13
24,8,3.95544087e-13
24,9,5.41082352e-13
24,10,6.86132927e-13
24,11,8.72444911e-13
24,12,1.06186122e-12
24,13,1.52674355e-12
24,14,1.87085934e-12
24,15,2.26772155e-12
24,16,3.13789775e-12
24,17,4.43827572e-12
24,18,4.94315953e-12
24,19,6.44806189e-12
24,20,9.97897506e-12
24,21,1.82336489e-11
24,22,3.95415439e-11
24,23,1.91644601e-10
25,1,1.37425789e-16
25,2,7.49805649e-15
25,3,2.48980490e-14
25,4,2.29098187e-14
25,5,6.11047219e-14
25,6,9.78676483e-14
25,7,1.31410427e-13
25,8,2.01137718e-13
25,9,3.28560953e-13
25,10,4.68301728e-13
25,11,6.41513591e-13
25,12,7.97125948e-13
25,13,1.10426425e-12
25,14,1.47264924e-12
25,15,1.77409962e-12
25,16,2.15623044e-12
25,17,3.00961738e-12
25,18,3.30962585e-12
25,19,3.98186191e-12
25,20,5.34508965e-12
25,21,8.94725395e-12
25,22,1.76126198e-11
25,23,3.90737502e-11
25,24,1.79414990e-10
26,1,0.00000000e+00
26,2,0.00000000e+00
26,3,2.60392972e-15
26,4,9.51074370e-15
26,5,4.30049154e-14
26,6,6.15437769e-14
26,7,1.12131721e-13
26,8,1.58349875e-13
26,9,2.25153896e-13
26,10,3.62366506e-13
26,11,4.64205237e-13
26,12,6.54565300e-13
26,13,8.02517478e-13
26,14,1.12542935e-12
26,15,1.31296437e-12
26,16,1.76970053e-12
26,17,2.15513304e-12
26,18,2.28629940e-12
26,19,2.32738937e-12
26,20,2.72001934e-12
26,21,4.42249795e-12
26,22,7.69340473e-12
26,23,1.57166830e-11
26,24,3.21100273e-11
26,25,1.69903293e-10
27,1,0.00000000e+00
27,2,0.00000000e+00
27,3,0.00000000e+00
27,4,1.55272267e-15
27,5,8.84532889e-15
27,6,4.28471978e-14
27,7,7.50943028e-14
27,8,1.40252304e-13
27,9,2.00633373e-13
27,10,2.89066372e-13
27,11,3.49720055e-13
27,12,5.10150918e-13
27,13,6.77232401e-13
27,14,9.23309403e-13
27,15,1.13625187e-12
27,16,1.31600163e-12
27,17,1.78970270e-12
27,18,1.74804294e-12
27,19,1.58993394e-12
27,20,1.56046991e-12
27,21,1.94876755e-12
27,22,3.34925231e-12
27,23,6.53076632e-12
27,24,1.25721762e-11
27,25,3.11305841e-11
27,26,1.69948193e-10
