# i,E[eV]
1,-4.86462487e+00
2,-4.42987261e+00
3,-3.97895173e+00
4,-3.52319169e+00
5,-3.06444587e+00
6,-2.60740669e+00
7,-2.14827639e+00
8,-1.68788671e+00
9,-1.22844956e+00
10,-7.68349826e-01
11,-3.02920809e-01
12,1.29989991e-01
13,5.96476577e-01
14,1.05777341e+00
15,1.51961303e+00
16,1.98068859e+00
17,2.43051432e+00
18,2.87925332e+00
