# i,j,K[cm^3/s]
2,1,1.42817219e-10
3,1,2.04213148e-11
3,2,1.63544969e-10
4,1,6.48536414e-12
4,2,3.14745864e-11
4,3,1.74069002e-10
5,1,2.75085245e-12
5,2,1.06654466e-11
5,3,3.50608657e-11
5,4,1.77391489e-10
6,1,1.47585459e-12
6,2,4.90898504e-12
6,3,1.28157892e-11
6,4,3.80891732e-11
6,5,1.76587511e-10
7,1,9.19346350e-13
7,2,2.64030146e-12
7,3,6.01658380e-12
7,4,1.40925829e-11
7,5,3.81175452e-11
7,6,1.76409291e-10
8,1,5.99057458e-13
8,2,1.63775519e-12
8,3,3.36392811e-12
8,4,6.65581760e-12
8,5,1.40847710e-11
8,6,3.69862177e-11
8,7,1.74958474e-10
9,1,4.46871848e-13
9,2,1.12748943e-12
9,3,2.13857274e-12
9,4,3.91986339e-12
9,5,6.93696352e-12
9,6,1.36361748e-11
9,7,3.45961318e-11
9,8,1.69204717e-10
10,1,3.27287002e-13
10,2,8.16229203e-13
10,3,1.51175130e-12
10,4,2.58954147e-12
10,5,4.17872610e-12
10,6,6.94439859e-12
10,7,1.29475758e-11
10,8,3.10514512e-11
10,9,1.57350483e-10
11,1,2.34513192e-13
11,2,6.05290431e-13
11,3,1.08248746e-12
11,4,1.78831505e-12
11,5,2.73976036e-12
11,6,4.15807863e-12
11,7,6.54513068e-12
11,8,1.14468979e-11
11,9,2.56395760e-11
11,10,1.38935413e-10
12,1,1.38131966e-13
12,2,3.58442035e-13
12,3,6.69888723e-13
12,4,1.09344616e-12
12,5,1.62837774e-12
12,6,2.49112640e-12
12,7,3.67948361e-12
12,8,5.77028564e-12
12,9,9.99474653e-12
12,10,2.26695383e-11
12,11,1.29118225e-10
13,1,8.05312153e-14
13,2,2.05494483e-13
13,3,3.82542375e-13
13,4,6.32807035e-13
13,5,9.68238022e-13
13,6,1.48050060e-12
13,7,2.24187667e-12
13,8,3.43925719e-12
13,9,5.36998985e-12
13,10,9.94368887e-12
13,11,2.29476354e-11
13,12,1.34065646e-10
14,1,4.98019936e-14
14,2,1.16005701e-13
14,3,2.27990693e-13
14,4,3.99882148e-13
14,5,6.06264007e-13
14,6,8.97155269e-13
14,7,1.33037688e-12
14,8,1.95159994e-12
14,9,2.88067369e-12
14,10,4.84998436e-12
14,11,9.13469790e-12
14,12,2.05504694e-11
14,13,1.32651355e-10
15,1,2.39189691e-14
15,2,6.07263732e-14
15,3,1.24467935e-13
15,4,2.21283176e-13
15,5,3.32551098e-13
15,6,4.98641073e-13
15,7,7.55594728e-13
15,8,1.09272503e-12
15,9,1.58493566e-12
15,10,2.49655451e-12
15,11,4.31637358e-12
15,12,7.70896682e-12
15,13,1.68054508e-11
15,14,1.28647424e-10
16,1,5.47645110e-15
16,2,2.97001246e-14
16,3,6.08960906e-14
16,4,8.91499368e-14
16,5,1.66791468e-13
16,6,2.52273737e-13
16,7,4.28081616e-13
16,8,6.13748491e-13
16,9,9.28726456e-13
16,10,1.36842500e-12
16,11,2.20902583e-12
16,12,3.41887983e-12
16,13,5.45108432e-12
16,14,1.41362239e-11
16,15,1.22860857e-10
17,1,2.24081862e-15
17,2,1.02403912e-14
17,3,1.99326779e-14
17,4,3.47149500e-14
17,5,6.85166268e-14
17,6,1.25902138e-13
17,7,2.06641973e-13
17,8,3.22181136e-13
17,9,4.94736837e-13
17,10,7.84938439e-13
17,11,1.22392589e-12
17,12,1.80761430e-12
17,13,2.11554911e-12
17,14,4.03173995e-12
17,15,1.26285319e-11
17,16,1.14004600e-10
18,1,0.00000000e+00
18,2,7.69230929e-16
18,3,2.00323896e-15
18,4,9.74015810e-15
18,5,2.61810332e-14
18,6,6.35468362e-14
18,7,1.16961179e-13
18,8,2.01252508e-13
18,9,3.20496924e-13
18,10,5.02628210e-13
18,11,7.84748695e-13
18,12,1.08210373e-12
18,13,9.40201137e-13
18,14,1.18000554e-12
18,15,2.83987919e-12
18,16,9.18233824e-12
18,17,1.06648194e-10
