# i,j,K[cm^3/s]
2,1,5.66059402e-12
3,1,3.31917983e-12
3,2,6.55320163e-12
4,1,2.02011853e-12
4,2,4.74157190e-12
4,3,6.99383782e-12
5,1,1.35758381e-12
5,2,3.43977252e-12
5,3,6.07123642e-12
5,4,7.74650868e-12
6,1,9.86149892e-13
6,2,2.57762496e-12
6,3,4.61148143e-12
6,4,7.12315417e-12
6,5,8.78791919e-12
7,1,7.44370280e-13
7,2,2.04414105e-12
7,3,3.76533493e-12
7,4,5.99398348e-12
7,5,8.71315514e-12
7,6,1.05726981e-11
8,1,5.93119318e-13
8,2,1.66367422e-12
8,3,3.14223286e-12
8,4,5.14891774e-12
8,5,7.85081846e-12
8,6,1.15145786e-11
8,7,1.33731845e-11
9,1,4.66317390e-13
9,2,1.34801794e-12
9,3,2.63286194e-12
9,4,4.45059790e-12
9,5,6.84179218e-12
9,6,1.05196842e-11
9,7,1.50967615e-11
9,8,1.71251714e-11
10,1,3.56471765e-13
10,2,1.04789254e-12
10,3,2.11772864e-12
10,4,3.72780531e-12
10,5,5.85272009e-12
10,6,9.20848347e-12
10,7,1.43888561e-11
10,8,2.01365610e-11
10,9,2.27007723e-11
11,1,2.59872775e-13
11,2,7.85827520e-13
11,3,1.61669508e-12
11,4,2.90648802e-12
11,5,4.76653485e-12
11,6,7.66848729e-12
11,7,1.20844696e-11
11,8,1.88040785e-11
11,9,2.72208210e-11
11,10,3.52266453e-11
12,1,1.71029587e-13
12,2,5.20930771e-13
12,3,1.09873440e-12
12,4,2.01314791e-12
12,5,3.37489185e-12
12,6,5.58805497e-12
12,7,9.20132070e-12
12,8,1.50182986e-11
12,9,2.37129982e-11
12,10,3.70313219e-11
12,11,7.01636120e-11
13,1,1.31325147e-13
13,2,4.29321773e-13
13,3,9.52915913e-13
13,4,1.91702113e-12
13,5,3.37867110e-12
13,6,5.85613429e-12
13,7,1.00520823e-11
13,8,1.66922730e-11
13,9,2.60171264e-11
13,10,3.82163188e-11
13,11,5.54303051e-11
13,12,3.16609882e-11
14,1,1.05928374e-13
14,2,3.71959952e-13
14,3,8.52779043e-13
14,4,1.81610836e-12
14,5,3.22336450e-12
14,6,5.59849544e-12
14,7,9.24382061e-12
14,8,1.47111346e-11
14,9,2.21193553e-11
14,10,3.17255611e-11
14,11,4.33943660e-11
14,12,2.72387384e-11
14,13,4.64833915e-12
15,1,8.43210250e-14
15,2,2.75515460e-13
15,3,6.84733298e-13
15,4,1.48523872e-12
15,5,2.80508054e-12
15,6,4.85249109e-12
15,7,7.87813888e-12
15,8,1.24663018e-11
15,9,1.90429201e-11
15,10,2.84183927e-11
15,11,3.98804648e-11
15,12,2.93112292e-11
15,13,7.06646038e-12
15,14,1.24331700e-12
16,1,5.54399329e-14
16,2,1.71568965e-13
16,3,4.40287168e-13
16,4,1.10089734e-12
16,5,2.17388086e-12
16,6,4.01452754e-12
16,7,6.87830513e-12
16,8,1.13245002e-11
16,9,1.79193306e-11
16,10,2.81554174e-11
16,11,3.95395949e-11
16,12,3.18846211e-11
16,13,1.02354631e-11
16,14,1.94686828e-12
16,15,4.09166555e-13
17,1,3.76728985e-14
17,2,1.16383406e-13
17,3,2.44999420e-13
17,4,5.73644083e-13
17,5,1.42703601e-12
17,6,3.18350781e-12
17,7,6.16623642e-12
17,8,1.08461234e-11
17,9,1.78158927e-11
17,10,2.85636765e-11
17,11,3.98845839e-11
17,12,3.48313247e-11
17,13,1.33535179e-11
17,14,2.97083378e-12
17,15,5.29044525e-13
17,16,9.71793129e-14
18,1,1.84656767e-14
18,2,5.31631523e-14
18,3,1.06201332e-13
18,4,2.25838419e-13
18,5,5.84380881e-13
18,6,1.59959565e-12
18,7,4.03011867e-12
18,8,8.59686544e-12
18,9,1.67560632e-11
18,10,3.06041274e-11
18,11,4.66945105e-11
18,12,4.37931569e-11
18,13,1.92604073e-11
18,14,4.87209181e-12
18,15,9.49554928e-13
18,16,1.22234410e-13
18,17,3.37271272e-14
