#--------------------------#
# x [m]  X_O  X_O2  u [m/s]  Th [K]  rho [kg/m^3]  p [Pa]  nd [1/m^3]  H [J/kg]  Mf
  0.150257188399E-01  0.917979081545E+00  0.820209184551E-01  0.339530053634E+03  0.401080484337E+04  0.113349937461E-01  0.218347210198E+05  0.394305499142E+24  0.182731307273E+08  0.195067903038E+00
  0.151759760283E-01  0.918025775548E+00  0.819742244519E-01  0.339459524285E+03  0.400984849296E+04  0.113373488125E-01  0.218349924571E+05  0.394404444115E+24  0.182731307273E+08  0.195043136337E+00
  0.153277357886E-01  0.918071499433E+00  0.819285005674E-01  0.339390447857E+03  0.400891191945E+04  0.113396563128E-01  0.218352583027E+05  0.394501389091E+24  0.182731307273E+08  0.195018879020E+00
  0.154810131465E-01  0.918116261919E+00  0.818837380812E-01  0.339322811952E+03  0.400799495002E+04  0.113419166027E-01  0.218355186044E+05  0.394596349112E+24  0.182731307273E+08  0.194995126785E+00
  0.156358232780E-01  0.918160071890E+00  0.818399281098E-01  0.339256603898E+03  0.400709740829E+04  0.113441300488E-01  0.218357734109E+05  0.394689339677E+24  0.182731307273E+08  0.194971875230E+00
  0.157921815108E-01  0.918202938381E+00  0.817970616194E-01  0.339191810774E+03  0.400621911460E+04  0.113462970281E-01  0.218360227719E+05  0.394780376709E+24  0.182731307273E+08  0.194949119866E+00
  0.159501033259E-01  0.918244870584E+00  0.817551294156E-01  0.339128419390E+03  0.400535988585E+04  0.113484179281E-01  0.218362667382E+05  0.394869476583E+24  0.182731307273E+08  0.194926856107E+00
  0.161096043591E-01  0.918285877835E+00  0.817141221649E-01  0.339066416322E+03  0.400451953588E+04  0.113504931461E-01  0.218365053614E+05  0.394956656072E+24  0.182731307273E+08  0.194905079281E+00
  0.162707004027E-01  0.918325969629E+00  0.816740303710E-01  0.339005787875E+03  0.400369787503E+04  0.113525230901E-01  0.218367386944E+05  0.395041932400E+24  0.182731307273E+08  0.194883784624E+00
  0.164334074068E-01  0.918365155587E+00  0.816348444133E-01  0.338946520141E+03  0.400289471091E+04  0.113545081771E-01  0.218369667905E+05  0.395125323163E+24  0.182731307273E+08  0.194862967293E+00
  0.165977414809E-01  0.918403445495E+00  0.815965545048E-01  0.338888598942E+03  0.400210984754E+04  0.113564488347E-01  0.218371897044E+05  0.395206846407E+24  0.182731307273E+08  0.194842622346E+00
  0.167637188957E-01  0.918440849256E+00  0.815591507443E-01  0.338832009897E+03  0.400134308645E+04  0.113583454990E-01  0.218374074914E+05  0.395286520525E+24  0.182731307273E+08  0.194822744774E+00
  0.169313560846E-01  0.918477376926E+00  0.815226230735E-01  0.338776738372E+03  0.400059422576E+04  0.113601986164E-01  0.218376202078E+05  0.395364364342E+24  0.182731307273E+08  0.194803329473E+00
  0.171006696455E-01  0.918513038675E+00  0.814869613252E-01  0.338722769541E+03  0.399986306120E+04  0.113620086413E-01  0.218378279108E+05  0.395440397014E+24  0.182731307273E+08  0.194784371272E+00
  0.172716763420E-01  0.918547844825E+00  0.814521551748E-01  0.338670088320E+03  0.399914938511E+04  0.113637760383E-01  0.218380306583E+05  0.395514638125E+24  0.182731307272E+08  0.194765864908E+00
  0.174443931054E-01  0.918581805795E+00  0.814181942053E-01  0.338618679464E+03  0.399845298777E+04  0.113655012790E-01  0.218382285090E+05  0.395587107556E+24  0.182731307272E+08  0.194747805060E+00
  0.176188370365E-01  0.918614932154E+00  0.813850678462E-01  0.338568527475E+03  0.399777365618E+04  0.113671848451E-01  0.218384215225E+05  0.395657825600E+24  0.182731307272E+08  0.194730186316E+00
  0.177950254068E-01  0.918647234556E+00  0.813527654439E-01  0.338519616707E+03  0.399711117545E+04  0.113688272248E-01  0.218386097592E+05  0.395726812826E+24  0.182731307272E+08  0.194713003211E+00
  0.179729756609E-01  0.918678723794E+00  0.813212762055E-01  0.338471931284E+03  0.399646532770E+04  0.113704289154E-01  0.218387932799E+05  0.395794090183E+24  0.182731307272E+08  0.194696250199E+00
  0.181527054175E-01  0.918709410744E+00  0.812905892561E-01  0.338425455187E+03  0.399583589323E+04  0.113719904208E-01  0.218389721465E+05  0.395859678888E+24  0.182731307272E+08  0.194679921681E+00
  0.183342324717E-01  0.918739306399E+00  0.812606936008E-01  0.338380172194E+03  0.399522264972E+04  0.113735122528E-01  0.218391464214E+05  0.395923600495E+24  0.182731307272E+08  0.194664011986E+00
  0.185175747964E-01  0.918768421840E+00  0.812315781604E-01  0.338336065938E+03  0.399462537298E+04  0.113749949296E-01  0.218393161675E+05  0.395985876827E+24  0.182731307272E+08  0.194648515392E+00
  0.187027505444E-01  0.918796768243E+00  0.812032317567E-01  0.338293119882E+03  0.399404383668E+04  0.113764389766E-01  0.218394814485E+05  0.396046529996E+24  0.182731307272E+08  0.194633426114E+00
  0.188897780499E-01  0.918824356876E+00  0.811756431243E-01  0.338251317342E+03  0.399347781252E+04  0.113778449254E-01  0.218396423286E+05  0.396105582384E+24  0.182731307272E+08  0.194618738314E+00
  0.190786758304E-01  0.918851199070E+00  0.811488009301E-01  0.338210641511E+03  0.399292707073E+04  0.113792133132E-01  0.218397988724E+05  0.396163056593E+24  0.182731307272E+08  0.194604446113E+00
  0.192694625887E-01  0.918877306263E+00  0.811226937371E-01  0.338171075409E+03  0.399239137925E+04  0.113805446840E-01  0.218399511454E+05  0.396218975525E+24  0.182731307272E+08  0.194590543566E+00
  0.194621572146E-01  0.918902689931E+00  0.810973100690E-01  0.338132601978E+03  0.399187050509E+04  0.113818395861E-01  0.218400992132E+05  0.396273362242E+24  0.182731307272E+08  0.194577024702E+00
  0.196567787867E-01  0.918927361651E+00  0.810726383488E-01  0.338095203995E+03  0.399136421309E+04  0.113830985742E-01  0.218402431421E+05  0.396326240092E+24  0.182731307272E+08  0.194563883491E+00
  0.198533465746E-01  0.918951333022E+00  0.810486669779E-01  0.338058864183E+03  0.399087226752E+04  0.113843222063E-01  0.218403829985E+05  0.396377632540E+24  0.182731307272E+08  0.194551113882E+00
  0.200518800404E-01  0.918974615733E+00  0.810253842669E-01  0.338023565118E+03  0.399039443068E+04  0.113855110462E-01  0.218405188495E+05  0.396427563314E+24  0.182731307272E+08  0.194538709771E+00
  0.202523988408E-01  0.918997221485E+00  0.810027785145E-01  0.337989289339E+03  0.398993046450E+04  0.113866656605E-01  0.218406507623E+05  0.396476056237E+24  0.182731307272E+08  0.194526665041E+00
  0.204549228292E-01  0.919019162052E+00  0.809808379477E-01  0.337956019264E+03  0.398948012934E+04  0.113877866207E-01  0.218407788045E+05  0.396523135346E+24  0.182731307272E+08  0.194514973532E+00
  0.206594720575E-01  0.919040449214E+00  0.809595507855E-01  0.337923737283E+03  0.398904318531E+04  0.113888745002E-01  0.218409030441E+05  0.396568824761E+24  0.182731307272E+08  0.194503629071E+00
  0.208660667781E-01  0.919061094806E+00  0.809389051936E-01  0.337892425693E+03  0.398861939128E+04  0.113899298768E-01  0.218410235490E+05  0.396613148778E+24  0.182731307272E+08  0.194492625455E+00
  0.210747274459E-01  0.919081110665E+00  0.809188893355E-01  0.337862066774E+03  0.398820850603E+04  0.113909533298E-01  0.218411403875E+05  0.396656131754E+24  0.182731307272E+08  0.194481956471E+00
  0.212854747204E-01  0.919100508657E+00  0.808994913429E-01  0.337832642747E+03  0.398781028756E+04  0.113919454415E-01  0.218412536279E+05  0.396697798173E+24  0.182731307272E+08  0.194471615884E+00
  0.214983294676E-01  0.919119300650E+00  0.808806993500E-01  0.337804135821E+03  0.398742449384E+04  0.113929067955E-01  0.218413633389E+05  0.396738172568E+24  0.182731307272E+08  0.194461597458E+00
  0.217133127623E-01  0.919137498530E+00  0.808625014701E-01  0.337776528164E+03  0.398705088232E+04  0.113938379776E-01  0.218414695890E+05  0.396777279572E+24  0.182731307272E+08  0.194451894938E+00
  0.219304458899E-01  0.919155114164E+00  0.808448858360E-01  0.337749801962E+03  0.398668921076E+04  0.113947395740E-01  0.218415724467E+05  0.396815143825E+24  0.182731307272E+08  0.194442502076E+00
  0.221497503488E-01  0.919172159429E+00  0.808278405712E-01  0.337723939376E+03  0.398633923667E+04  0.113956121726E-01  0.218416719807E+05  0.396851790039E+24  0.182731307272E+08  0.194433412615E+00
  0.223712478523E-01  0.919188646168E+00  0.808113538319E-01  0.337698922605E+03  0.398600071813E+04  0.113964563608E-01  0.218417682596E+05  0.396887242902E+24  0.182731307272E+08  0.194424620309E+00
  0.225949603308E-01  0.919204586216E+00  0.807954137836E-01  0.337674733852E+03  0.398567341334E+04  0.113972727264E-01  0.218418613518E+05  0.396921527129E+24  0.182731307272E+08  0.194416118915E+00
  0.228209099341E-01  0.919219991371E+00  0.807800086287E-01  0.337651355368E+03  0.398535708120E+04  0.113980618569E-01  0.218419513255E+05  0.396954667400E+24  0.182731307272E+08  0.194407902204E+00
  0.230491190335E-01  0.919234873397E+00  0.807651266032E-01  0.337628769444E+03  0.398505148120E+04  0.113988243386E-01  0.218420382491E+05  0.396986688364E+24  0.182731307272E+08  0.194399963962E+00
  0.232796102238E-01  0.919249244021E+00  0.807507559789E-01  0.337606958416E+03  0.398475637353E+04  0.113995607573E-01  0.218421221904E+05  0.397017614637E+24  0.182731307272E+08  0.194392297990E+00
  0.235124063261E-01  0.919263114911E+00  0.807368850889E-01  0.337585904706E+03  0.398447151955E+04  0.114002716965E-01  0.218422032171E+05  0.397047470739E+24  0.182731307272E+08  0.194384898117E+00
  0.237475303894E-01  0.919276497700E+00  0.807235022998E-01  0.337565590776E+03  0.398419668127E+04  0.114009577389E-01  0.218422813967E+05  0.397076281157E+24  0.182731307272E+08  0.194377758187E+00
  0.239850056933E-01  0.919289403935E+00  0.807105960655E-01  0.337545999216E+03  0.398393162240E+04  0.114016194637E-01  0.218423567963E+05  0.397104070227E+24  0.182731307272E+08  0.194370872090E+00
  0.242248557502E-01  0.919301845129E+00  0.806981548707E-01  0.337527112652E+03  0.398367610727E+04  0.114022574492E-01  0.218424294826E+05  0.397130862251E+24  0.182731307272E+08  0.194364233725E+00
  0.244671043077E-01  0.919313832689E+00  0.806861673110E-01  0.337508913873E+03  0.398342990239E+04  0.114028722690E-01  0.218424995219E+05  0.397156681328E+24  0.182731307272E+08  0.194357837049E+00
  0.247117753508E-01  0.919325377980E+00  0.806746220202E-01  0.337491385718E+03  0.398319277503E+04  0.114034644954E-01  0.218425669803E+05  0.397181551504E+24  0.182731307272E+08  0.194351676038E+00
  0.249588931043E-01  0.919336492244E+00  0.806635077556E-01  0.337474511208E+03  0.398296449495E+04  0.114040346951E-01  0.218426319231E+05  0.397205496589E+24  0.182731307272E+08  0.194345744729E+00
  0.252084820354E-01  0.919347186670E+00  0.806528133303E-01  0.337458273442E+03  0.398274483299E+04  0.114045834328E-01  0.218426944153E+05  0.397228540302E+24  0.182731307272E+08  0.194340037186E+00
  0.254605668557E-01  0.919357472315E+00  0.806425276852E-01  0.337442655707E+03  0.398253356259E+04  0.114051112669E-01  0.218427545212E+05  0.397250706115E+24  0.182731307272E+08  0.194334547541E+00
  0.257151725243E-01  0.919367360163E+00  0.806326398373E-01  0.337427641399E+03  0.398233045869E+04  0.114056187531E-01  0.218428123049E+05  0.397272017360E+24  0.182731307272E+08  0.194329269962E+00
  0.259723242496E-01  0.919376861068E+00  0.806231389322E-01  0.337413214105E+03  0.398213529885E+04  0.114061064406E-01  0.218428678294E+05  0.397292497118E+24  0.182731307272E+08  0.194324198684E+00
  0.262320474921E-01  0.919385985788E+00  0.806140142118E-01  0.337399357553E+03  0.398194786256E+04  0.114065748745E-01  0.218429211573E+05  0.397312168284E+24  0.182731307272E+08  0.194319327993E+00
  0.264943679670E-01  0.919394744954E+00  0.806052550463E-01  0.337386055661E+03  0.398176793191E+04  0.114070245938E-01  0.218429723506E+05  0.397331053500E+24  0.182731307272E+08  0.194314652238E+00
  0.267593116467E-01  0.919403149071E+00  0.805968509290E-01  0.337373292529E+03  0.398159529150E+04  0.114074561317E-01  0.218430214704E+05  0.397349175165E+24  0.182731307272E+08  0.194310165834E+00
  0.270269047632E-01  0.919411208529E+00  0.805887914714E-01  0.337361052432E+03  0.398142972829E+04  0.114078700158E-01  0.218430685773E+05  0.397366555439E+24  0.182731307272E+08  0.194305863258E+00
  0.272971738108E-01  0.919418933572E+00  0.805810664284E-01  0.337349319859E+03  0.398127103220E+04  0.114082667668E-01  0.218431137310E+05  0.397383216195E+24  0.182731307272E+08  0.194301739060E+00
  0.275701455489E-01  0.919426334323E+00  0.805736656775E-01  0.337338079481E+03  0.398111899561E+04  0.114086468995E-01  0.218431569904E+05  0.397399179058E+24  0.182731307272E+08  0.194297787856E+00
  0.278458470044E-01  0.919433420746E+00  0.805665792543E-01  0.337327316206E+03  0.398097341413E+04  0.114090109210E-01  0.218431984136E+05  0.397414465328E+24  0.182731307272E+08  0.194294004342E+00
  0.281243054745E-01  0.919440202679E+00  0.805597973206E-01  0.337317015130E+03  0.398083408593E+04  0.114093593324E-01  0.218432380581E+05  0.397429096050E+24  0.182731307272E+08  0.194290383282E+00
  0.284055485292E-01  0.919446689787E+00  0.805533102131E-01  0.337307161612E+03  0.398070081276E+04  0.114096926260E-01  0.218432759801E+05  0.397443091905E+24  0.182731307272E+08  0.194286919532E+00
  0.286896040145E-01  0.919452891606E+00  0.805471083943E-01  0.337297741198E+03  0.398057339892E+04  0.114100112882E-01  0.218433122352E+05  0.397456473319E+24  0.182731307272E+08  0.194283608013E+00
  0.289765000547E-01  0.919458817489E+00  0.805411825113E-01  0.337288739712E+03  0.398045165249E+04  0.114103157960E-01  0.218433468781E+05  0.397469260330E+24  0.182731307272E+08  0.194280443744E+00
  0.292662650552E-01  0.919464476654E+00  0.805355233465E-01  0.337280143180E+03  0.398033538432E+04  0.114106066199E-01  0.218433799624E+05  0.397481472697E+24  0.182731307272E+08  0.194277421815E+00
  0.295589277058E-01  0.919469878132E+00  0.805301218677E-01  0.337271937909E+03  0.398022440902E+04  0.114108842212E-01  0.218434115410E+05  0.397493129792E+24  0.182731307272E+08  0.194274537413E+00
  0.298545169829E-01  0.919475030809E+00  0.805249691915E-01  0.337264110428E+03  0.398011854426E+04  0.114111490537E-01  0.218434416656E+05  0.397504250674E+24  0.182731307272E+08  0.194271785806E+00
  0.301530621527E-01  0.919479943381E+00  0.805200566194E-01  0.337256647545E+03  0.398001761150E+04  0.114114015618E-01  0.218434703871E+05  0.397514854016E+24  0.182731307272E+08  0.194269162356E+00
  0.304545927742E-01  0.919484624397E+00  0.805153756034E-01  0.337249536297E+03  0.397992143526E+04  0.114116421828E-01  0.218434977552E+05  0.397524958173E+24  0.182731307272E+08  0.194266662509E+00
  0.307591387020E-01  0.919489082210E+00  0.805109177898E-01  0.337242764010E+03  0.397982984405E+04  0.114118713439E-01  0.218435238189E+05  0.397534581090E+24  0.182731307272E+08  0.194264281811E+00
  0.310667300890E-01  0.919493325022E+00  0.805066749780E-01  0.337236318243E+03  0.397974266950E+04  0.114120894647E-01  0.218435486259E+05  0.397543740391E+24  0.182731307272E+08  0.194262015888E+00
  0.313773973899E-01  0.919497360834E+00  0.805026391657E-01  0.337230186856E+03  0.397965974732E+04  0.114122969548E-01  0.218435722229E+05  0.397552453278E+24  0.182731307272E+08  0.194259860475E+00
  0.316911713638E-01  0.919501197487E+00  0.804988025130E-01  0.337224357952E+03  0.397958091652E+04  0.114124942158E-01  0.218435946559E+05  0.397560736610E+24  0.182731307272E+08  0.194257811391E+00
  0.320080830775E-01  0.919504842628E+00  0.804951573721E-01  0.337218819926E+03  0.397950602007E+04  0.114126816391E-01  0.218436159694E+05  0.397568606837E+24  0.182731307272E+08  0.194255864555E+00
  0.323281639083E-01  0.919508303728E+00  0.804916962718E-01  0.337213561438E+03  0.397943490455E+04  0.114128596078E-01  0.218436362071E+05  0.397576080036E+24  0.182731307272E+08  0.194254015984E+00
  0.326514455474E-01  0.919511588080E+00  0.804884119203E-01  0.337208571420E+03  0.397936742022E+04  0.114130284955E-01  0.218436554115E+05  0.397583171898E+24  0.182731307272E+08  0.194252261787E+00
  0.329779600028E-01  0.919514702781E+00  0.804852972185E-01  0.337203839099E+03  0.397930342128E+04  0.114131886660E-01  0.218436736242E+05  0.397589897709E+24  0.182731307272E+08  0.194250598176E+00
  0.333077396029E-01  0.919517654767E+00  0.804823452332E-01  0.337199353947E+03  0.397924276535E+04  0.114133404750E-01  0.218436908856E+05  0.397596272395E+24  0.182731307272E+08  0.194249021453E+00
  0.336408169989E-01  0.919520450762E+00  0.804795492380E-01  0.337195105755E+03  0.397918531427E+04  0.114134842673E-01  0.218437072351E+05  0.397602310446E+24  0.182731307272E+08  0.194247528027E+00
  0.339772251689E-01  0.919523097345E+00  0.804769026554E-01  0.337191084535E+03  0.397913093295E+04  0.114136203804E-01  0.218437227110E+05  0.397608026030E+24  0.182731307272E+08  0.194246114390E+00
  0.343169974206E-01  0.919525600873E+00  0.804743991274E-01  0.337187280634E+03  0.397907949080E+04  0.114137491405E-01  0.218437373506E+05  0.397613432847E+24  0.182731307272E+08  0.194244777147E+00
  0.346601673948E-01  0.919527967562E+00  0.804720324379E-01  0.337183684614E+03  0.397903086013E+04  0.114138708667E-01  0.218437511902E+05  0.397618544293E+24  0.182731307272E+08  0.194243512982E+00
  0.350067690688E-01  0.919530203409E+00  0.804697965909E-01  0.337180287370E+03  0.397898491779E+04  0.114139858666E-01  0.218437642647E+05  0.397623373292E+24  0.182731307272E+08  0.194242318694E+00
  0.353568367595E-01  0.919532314265E+00  0.804676857355E-01  0.337177080017E+03  0.397894154358E+04  0.114140944407E-01  0.218437766084E+05  0.397627932457E+24  0.182731307272E+08  0.194241191159E+00
