# i,E[eV]
1,-4.84782450e+00
2,-4.41298073e+00
3,-3.96230601e+00
4,-3.50605497e+00
5,-3.04770289e+00
6,-2.59059341e+00
7,-2.13135187e+00
8,-1.67096258e+00
9,-1.21181707e+00
10,-7.51204683e-01
11,-2.85872637e-01
12,1.46293780e-01
13,6.13003671e-01
14,1.07419566e+00
15,1.53644552e+00
16,1.99601333e+00
17,2.44675862e+00
18,2.89384339e+00
