# i,j,K[cm^3/s]
2,1,1.12977152e-11
3,1,7.34500951e-12
3,2,1.59617839e-11
4,1,5.22697588e-12
4,2,1.18167674e-11
4,3,1.87584037e-11
5,1,3.75954823e-12
5,2,9.23384822e-12
5,3,1.54806574e-11
5,4,2.21248584e-11
6,1,2.91870377e-12
6,2,7.30250750e-12
6,3,1.27025314e-11
6,4,1.88547316e-11
6,5,2.50331726e-11
7,1,2.29424048e-12
7,2,5.88367451e-12
7,3,1.04572267e-11
7,4,1.62523162e-11
7,5,2.29019246e-11
7,6,2.94960048e-11
8,1,1.76335672e-12
8,2,4.67055448e-12
8,3,8.63370980e-12
8,4,1.40781204e-11
8,5,2.03989227e-11
8,6,2.78997185e-11
8,7,3.54519629e-11
9,1,1.46248114e-12
9,2,3.87623806e-12
9,3,7.21039829e-12
9,4,1.17815788e-11
9,5,1.75799727e-11
9,6,2.50157846e-11
9,7,3.40010083e-11
9,8,4.27179696e-11
10,1,1.16356039e-12
10,2,3.13475896e-12
10,3,5.84549149e-12
10,4,9.70849776e-12
10,5,1.47406259e-11
10,6,2.16688341e-11
10,7,3.04184473e-11
10,8,4.09713668e-11
10,9,5.14941393e-11
11,1,9.01926829e-13
11,2,2.42713053e-12
11,3,4.63430543e-12
11,4,7.86582563e-12
11,5,1.20611886e-11
11,6,1.77606387e-11
11,7,2.57223145e-11
11,8,3.57540977e-11
11,9,4.76899521e-11
11,10,6.34824016e-11
12,1,6.56595745e-13
12,2,1.90055667e-12
12,3,3.70893710e-12
12,4,6.46389965e-12
12,5,1.00558422e-11
12,6,1.51984299e-11
12,7,2.20947954e-11
12,8,3.10520124e-11
12,9,4.21581016e-11
12,10,5.79701304e-11
12,11,8.01409318e-11
13,1,5.75148239e-13
13,2,1.78502169e-12
13,3,3.65788054e-12
13,4,6.53266531e-12
13,5,1.05468845e-11
13,6,1.61010837e-11
13,7,2.32336769e-11
13,8,3.25439738e-11
13,9,4.35855391e-11
13,10,5.83748498e-11
13,11,7.57630214e-11
13,12,6.64565744e-11
14,1,3.97354234e-13
14,2,1.40456112e-12
14,3,3.17479300e-12
14,4,5.97373889e-12
14,5,1.01105914e-11
14,6,1.58970103e-11
14,7,2.29950419e-11
14,8,3.21952915e-11
14,9,4.27190949e-11
14,10,5.59837397e-11
14,11,7.12732574e-11
14,12,6.23248483e-11
14,13,3.44488475e-11
15,1,2.56032513e-13
15,2,1.07392360e-12
15,3,2.68456457e-12
15,4,5.44161755e-12
15,5,9.33656118e-12
15,6,1.48705071e-11
15,7,2.21883210e-11
15,8,3.11619937e-11
15,9,4.15262596e-11
15,10,5.50374293e-11
15,11,6.97556210e-11
15,12,6.09875713e-11
15,13,3.46916124e-11
15,14,2.04504166e-11
16,1,1.30189425e-13
16,2,6.81622458e-13
16,3,1.89838243e-12
16,4,4.37200912e-12
16,5,8.16515565e-12
16,6,1.37830061e-11
16,7,2.12975255e-11
16,8,3.09195153e-11
16,9,4.25891893e-11
16,10,5.66112457e-11
16,11,7.01321887e-11
16,12,6.26967270e-11
16,13,3.72145349e-11
16,14,2.23243230e-11
16,15,1.35744750e-11
17,1,7.35761256e-14
17,2,3.14561871e-13
17,3,1.18494344e-12
17,4,3.16588006e-12
17,5,6.87911122e-12
17,6,1.27536009e-11
17,7,2.06759393e-11
17,8,3.14544137e-11
17,9,4.33718018e-11
17,10,5.78501780e-11
17,11,7.08150437e-11
17,12,6.33834616e-11
17,13,3.96418377e-11
17,14,2.38616120e-11
17,15,1.44917871e-11
17,16,8.33008900e-12
18,1,3.31895837e-14
18,2,1.76478020e-13
18,3,5.07658591e-13
18,4,1.66782012e-12
18,5,4.63232824e-12
18,6,1.00982465e-11
18,7,1.89125318e-11
18,8,3.09615155e-11
18,9,4.54172017e-11
18,10,6.08960026e-11
18,11,7.38232462e-11
18,12,6.79226009e-11
18,13,4.22236971e-11
18,14,2.74428140e-11
18,15,1.76211022e-11
18,16,1.00842455e-11
18,17,5.42042047e-12
