# i,j,K[cm^3/s]
2,1,1.65581996e-10
3,1,3.02536656e-11
3,2,1.96215766e-10
4,1,1.15864593e-11
4,2,4.74607134e-11
4,3,2.10588108e-10
5,1,5.35017851e-12
5,2,1.85579363e-11
5,3,5.30725062e-11
5,4,2.14041364e-10
6,1,2.94820772e-12
6,2,9.36186746e-12
6,3,2.23366769e-11
6,4,5.62908308e-11
6,5,2.13444297e-10
7,1,1.76966748e-12
7,2,5.21462029e-12
7,3,1.10733855e-11
7,4,2.38009970e-11
7,5,5.56338871e-11
7,6,2.10406303e-10
8,1,1.22981475e-12
8,2,3.27064998e-12
8,3,6.41875062e-12
8,4,1.20914467e-11
8,5,2.33133911e-11
8,6,5.31539021e-11
8,7,2.06244750e-10
9,1,8.43217833e-13
9,2,2.24209817e-12
9,3,4.07535756e-12
9,4,7.16572706e-12
9,5,1.20403664e-11
9,6,2.22139867e-11
9,7,4.92699308e-11
9,8,1.99072932e-10
10,1,6.27318173e-13
10,2,1.52741592e-12
10,3,2.78016227e-12
10,4,4.69931072e-12
10,5,7.35528102e-12
10,6,1.17637014e-11
10,7,2.10295771e-11
10,8,4.51925037e-11
10,9,1.84191317e-10
11,1,4.46608278e-13
11,2,1.14032837e-12
11,3,2.00948196e-12
11,4,3.22084916e-12
11,5,4.80549918e-12
11,6,7.09730377e-12
11,7,1.09326602e-11
11,8,1.86121901e-11
11,9,3.81468039e-11
11,10,1.64944614e-10
12,1,2.73626799e-13
12,2,7.12391164e-13
12,3,1.26533457e-12
12,4,1.98144416e-12
12,5,2.97014182e-12
12,6,4.34764275e-12
12,7,6.41806047e-12
12,8,9.80811623e-12
12,9,1.64625959e-11
12,10,3.45869824e-11
12,11,1.59499964e-10
13,1,1.55905276e-13
13,2,4.43143056e-13
13,3,7.95964250e-13
13,4,1.30457198e-12
13,5,1.95080631e-12
13,6,2.84490229e-12
13,7,4.23575380e-12
13,8,6.22700957e-12
13,9,9.72602806e-12
13,10,1.71561774e-11
13,11,3.65857309e-11
13,12,1.69391604e-10
14,1,1.11818374e-13
14,2,2.76814160e-13
14,3,5.13208992e-13
14,4,8.23192799e-13
14,5,1.23337908e-12
14,6,1.85620430e-12
14,7,2.63884261e-12
14,8,3.80407353e-12
14,9,5.62116679e-12
14,10,9.16744545e-12
14,11,1.65674531e-11
14,12,3.44111267e-11
14,13,1.67552695e-10
15,1,5.58648848e-14
15,2,1.57641823e-13
15,3,2.73639768e-13
15,4,4.96400883e-13
15,5,7.65820376e-13
15,6,1.16329359e-12
15,7,1.71422850e-12
15,8,2.37222468e-12
15,9,3.38933877e-12
15,10,5.18278135e-12
15,11,8.61648136e-12
15,12,1.46603141e-11
15,13,2.94091011e-11
15,14,1.64513824e-10
16,1,1.16585766e-14
16,2,5.19992405e-14
16,3,1.37082092e-13
16,4,2.32368635e-13
16,5,3.94729642e-13
16,6,6.11954782e-13
16,7,8.98640758e-13
16,8,1.35723725e-12
16,9,2.01283429e-12
16,10,3.03874606e-12
16,11,4.82188129e-12
16,12,7.06333218e-12
16,13,1.12077112e-11
16,14,2.65313175e-11
16,15,1.59337917e-10
17,1,8.40876532e-16
17,2,1.93597819e-14
17,3,5.01533286e-14
17,4,9.95770029e-14
17,5,2.20471154e-13
17,6,3.57848707e-13
17,7,6.06153177e-13
17,8,9.37692585e-13
17,9,1.33526521e-12
17,10,1.96524639e-12
17,11,2.77209733e-12
17,12,3.93674972e-12
17,13,4.86885547e-12
17,14,8.94227220e-12
17,15,2.44745270e-11
17,16,1.48407290e-10
18,1,0.00000000e+00
18,2,2.46886289e-16
18,3,1.33232048e-14
18,4,2.99384181e-14
18,5,9.38143242e-14
18,6,2.07499993e-13
18,7,3.72586383e-13
18,8,6.42106175e-13
18,9,8.30443093e-13
18,10,1.28468641e-12
18,11,1.90296892e-12
18,12,2.12365872e-12
18,13,2.19798965e-12
18,14,2.90688925e-12
18,15,7.22483309e-12
18,16,1.80447783e-11
18,17,1.45574032e-10
