# i,j,K[cm^3/s]
2,1,1.69128274e-10
3,1,3.78120664e-11
3,2,1.96613141e-10
4,1,1.39409854e-11
4,2,4.96367658e-11
4,3,2.01327763e-10
5,1,7.09160279e-12
5,2,2.24406954e-11
5,3,6.09931010e-11
5,4,2.08642487e-10
6,1,4.07245352e-12
6,2,1.17905332e-11
6,3,2.75962346e-11
6,4,6.36815381e-11
6,5,2.08591261e-10
7,1,2.39155992e-12
7,2,6.57952197e-12
7,3,1.43648317e-11
7,4,2.92219120e-11
7,5,6.46916407e-11
7,6,2.10997073e-10
8,1,1.59757029e-12
8,2,4.19440357e-12
8,3,8.58940271e-12
8,4,1.60054669e-11
8,5,3.08516633e-11
8,6,6.75910876e-11
8,7,2.05586759e-10
9,1,1.08640515e-12
9,2,2.66288714e-12
9,3,5.34254231e-12
9,4,9.30270481e-12
9,5,1.64762277e-11
9,6,3.16867868e-11
9,7,6.52167033e-11
9,8,2.06872300e-10
10,1,8.20586556e-13
10,2,1.84911638e-12
10,3,3.52099292e-12
10,4,5.92900927e-12
10,5,1.00018939e-11
10,6,1.74161113e-11
10,7,3.11049194e-11
10,8,6.54709521e-11
10,9,2.05978360e-10
11,1,6.19862024e-13
11,2,1.44081718e-12
11,3,2.53929111e-12
11,4,3.99916198e-12
11,5,6.38323274e-12
11,6,1.04230429e-11
11,7,1.67458567e-11
11,8,3.06205849e-11
11,9,6.39458546e-11
11,10,2.04193278e-10
12,1,4.82059230e-13
12,2,1.06933892e-12
12,3,1.92066186e-12
12,4,2.97382499e-12
12,5,4.46496812e-12
12,6,6.82350870e-12
12,7,1.01779167e-11
12,8,1.66357292e-11
12,9,2.93349396e-11
12,10,6.15159902e-11
12,11,2.03486355e-10
13,1,3.93235947e-13
13,2,8.46637419e-13
13,3,1.47461436e-12
13,4,2.22196288e-12
13,5,3.28989891e-12
13,6,4.86873424e-12
13,7,6.73233641e-12
13,8,1.01916668e-11
13,9,1.59625931e-11
13,10,2.79994648e-11
13,11,5.88678061e-11
13,12,1.97413793e-10
14,1,3.15370718e-13
14,2,6.74432600e-13
14,3,1.16469301e-12
14,4,1.72973755e-12
14,5,2.50634155e-12
14,6,3.53241573e-12
14,7,4.79644718e-12
14,8,6.81342513e-12
14,9,9.81690254e-12
14,10,1.52761495e-11
14,11,2.63509771e-11
14,12,5.41212793e-11
14,13,1.92201311e-10
15,1,2.60050061e-13
15,2,5.43448266e-13
15,3,9.26201006e-13
15,4,1.35311591e-12
15,5,1.91906024e-12
15,6,2.68796033e-12
15,7,3.54220234e-12
15,8,4.85397956e-12
15,9,6.61898512e-12
15,10,9.51557097e-12
15,11,1.44428438e-11
15,12,2.40508829e-11
15,13,5.00500204e-11
15,14,1.84810643e-10
16,1,2.07723700e-13
16,2,4.43854761e-13
16,3,7.61556209e-13
16,4,1.08986729e-12
16,5,1.52770783e-12
16,6,2.07124333e-12
16,7,2.65237827e-12
16,8,3.57379984e-12
16,9,4.70281116e-12
16,10,6.37757977e-12
16,11,8.93079586e-12
16,12,1.31211057e-11
16,13,2.20121916e-11
16,14,4.54655344e-11
16,15,1.71523258e-10
17,1,1.54321138e-13
17,2,3.44745267e-13
17,3,5.69381682e-13
17,4,8.25443090e-13
17,5,1.11204555e-12
17,6,1.53337172e-12
17,7,1.94907760e-12
17,8,2.55296753e-12
17,9,3.27977967e-12
17,10,4.25174811e-12
17,11,5.69642389e-12
17,12,7.67500706e-12
17,13,1.14564783e-11
17,14,1.88918734e-11
17,15,3.74740384e-11
17,16,1.49235658e-10
18,1,1.03145507e-13
18,2,2.28679239e-13
18,3,3.93977122e-13
18,4,5.69927735e-13
18,5,8.02266284e-13
18,6,1.10573770e-12
18,7,1.41419692e-12
18,8,1.91667032e-12
18,9,2.49822301e-12
18,10,3.23273621e-12
18,11,4.22272166e-12
18,12,5.60650003e-12
18,13,7.84552172e-12
18,14,1.18674804e-11
18,15,1.91931029e-11
18,16,3.91371298e-11
18,17,1.70895951e-10
19,1,7.88281195e-14
19,2,1.66416580e-13
19,3,2.85362335e-13
19,4,4.14498055e-13
19,5,5.79516402e-13
19,6,8.17200549e-13
19,7,1.04526067e-12
19,8,1.41440295e-12
19,9,1.85354548e-12
19,10,2.34928798e-12
19,11,3.05995198e-12
19,12,4.01603588e-12
19,13,5.53769045e-12
19,14,7.83212568e-12
19,15,1.14854915e-11
19,16,1.93985643e-11
19,17,4.09172200e-11
19,18,1.66555209e-10
20,1,5.40401613e-14
20,2,1.26700931e-13
20,3,2.10885719e-13
20,4,3.13225216e-13
20,5,4.35260309e-13
20,6,6.31181077e-13
20,7,8.08104893e-13
20,8,1.07247422e-12
20,9,1.38155982e-12
20,10,1.74896704e-12
20,11,2.25356473e-12
20,12,2.87499846e-12
20,13,3.84763729e-12
20,14,5.21808900e-12
20,15,7.26034238e-12
20,16,1.14616975e-11
20,17,1.98373126e-11
20,18,3.67327750e-11
20,19,1.71813286e-10
21,1,4.04068657e-14
21,2,8.73894579e-14
21,3,1.60154969e-13
21,4,2.26442415e-13
21,5,3.06706127e-13
21,6,4.36769607e-13
21,7,5.78925454e-13
21,8,7.49302583e-13
21,9,9.41554066e-13
21,10,1.27424575e-12
21,11,1.58868859e-12
21,12,1.97820987e-12
21,13,2.64254303e-12
21,14,3.54772576e-12
21,15,4.67881816e-12
21,16,7.01438974e-12
21,17,1.13503630e-11
21,18,1.71154573e-11
21,19,3.55943775e-11
21,20,1.71348282e-10
22,1,1.95007673e-14
22,2,4.97463371e-14
22,3,9.38366014e-14
