# i,j,K[cm^3/s]
22,4,1.51798191e-13
22,5,2.19169183e-13
22,6,3.18482165e-13
22,7,4.09486461e-13
22,8,5.53851858e-13
22,9,7.00168772e-13
22,10,9.07557780e-13
22,11,1.16574567e-12
22,12,1.45830161e-12
22,13,1.87138846e-12
22,14,2.52688341e-12
22,15,3.22186969e-12
22,16,4.68506383e-12
22,17,7.08316935e-12
22,18,9.55663453e-12
22,19,1.56785813e-11
22,20,3.30489194e-11
22,21,1.68781545e-10
23,1,1.12606557e-14
23,2,2.62635868e-14
23,3,5.20550985e-14
23,4,9.30943679e-14
23,5,1.33703867e-13
23,6,2.11203545e-13
23,7,2.75456042e-13
23,8,3.84087110e-13
23,9,4.96362982e-13
23,10,6.68092935e-13
23,11,8.43846081e-13
23,12,1.03103168e-12
23,13,1.34313369e-12
23,14,1.74696087e-12
23,15,2.19926114e-12
23,16,3.14373259e-12
23,17,4.59090349e-12
23,18,5.75512528e-12
23,19,8.44051317e-12
23,20,1.39832385e-11
23,21,3.17464682e-11
23,22,1.64171020e-10
24,1,3.70038081e-15
24,2,1.49980809e-14
24,3,2.67395154e-14
24,4,4.55353575e-14
24,5,7.48214106e-14
24,6,1.29418528e-13
24,7,1.71569703e-13
24,8,2.30857180e-13
24,9,3.02282026e-13
24,10,4.33898923e-13
24,11,5.68958830e-13
24,12,6.94157101e-13
24,13,9.68984318e-13
24,14,1.27621434e-12
24,15,1.59583099e-12
24,16,2.17381914e-12
24,17,3.04679440e-12
24,18,3.46187694e-12
24,19,4.60456527e-12
24,20,6.86899693e-12
24,21,1.25780765e-11
24,22,2.89544100e-11
24,23,1.62697151e-10
25,1,2.21297264e-16
25,2,1.42552485e-15
25,3,1.14983084e-14
25,4,2.37106818e-14
25,5,4.60818225e-14
25,6,6.64648416e-14
25,7,1.03629871e-13
25,8,1.48893121e-13
25,9,2.09100218e-13
25,10,2.84889295e-13
25,11,3.71416896e-13
25,12,5.31579601e-13
25,13,6.59757503e-13
25,14,8.60956277e-13
25,15,1.14401176e-12
25,16,1.52195771e-12
25,17,2.12038438e-12
25,18,2.29402341e-12
25,19,2.86215730e-12
25,20,3.59212381e-12
25,21,6.02021293e-12
25,22,1.12211183e-11
25,23,2.80456301e-11
25,24,1.51152061e-10
26,1,0.00000000e+00
26,2,3.68687342e-17
26,3,8.49205376e-16
26,4,9.63043594e-15
26,5,1.93230837e-14
26,6,3.43495480e-14
26,7,6.64893705e-14
26,8,8.88058771e-14
26,9,1.59130524e-13
26,10,2.02430448e-13
26,11,3.19992319e-13
26,12,3.95951354e-13
26,13,5.10159360e-13
26,14,6.54237973e-13
26,15,8.35048195e-13
26,16,1.02553712e-12
26,17,1.36921188e-12
26,18,1.44006486e-12
26,19,1.54603445e-12
26,20,1.86637988e-12
26,21,2.71199812e-12
26,22,5.08985660e-12
26,23,1.01203063e-11
26,24,2.39306775e-11
26,25,1.44300047e-10
27,1,0.00000000e+00
27,2,0.00000000e+00
27,3,0.00000000e+00
27,4,8.83421436e-16
27,5,2.24096307e-15
27,6,1.41997405e-14
27,7,4.26951865e-14
27,8,6.01495185e-14
27,9,8.31410931e-14
27,10,1.59986344e-13
27,11,2.31194511e-13
27,12,3.13610225e-13
27,13,4.26599357e-13
27,14,5.31166937e-13
27,15,7.06857740e-13
27,16,9.41973173e-13
27,17,1.18587890e-12
27,18,1.13036842e-12
27,19,9.97387286e-13
27,20,9.55289774e-13
27,21,1.20379602e-12
27,22,2.01265082e-12
27,23,3.90745061e-12
27,24,8.06589059e-12
27,25,2.12976351e-11
27,26,1.39079170e-10
