# i,j,K[cm^3/s]
18,6,4.39280963e-12
18,7,5.95573181e-12
18,8,8.12696965e-12
18,9,1.06963293e-11
18,10,1.38082933e-11
18,11,1.77025202e-11
18,12,2.21215896e-11
18,13,2.75027410e-11
18,14,3.34706742e-11
18,15,4.07577222e-11
18,16,5.00286108e-11
18,17,6.20564031e-11
19,1,2.71466469e-13
19,2,6.57546248e-13
19,3,1.24638742e-12
19,4,1.97764012e-12
19,5,2.93031083e-12
19,6,4.27687876e-12
19,7,5.86250156e-12
19,8,8.04286596e-12
19,9,1.07040060e-11
19,10,1.39134183e-11
19,11,1.78087631e-11
19,12,2.20687401e-11
19,13,2.74611816e-11
19,14,3.33276241e-11
19,15,4.04604205e-11
19,16,4.82206019e-11
19,17,5.72438727e-11
19,18,3.64732919e-11
20,1,2.04710466e-13
20,2,5.44125305e-13
20,3,1.07778403e-12
20,4,1.81845719e-12
20,5,2.77307687e-12
20,6,4.16262435e-12
20,7,5.76280576e-12
20,8,8.06729479e-12
20,9,1.06222888e-11
20,10,1.37441657e-11
20,11,1.76994973e-11
20,12,2.18344434e-11
20,13,2.68381296e-11
20,14,3.24119314e-11
20,15,3.89186762e-11
20,16,4.57459626e-11
20,17,5.28510703e-11
20,18,3.47084867e-11
20,19,2.23831250e-11
21,1,1.51486223e-13
21,2,4.49295296e-13
21,3,9.50019648e-13
21,4,1.68116295e-12
21,5,2.67731169e-12
21,6,3.99185538e-12
21,7,5.53297653e-12
21,8,7.80616310e-12
21,9,1.04465463e-11
21,10,1.35162490e-11
21,11,1.73500675e-11
21,12,2.14475708e-11
21,13,2.65839497e-11
21,14,3.21015805e-11
21,15,3.82025528e-11
21,16,4.44396052e-11
21,17,5.04912361e-11
21,18,3.38369029e-11
21,19,2.29234110e-11
21,20,1.43092547e-11
22,1,9.19100247e-14
22,2,3.24543073e-13
22,3,7.68141105e-13
22,4,1.38371622e-12
22,5,2.29883269e-12
22,6,3.59091908e-12
22,7,5.18294030e-12
22,8,7.36440317e-12
22,9,1.00807868e-11
22,10,1.31223581e-11
22,11,1.69636067e-11
22,12,2.09866934e-11
22,13,2.59980908e-11
22,14,3.13581707e-11
22,15,3.74641161e-11
22,16,4.38788133e-11
22,17,4.96218278e-11
22,18,3.43101335e-11
22,19,2.37761315e-11
22,20,1.51021810e-11
22,21,9.93044845e-12
23,1,5.69455905e-14
23,2,2.09271815e-13
23,3,5.63548346e-13
23,4,1.14856479e-12
23,5,1.98834927e-12
23,6,3.21371169e-12
23,7,4.72172444e-12
23,8,6.76228389e-12
23,9,9.29685543e-12
23,10,1.24667519e-11
23,11,1.65171550e-11
23,12,2.09049472e-11
23,13,2.58744328e-11
23,14,3.14817531e-11
23,15,3.77287990e-11
23,16,4.32872779e-11
23,17,4.87159097e-11
23,18,3.42008338e-11
23,19,2.43151814e-11
23,20,1.57165965e-11
23,21,1.06419291e-11
23,22,7.20034720e-12
24,1,4.50282159e-14
24,2,1.27870109e-13
24,3,3.60230048e-13
24,4,8.63779963e-13
24,5,1.60016026e-12
24,6,2.71992385e-12
24,7,4.18905724e-12
24,8,6.14698765e-12
24,9,8.73664559e-12
24,10,1.20307901e-11
24,11,1.58489253e-11
24,12,2.03638656e-11
24,13,2.60402882e-11
24,14,3.23087385e-11
24,15,3.82989685e-11
24,16,4.36396537e-11
24,17,4.93229421e-11
24,18,3.53996888e-11
24,19,2.58526323e-11
24,20,1.69666243e-11
24,21,1.15164213e-11
24,22,7.90977599e-12
24,23,5.36327912e-12
25,1,2.61934478e-14
25,2,9.09145525e-14
25,3,2.25257313e-13
25,4,5.48496426e-13
25,5,1.21554257e-12
25,6,2.22705041e-12
25,7,3.61654971e-12
25,8,5.68942547e-12
25,9,8.59392319e-12
25,10,1.18082062e-11
25,11,1.61143573e-11
25,12,2.07075386e-11
25,13,2.63092399e-11
25,14,3.25618359e-11
25,15,3.87450752e-11
25,16,4.40608413e-11
25,17,5.00042499e-11
25,18,3.66621052e-11
25,19,2.73755824e-11
25,20,1.82572128e-11
25,21,1.25121747e-11
25,22,8.52601342e-12
25,23,5.90544584e-12
25,24,3.75551238e-12
26,1,1.98537515e-14
26,2,5.50828267e-14
26,3,1.44499677e-13
26,4,3.16873881e-13
26,5,7.13746139e-13
26,6,1.45771488e-12
26,7,2.80444258e-12
26,8,4.83236999e-12
26,9,7.78770668e-12
26,10,1.11065940e-11
26,11,1.56389329e-11
26,12,2.08604384e-11
26,13,2.72472231e-11
26,14,3.37964624e-11
26,15,4.04509008e-11
26,16,4.53483910e-11
26,17,5.10935195e-11
26,18,3.79696767e-11
26,19,2.82569546e-11
26,20,1.93888065e-11
26,21,1.31636527e-11
26,22,9.15030592e-12
26,23,6.44979858e-12
26,24,4.33125996e-12
26,25,2.88689517e-12
27,1,7.07791383e-15
27,2,2.43355882e-14
27,3,8.33842049e-14
27,4,1.64572809e-13
27,5,3.80978927e-13
27,6,8.92539985e-13
27,7,1.73542631e-12
27,8,3.54289869e-12
27,9,6.05543116e-12
27,10,9.44167591e-12
27,11,1.44288614e-11
27,12,2.06327481e-11
27,13,2.80017390e-11
27,14,3.52576165e-11
27,15,4.17322971e-11
27,16,4.70308600e-11
27,17,5.37632547e-11
27,18,4.02467601e-11
27,19,3.11028061e-11
27,20,2.18316479e-11
27,21,1.55360868e-11
27,22,1.08490541e-11
27,23,7.39710205e-12
27,24,4.84749515e-12
27,25,3.40782341e-12
27,26,2.03719272e-12
