# i,j,K[cm^3/s]
2,1,8.64287006e-12
3,1,5.76123494e-12
3,2,1.06039463e-11
4,1,4.10533790e-12
4,2,8.08456555e-12
4,3,1.20727058e-11
5,1,3.18548908e-12
5,2,6.38351944e-12
5,3,9.98704658e-12
5,4,1.29724696e-11
6,1,2.51843701e-12
6,2,5.16752119e-12
6,3,8.21645978e-12
6,4,1.11605403e-11
6,5,1.37858142e-11
7,1,1.98551510e-12
7,2,4.18200328e-12
7,3,6.87959650e-12
7,4,9.63925225e-12
7,5,1.25050061e-11
7,6,1.53723957e-11
8,1,1.62578440e-12
8,2,3.49335933e-12
8,3,5.89387184e-12
8,4,8.40891217e-12
8,5,1.11668036e-11
8,6,1.41457890e-11
8,7,1.61678967e-11
9,1,1.37964296e-12
9,2,2.98183406e-12
9,3,5.04575236e-12
9,4,7.21611955e-12
9,5,9.71374029e-12
9,6,1.27105054e-11
9,7,1.52665793e-11
9,8,1.80466560e-11
10,1,1.18513220e-12
10,2,2.55425822e-12
10,3,4.32997896e-12
10,4,6.32691830e-12
10,5,8.71599042e-12
10,6,1.15246088e-11
10,7,1.42192430e-11
10,8,1.73630906e-11
10,9,1.98871682e-11
11,1,9.83327259e-13
11,2,2.19497696e-12
11,3,3.78199216e-12
11,4,5.58177106e-12
11,5,7.63457555e-12
11,6,1.03228342e-11
11,7,1.29311631e-11
11,8,1.63122914e-11
11,9,1.96433477e-11
11,10,2.23246314e-11
12,1,8.80703355e-13
12,2,1.89395529e-12
12,3,3.28231610e-12
12,4,4.88920029e-12
12,5,6.83144068e-12
12,6,9.19092933e-12
12,7,1.16478860e-11
12,8,1.50309602e-11
12,9,1.87739900e-11
12,10,2.22441242e-11
12,11,2.51783400e-11
13,1,7.53982217e-13
13,2,1.64455140e-12
13,3,2.81703800e-12
13,4,4.29272335e-12
13,5,6.01411506e-12
13,6,8.18499285e-12
13,7,1.05414680e-11
13,8,1.37129216e-11
13,9,1.73258026e-11
13,10,2.09670216e-11
13,11,2.51773441e-11
13,12,2.82475895e-11
14,1,6.67936207e-13
14,2,1.42189035e-12
14,3,2.48421917e-12
14,4,3.74075589e-12
14,5,5.21429709e-12
14,6,7.22288091e-12
14,7,9.43109145e-12
14,8,1.23952377e-11
14,9,1.57370142e-11
14,10,1.95591856e-11
14,11,2.39996334e-11
14,12,2.82729834e-11
14,13,3.21293974e-11
15,1,5.41509322e-13
15,2,1.18841976e-12
15,3,2.07217293e-12
15,4,3.15840874e-12
15,5,4.50937597e-12
15,6,6.26202685e-12
15,7,8.20226563e-12
15,8,1.09333533e-11
15,9,1.41128859e-11
15,10,1.79354989e-11
15,11,2.26498062e-11
15,12,2.73538521e-11
15,13,3.25199109e-11
15,14,3.74737220e-11
16,1,4.53641628e-13
16,2,1.02237288e-12
16,3,1.80827399e-12
16,4,2.74409079e-12
16,5,3.90293291e-12
16,6,5.49639266e-12
16,7,7.28327265e-12
16,8,9.68586166e-12
16,9,1.26476505e-11
16,10,1.59827084e-11
16,11,2.03994726e-11
16,12,2.49247048e-11
16,13,3.03632552e-11
16,14,3.67937558e-11
16,15,4.34231753e-11
17,1,3.51809467e-13
17,2,7.84905456e-13
17,3,1.40370297e-12
17,4,2.17262258e-12
17,5,3.11845685e-12
17,6,4.42658703e-12
17,7,5.87218008e-12
17,8,7.96514069e-12
17,9,1.04267934e-11
17,10,1.34420402e-11
17,11,1.72658797e-11
17,12,2.14108675e-11
17,13,2.65780601e-11
17,14,3.28164270e-11
17,15,4.05923642e-11
17,16,5.07170981e-11
18,1,3.13811238e-13
18,2,7.31642487e-13
18,3,1.33136738e-12
18,4,2.07299725e-12
18,5,3.05371464e-12
