# i,j,K[cm^3/s]
15,3,2.58652443e-12
15,4,3.97661017e-12
15,5,5.53116445e-12
15,6,7.65336982e-12
15,7,9.92072067e-12
15,8,1.29714897e-11
15,9,1.63217038e-11
15,10,2.01686787e-11
15,11,2.46772358e-11
15,12,2.93466247e-11
15,13,3.49223332e-11
15,14,4.01014829e-11
16,1,5.85467757e-13
16,2,1.30040714e-12
16,3,2.28579623e-12
16,4,3.47543403e-12
16,5,4.95769769e-12
16,6,6.84065008e-12
16,7,8.87704222e-12
16,8,1.15734919e-11
16,9,1.46032806e-11
16,10,1.81286958e-11
16,11,2.25808415e-11
16,12,2.70364582e-11
16,13,3.24219024e-11
16,14,3.83757181e-11
16,15,4.46010521e-11
17,1,4.51718696e-13
17,2,1.02905754e-12
17,3,1.82555982e-12
17,4,2.78841246e-12
17,5,4.01646526e-12
17,6,5.53651764e-12
17,7,7.16735320e-12
17,8,9.49760203e-12
17,9,1.22638560e-11
17,10,1.53513155e-11
17,11,1.92062436e-11
17,12,2.32185852e-11
17,13,2.83709705e-11
17,14,3.41117599e-11
17,15,4.05418802e-11
17,16,4.87128858e-11
18,1,4.30607164e-13
18,2,1.02572871e-12
18,3,1.83952618e-12
18,4,2.79491730e-12
18,5,3.99883264e-12
18,6,5.62428713e-12
18,7,7.34542917e-12
18,8,9.81496031e-12
18,9,1.25579449e-11
18,10,1.58133503e-11
18,11,1.94888694e-11
18,12,2.36799450e-11
18,13,2.89199539e-11
18,14,3.41704821e-11
18,15,4.08075690e-11
18,16,4.80678403e-11
18,17,5.84786840e-11
19,1,3.68888888e-13
19,2,8.76500977e-13
19,3,1.67739555e-12
19,4,2.66485707e-12
19,5,3.96790004e-12
19,6,5.53796650e-12
19,7,7.29001429e-12
19,8,9.75028599e-12
19,9,1.25151009e-11
19,10,1.59169875e-11
19,11,1.97846992e-11
19,12,2.38484252e-11
19,13,2.86693464e-11
19,14,3.45963913e-11
19,15,4.06337384e-11
19,16,4.71800029e-11
19,17,5.64751101e-11
19,18,4.13649413e-11
20,1,2.93749115e-13
20,2,8.19040403e-13
20,3,1.58149942e-12
20,4,2.51903628e-12
20,5,3.80986242e-12
20,6,5.50284966e-12
20,7,7.22092700e-12
20,8,9.73851089e-12
20,9,1.25598016e-11
20,10,1.57208505e-11
20,11,1.97141750e-11
20,12,2.37574108e-11
20,13,2.85021146e-11
20,14,3.38830226e-11
20,15,3.95041326e-11
20,16,4.58294181e-11
20,17,5.31039300e-11
20,18,3.92726349e-11
20,19,2.98621040e-11
21,1,2.13371558e-13
21,2,6.64791059e-13
21,3,1.34329275e-12
21,4,2.29699723e-12
21,5,3.60857139e-12
21,6,5.35504213e-12
21,7,7.15038201e-12
21,8,9.79079916e-12
21,9,1.26366796e-11
21,10,1.59892858e-11
21,11,1.98018653e-11
21,12,2.36728534e-11
21,13,2.86823692e-11
21,14,3.37238726e-11
21,15,3.98824430e-11
21,16,4.59793469e-11
21,17,5.22426905e-11
21,18,3.93076394e-11
21,19,2.97545003e-11
21,20,2.20627667e-11
22,1,1.79933295e-13
22,2,5.33673972e-13
22,3,1.17891917e-12
22,4,2.06037106e-12
22,5,3.22553394e-12
22,6,4.97406036e-12
22,7,6.82591139e-12
22,8,9.41512207e-12
22,9,1.22793781e-11
22,10,1.56019936e-11
22,11,1.95784500e-11
22,12,2.36229494e-11
22,13,2.85428484e-11
22,14,3.35669103e-11
22,15,3.88868429e-11
22,16,4.46826014e-11
22,17,5.13239867e-11
22,18,3.82094870e-11
22,19,2.96306539e-11
22,20,2.22267661e-11
22,21,1.65710993e-11
23,1,1.26154655e-13
23,2,4.10465767e-13
23,3,1.01220382e-12
23,4,1.79327816e-12
23,5,2.91616801e-12
23,6,4.50870840e-12
23,7,6.33007030e-12
23,8,8.82215749e-12
23,9,1.16325843e-11
23,10,1.49724154e-11
23,11,1.93440701e-11
23,12,2.31189358e-11
23,13,2.82972899e-11
23,14,3.38047805e-11
23,15,3.96707892e-11
23,16,4.52865299e-11
23,17,5.18466121e-11
23,18,3.87900254e-11
23,19,3.01467660e-11
23,20,2.28844836e-11
23,21,1.75817643e-11
23,22,1.27774463e-11
24,1,9.63315067e-14
24,2,3.00397024e-13
24,3,7.03252978e-13
24,4,1.38214996e-12
24,5,2.35539374e-12
24,6,3.88138182e-12
24,7,5.74514241e-12
24,8,8.16549652e-12
24,9,1.11415819e-11
24,10,1.49848597e-11
24,11,1.92738609e-11
24,12,2.35376835e-11
24,13,2.92484116e-11
24,14,3.48963457e-11
24,15,4.11162101e-11
24,16,4.59852789e-11
24,17,5.25493154e-11
24,18,3.94494475e-11
24,19,3.10200477e-11
24,20,2.28111291e-11
24,21,1.74254008e-11
24,22,1.35752951e-11
24,23,1.03491205e-11
25,1,6.14734731e-14
25,2,1.99217125e-13
25,3,4.78125118e-13
25,4,1.03166901e-12
25,5,1.89415192e-12
25,6,3.40013022e-12
25,7,5.41761553e-12
25,8,7.81195872e-12
25,9,1.10411804e-11
25,10,1.47421610e-11
25,11,1.92647050e-11
25,12,2.37568421e-11
25,13,2.94643615e-11
25,14,3.48814408e-11
25,15,4.03496068e-11
25,16,4.60717910e-11
25,17,5.20453921e-11
25,18,3.95158885e-11
25,19,3.11494057e-11
25,20,2.33196211e-11
25,21,1.78664830e-11
25,22,1.37961798e-11
25,23,1.05079068e-11
25,24,7.50692991e-12
26,1,3.17091901e-14
26,2,9.14895360e-14
26,3,2.68657413e-13
26,4,6.63135458e-13
26,5,1.32919657e-12
26,6,2.42347948e-12
26,7,4.37828331e-12
26,8,6.74431661e-12
26,9,9.94273627e-12
26,10,1.41865250e-11
26,11,1.89290126e-11
26,12,2.38860793e-11
26,13,3.04405784e-11
26,14,3.66697201e-11
26,15,4.25042076e-11
26,16,4.73210900e-11
26,17,5.49507411e-11
26,18,4.09710411e-11
26,19,3.28196920e-11
26,20,2.45603939e-11
26,21,1.90061004e-11
26,22,1.48868459e-11
26,23,1.11095395e-11
26,24,8.12949566e-12
26,25,5.77744813e-12
27,1,2.66419887e-14
27,2,8.28350616e-14
27,3,2.02661401e-13
27,4,3.87602122e-13
27,5,7.59007173e-13
27,6,1.56848399e-12
27,7,3.01109146e-12
27,8,5.32715553e-12
27,9,8.53561656e-12
27,10,1.25405330e-11
27,11,1.71956196e-11
27,12,2.28372206e-11
27,13,3.00850213e-11
27,14,3.72913672e-11
27,15,4.43901360e-11
27,16,4.99046688e-11
27,17,5.67260414e-11
27,18,4.29221387e-11
27,19,3.33037428e-11
27,20,2.53095157e-11
27,21,1.92201273e-11
27,22,1.52042479e-11
27,23,1.29642341e-11
27,24,9.03864682e-12
27,25,6.27833572e-12
27,26,4.41331365e-12
