# i,j,K[cm^3/s]
26,25,1.96880246e-10
27,1,0.00000000e+00
27,2,0.00000000e+00
27,3,0.00000000e+00
27,4,4.21734511e-16
27,5,1.16545139e-14
27,6,5.21990521e-14
27,7,9.80123582e-14
27,8,1.51724474e-13
27,9,2.87773979e-13
27,10,3.69928002e-13
27,11,5.29446647e-13
27,12,6.85083768e-13
27,13,8.83371675e-13
27,14,1.15672938e-12
27,15,1.51183601e-12
27,16,1.82852244e-12
27,17,2.23615032e-12
27,18,2.14815284e-12
27,19,2.10297745e-12
27,20,2.28075688e-12
27,21,3.08067855e-12
27,22,4.19214064e-12
27,23,7.62336758e-12
27,24,1.39624708e-11
27,25,3.33765075e-11
27,26,2.04932402e-10
