# i,j,K[cm^3/s]
2,1,1.93723797e-10
3,1,4.73702683e-11
3,2,2.27478849e-10
4,1,1.95082905e-11
4,2,6.48367088e-11
4,3,2.41307703e-10
5,1,1.04360539e-11
5,2,3.16916432e-11
5,3,7.88054158e-11
5,4,2.49806183e-10
6,1,5.97718621e-12
6,2,1.70576184e-11
6,3,3.84620554e-11
6,4,8.26582627e-11
6,5,2.49786314e-10
7,1,3.74151491e-12
7,2,9.63892471e-12
7,3,2.10557933e-11
7,4,4.08377339e-11
7,5,8.42455177e-11
7,6,2.54933238e-10
8,1,2.56617106e-12
8,2,6.54483886e-12
8,3,1.32720685e-11
8,4,2.36178081e-11
8,5,4.22617200e-11
8,6,8.64713415e-11
8,7,2.47210925e-10
9,1,1.94221079e-12
9,2,4.56574326e-12
9,3,8.59801638e-12
9,4,1.43507205e-11
9,5,2.40794954e-11
9,6,4.33216168e-11
9,7,8.17592823e-11
9,8,2.49949871e-10
10,1,1.40203754e-12
10,2,3.28402029e-12
10,3,5.96467913e-12
10,4,9.54780700e-12
10,5,1.52251176e-11
10,6,2.52886936e-11
10,7,4.17520667e-11
10,8,8.22858888e-11
10,9,2.48204989e-10
11,1,1.05349858e-12
11,2,2.43874453e-12
11,3,4.22501453e-12
11,4,6.62712654e-12
11,5,1.01750491e-11
11,6,1.60505862e-11
11,7,2.40967488e-11
11,8,4.17724585e-11
11,9,7.98733622e-11
11,10,2.44931610e-10
12,1,9.12731775e-13
12,2,1.86628229e-12
12,3,3.22781387e-12
12,4,4.79387722e-12
12,5,7.14909372e-12
12,6,1.07740288e-11
12,7,1.53009539e-11
12,8,2.40456313e-11
12,9,4.02166671e-11
12,10,7.81269620e-11
12,11,2.41150454e-10
13,1,6.90254646e-13
13,2,1.49578616e-12
13,3,2.56182550e-12
13,4,3.76445064e-12
13,5,5.27530573e-12
13,6,7.57778966e-12
13,7,1.04012863e-11
13,8,1.54429132e-11
13,9,2.32550358e-11
13,10,3.84272211e-11
13,11,7.36081913e-11
13,12,2.34526066e-10
14,1,5.32438280e-13
14,2,1.11947102e-12
14,3,1.92343944e-12
14,4,2.79730037e-12
14,5,4.06612115e-12
14,6,5.66233899e-12
14,7,7.41172039e-12
14,8,1.06619549e-11
14,9,1.49811405e-11
14,10,2.22709385e-11
14,11,3.61802288e-11
14,12,6.73928510e-11
14,13,2.31532408e-10
15,1,4.58223302e-13
15,2,9.34686557e-13
15,3,1.59538246e-12
15,4,2.30929180e-12
15,5,3.21732750e-12
15,6,4.46398648e-12
15,7,5.71875690e-12
15,8,7.69663680e-12
15,9,1.03435584e-11
15,10,1.43852004e-11
15,11,2.10290525e-11
15,12,3.31250110e-11
15,13,6.37818488e-11
15,14,2.25005413e-10
16,1,3.55687105e-13
16,2,7.46493304e-13
16,3,1.27585349e-12
16,4,1.85810998e-12
16,5,2.56816339e-12
16,6,3.42555452e-12
16,7,4.31501477e-12
16,8,5.76635871e-12
16,9,7.35757217e-12
16,10,9.94650648e-12
16,11,1.37757518e-11
16,12,1.96455802e-11
16,13,3.12778931e-11
16,14,5.94421247e-11
16,15,2.11590230e-10
17,1,2.65299107e-13
17,2,5.66319190e-13
17,3,9.52654177e-13
17,4,1.37225045e-12
17,5,1.88047436e-12
17,6,2.49518694e-12
17,7,3.10209608e-12
17,8,4.15483676e-12
17,9,5.25815176e-12
17,10,6.69374517e-12
17,11,8.91523928e-12
17,12,1.18919183e-11
17,13,1.71747819e-11
17,14,2.72498792e-11
17,15,5.00559173e-11
17,16,1.88538705e-10
18,1,1.98238579e-13
18,2,4.00161515e-13
18,3,6.74541413e-13
18,4,9.93856062e-13
18,5,1.39952193e-12
18,6,1.87497922e-12
18,7,2.33143699e-12
18,8,3.08178079e-12
18,9,3.99257060e-12
18,10,5.18901884e-12
18,11,6.94349637e-12
18,12,9.04157033e-12
18,13,1.22311995e-11
18,14,1.83781705e-11
18,15,2.85873470e-11
18,16,5.30994367e-11
18,17,2.17597771e-10
19,1,1.27918176e-13
19,2,2.87041810e-13
19,3,5.18286536e-13
19,4,7.55439989e-13
19,5,1.05464659e-12
19,6,1.41245919e-12
19,7,1.77879543e-12
19,8,2.35472355e-12
19,9,2.99049797e-12
19,10,3.94343914e-12
19,11,5.16519972e-12
19,12,6.73963577e-12
19,13,9.02943580e-12
19,14,1.25510400e-11
19,15,1.80570410e-11
19,16,2.91512595e-11
19,17,5.69629542e-11
19,18,2.14455336e-10
20,1,1.06920690e-13
20,2,2.18371608e-13
20,3,3.83951106e-13
20,4,5.70414411e-13
20,5,8.02018578e-13
20,6,1.11845025e-12
20,7,1.35319833e-12
20,8,1.81312522e-12
20,9,2.25239381e-12
20,10,2.94346252e-12
20,11,3.75580577e-12
20,12,4.88763823e-12
20,13,6.52374962e-12
20,14,8.81328821e-12
20,15,1.17397163e-11
20,16,1.80286023e-11
20,17,3.06416123e-11
20,18,5.24929210e-11
20,19,2.21427281e-10
21,1,6.71508760e-14
21,2,1.81579018e-13
21,3,2.97856918e-13
21,4,4.61217924e-13
21,5,6.40470786e-13
21,6,8.82322010e-13
21,7,1.08551033e-12
21,8,1.39641064e-12
21,9,1.73016437e-12
21,10,2.23326520e-12
21,11,2.80957310e-12
21,12,3.61440475e-12
21,13,4.53990226e-12
21,14,6.14788592e-12
21,15,8.11807360e-12
21,16,1.18893946e-11
21,17,1.85801126e-11
21,18,2.74758221e-11
21,19,5.18212858e-11
21,20,2.19219595e-10
22,1,4.61406558e-14
22,2,1.04655957e-13
22,3,2.08496267e-13
22,4,2.98703651e-13
22,5,4.35540070e-13
22,6,6.36086692e-13
22,7,8.01881200e-13
22,8,1.06018458e-12
22,9,1.36026338e-12
22,10,1.72665454e-12
22,11,2.12813800e-12
22,12,2.66371145e-12
22,13,3.44207087e-12
22,14,4.52013849e-12
22,15,5.81235777e-12
22,16,8.13808809e-12
22,17,1.18418796e-11
22,18,1.59361283e-11
22,19,2.56717575e-11
22,20,4.81337088e-11
22,21,2.20033021e-10
23,1,1.87242383e-14
23,2,5.11102513e-14
23,3,1.00861411e-13
23,4,1.89708086e-13
23,5,2.25731991e-13
23,6,3.53626772e-13
23,7,5.42458117e-13
23,8,7.34211134e-13
23,9,9.38892577e-13
23,10,1.19913268e-12
23,11,1.60990899e-12
23,12,1.98094345e-12
23,13,2.45344522e-12
23,14,3.20460545e-12
23,15,4.13551781e-12
23,16,5.69085965e-12
23,17,7.90579731e-12
23,18,9.65689325e-12
23,19,1.36663749e-11
23,20,2.23212481e-11
23,21,4.58937870e-11
23,22,2.11185226e-10
24,1,5.01794500e-15
24,2,1.48767633e-14
24,3,4.89292403e-14
24,4,8.23176069e-14
24,5,1.55173439e-13
24,6,2.17285864e-13
24,7,3.00560421e-13
24,8,3.91943248e-13
24,9,6.03379104e-13
24,10,7.96345331e-13
24,11,1.13716673e-12
24,12,1.40396111e-12
24,13,1.77184208e-12
24,14,2.42159471e-12
24,15,3.00921808e-12
24,16,4.27903487e-12
24,17,5.70059549e-12
24,18,6.51425014e-12
24,19,8.14593690e-12
24,20,1.18846710e-11
24,21,2.14502807e-11
24,22,4.42259724e-11
24,23,2.14749949e-10
25,1,2.94409764e-17
25,2,1.05062682e-14
25,3,2.40705488e-14
25,4,7.04825112e-14
25,5,9.16806833e-14
25,6,1.83273577e-13
25,7,2.22268773e-13
25,8,3.47764103e-13
25,9,5.22829110e-13
25,10,6.51326727e-13
25,11,9.79312263e-13
25,12,1.18006189e-12
25,13,1.43934600e-12
25,14,1.85844780e-12
25,15,2.32852048e-12
25,16,2.87661021e-12
25,17,3.94443236e-12
25,18,4.31087947e-12
25,19,5.37566247e-12
25,20,6.91937399e-12
25,21,1.10703528e-11
25,22,2.09714674e-11
25,23,4.30246168e-11
25,24,2.03650587e-10
26,1,0.00000000e+00
26,2,0.00000000e+00
26,3,5.49192665e-15
26,4,1.93689994e-14
26,5,5.10567897e-14
26,6,9.13780508e-14
26,7,1.77448047e-13
26,8,2.40128836e-13
26,9,3.35789835e-13
26,10,4.85864349e-13
26,11,6.66083787e-13
26,12,9.11360707e-13
26,13,1.26012952e-12
26,14,1.45950798e-12
26,15,1.82996879e-12
26,16,2.24459726e-12
26,17,2.72096764e-12
26,18,2.84092445e-12
26,19,3.08599858e-12
26,20,3.61025319e-12
26,21,5.27791603e-12
26,22,9.52032265e-12
26,23,1.80839425e-11
26,24,3.66323334e-11
