# i,j,K[cm^3/s]
2,1,1.79771938e-10
3,1,4.30191142e-11
3,2,2.13048980e-10
4,1,1.70505712e-11
4,2,5.76458442e-11
4,3,2.19855226e-10
5,1,8.61893541e-12
5,2,2.66463614e-11
5,3,6.94668751e-11
5,4,2.27186824e-10
6,1,5.09923257e-12
6,2,1.39565750e-11
6,3,3.21404053e-11
6,4,7.26776416e-11
6,5,2.26731727e-10
7,1,3.09322322e-12
7,2,8.22242074e-12
7,3,1.73317472e-11
7,4,3.40979335e-11
7,5,7.39637729e-11
7,6,2.30500911e-10
8,1,2.06649313e-12
8,2,5.51124107e-12
8,3,1.09093401e-11
8,4,1.94452629e-11
8,5,3.64791006e-11
8,6,7.69036184e-11
8,7,2.24576160e-10
9,1,1.53104828e-12
9,2,3.68328472e-12
9,3,6.95605980e-12
9,4,1.17884601e-11
9,5,2.03075284e-11
9,6,3.75006813e-11
9,7,7.40049899e-11
9,8,2.26839701e-10
10,1,1.10475609e-12
10,2,2.66774440e-12
10,3,4.87513704e-12
10,4,7.83829839e-12
10,5,1.26731007e-11
10,6,2.11302913e-11
10,7,3.63422089e-11
10,8,7.45729637e-11
10,9,2.23604233e-10
11,1,8.12519191e-13
11,2,1.84398583e-12
11,3,3.39848775e-12
11,4,5.32416151e-12
11,5,8.29299163e-12
11,6,1.29816557e-11
11,7,2.02098836e-11
11,8,3.60248842e-11
11,9,7.15153302e-11
11,10,2.22439200e-10
12,1,6.54934649e-13
12,2,1.44437533e-12
12,3,2.49369305e-12
12,4,3.80077600e-12
12,5,5.72817290e-12
12,6,8.65175468e-12
12,7,1.25776105e-11
12,8,2.02236348e-11
12,9,3.39775686e-11
12,10,6.89978554e-11
12,11,2.21607803e-10
13,1,5.19947928e-13
13,2,1.13489120e-12
13,3,1.92986076e-12
13,4,2.84776743e-12
13,5,4.13379039e-12
13,6,6.05596839e-12
13,7,8.57361239e-12
13,8,1.26858701e-11
13,9,1.92389672e-11
13,10,3.26750624e-11
13,11,6.62998777e-11
13,12,2.13823055e-10
14,1,4.20633260e-13
14,2,9.01478653e-13
14,3,1.52667818e-12
14,4,2.23059494e-12
14,5,3.15771644e-12
14,6,4.48451966e-12
14,7,5.98637780e-12
14,8,8.48903522e-12
14,9,1.20678577e-11
14,10,1.81217143e-11
14,11,3.07243490e-11
14,12,6.08522490e-11
14,13,2.08975309e-10
15,1,3.41987010e-13
15,2,7.34654127e-13
15,3,1.21333327e-12
15,4,1.74636149e-12
15,5,2.50255378e-12
15,6,3.46158133e-12
15,7,4.46654339e-12
15,8,6.09037802e-12
15,9,8.09379752e-12
15,10,1.14580791e-11
15,11,1.72393794e-11
15,12,2.80380118e-11
15,13,5.66981839e-11
15,14,2.01435744e-10
16,1,2.88080103e-13
16,2,5.99078291e-13
16,3,9.95223007e-13
16,4,1.42366371e-12
16,5,1.96754322e-12
16,6,2.69798858e-12
16,7,3.36702178e-12
16,8,4.51645667e-12
16,9,5.89758216e-12
16,10,7.86660527e-12
16,11,1.08318634e-11
16,12,1.58082736e-11
16,13,2.59054705e-11
16,14,5.18193019e-11
16,15,1.88872106e-10
17,1,2.02132108e-13
17,2,4.48815317e-13
17,3,7.38800358e-13
17,4,1.06190277e-12
17,5,1.46266506e-12
17,6,1.97332690e-12
17,7,2.47745581e-12
17,8,3.20493544e-12
17,9,4.08802857e-12
17,10,5.25786064e-12
17,11,7.03457795e-12
17,12,9.39620365e-12
17,13,1.38284372e-11
17,14,2.26993700e-11
17,15,4.34644181e-11
17,16,1.65373963e-10
18,1,1.39431297e-13
18,2,3.01447132e-13
18,3,5.25287632e-13
18,4,7.67932207e-13
18,5,1.04621273e-12
18,6,1.43329650e-12
18,7,1.85585210e-12
18,8,2.45892407e-12
18,9,3.10323487e-12
18,10,4.08797530e-12
18,11,5.40178965e-12
18,12,7.07684926e-12
18,13,9.82845106e-12
18,14,1.44972084e-11
18,15,2.30245819e-11
18,16,4.59399149e-11
18,17,1.91452316e-10
19,1,9.93271263e-14
19,2,2.33732408e-13
19,3,3.97484072e-13
19,4,5.82171110e-13
19,5,8.03822642e-13
19,6,1.09967152e-12
19,7,1.42535875e-12
19,8,1.86362493e-12
19,9,2.39634524e-12
19,10,3.09974379e-12
19,11,4.05597833e-12
19,12,5.21078046e-12
19,13,7.07372168e-12
19,14,9.91701006e-12
19,15,1.43499971e-11
19,16,2.39120977e-11
19,17,4.91741253e-11
19,18,1.87463847e-10
20,1,7.46415419e-14
20,2,1.68672395e-13
20,3,3.09760605e-13
20,4,4.32754434e-13
20,5,5.97556260e-13
20,6,8.46891704e-13
20,7,1.09436151e-12
20,8,1.43815039e-12
20,9,1.80508693e-12
20,10,2.30317123e-12
20,11,2.95329164e-12
20,12,3.66914309e-12
20,13,4.85724922e-12
20,14,6.64625458e-12
20,15,9.09459130e-12
20,16,1.40544374e-11
20,17,2.44136773e-11
20,18,4.36516759e-11
20,19,1.93524696e-10
21,1,5.60393345e-14
21,2,1.20983598e-13
21,3,2.07022457e-13
21,4,3.15077646e-13
21,5,4.45423040e-13
21,6,6.22747468e-13
21,7,7.87056529e-13
21,8,1.05407021e-12
21,9,1.31029951e-12
21,10,1.70751055e-12
21,11,2.19678572e-12
21,12,2.72088196e-12
21,13,3.51158132e-12
21,14,4.75239445e-12
21,15,6.20384016e-12
21,16,9.10922555e-12
21,17,1.40962701e-11
21,18,2.12223193e-11
21,19,4.33224940e-11
21,20,1.92449411e-10
22,1,2.60816588e-14
22,2,7.50041735e-14
22,3,1.46253107e-13
22,4,2.20366270e-13
22,5,3.12394576e-13
22,6,4.29849668e-13
22,7,5.59459754e-13
22,8,7.54999469e-13
22,9,9.70944628e-13
22,10,1.24029481e-12
22,11,1.64262802e-12
22,12,1.96040820e-12
22,13,2.60469613e-12
22,14,3.41976260e-12
22,15,4.35424999e-12
22,16,6.18840678e-12
22,17,9.28704047e-12
22,18,1.20446559e-11
22,19,1.99298156e-11
22,20,4.03483224e-11
22,21,1.90205464e-10
23,1,1.34955262e-14
23,2,4.29309390e-14
23,3,8.36669359e-14
23,4,1.35301078e-13
23,5,2.11924484e-13
23,6,3.02807228e-13
23,7,4.00724306e-13
23,8,5.33382995e-13
23,9,6.76341872e-13
23,10,8.90115151e-13
23,11,1.14894774e-12
23,12,1.44020623e-12
23,13,1.84458699e-12
23,14,2.53091842e-12
23,15,3.11251426e-12
23,16,4.38143459e-12
23,17,6.20575478e-12
23,18,7.72401421e-12
23,19,1.10453393e-11
23,20,1.76273450e-11
23,21,3.95222435e-11
23,22,1.85900948e-10
24,1,3.89446016e-15
24,2,1.72653547e-14
24,3,4.26802785e-14
24,4,7.23383691e-14
24,5,1.01970099e-13
24,6,1.67219081e-13
24,7,2.53982736e-13
24,8,3.51406001e-13
24,9,4.74349141e-13
24,10,6.39259428e-13
24,11,8.10873672e-13
24,12,1.03339242e-12
24,13,1.40914445e-12
24,14,1.79927122e-12
24,15,2.21504982e-12
24,16,2.97082007e-12
24,17,4.10797509e-12
24,18,4.73723240e-12
24,19,6.14535745e-12
24,20,8.98836055e-12
24,21,1.63811861e-11
24,22,3.69182216e-11
24,23,1.86196169e-10
25,1,6.08920874e-16
25,2,5.17790230e-15
25,3,1.38424579e-14
25,4,3.32327661e-14
25,5,5.86910053e-14
25,6,1.09111281e-13
25,7,1.66140914e-13
25,8,2.54968819e-13
25,9,3.00448044e-13
25,10,4.22510801e-13
25,11,5.70673523e-13
25,12,7.45292275e-13
25,13,9.83698668e-13
25,14,1.32220785e-12
25,15,1.63542063e-12
25,16,2.16482335e-12
25,17,2.94599984e-12
25,18,3.09802656e-12
25,19,3.54382885e-12
25,20,5.04891809e-12
25,21,7.92101637e-12
25,22,1.52888334e-11
25,23,3.52963350e-11
25,24,1.72139413e-10
26,1,0.00000000e+00
26,2,9.69539033e-17
26,3,6.61334985e-15
26,4,9.46668681e-15
26,5,2.63795698e-14
26,6,6.40598993e-14
26,7,1.09568664e-13
26,8,1.74842667e-13
26,9,2.24335873e-13
26,10,3.52324022e-13
26,11,4.51179815e-13
26,12,5.55909535e-13
26,13,7.93316015e-13
26,14,1.03910594e-12
26,15,1.24884176e-12
26,16,1.58367612e-12
26,17,2.04713850e-12
26,18,2.08725579e-12
26,19,2.13164814e-12
26,20,2.60000768e-12
26,21,3.99547883e-12
26,22,6.90697934e-12
26,23,1.32576147e-11
26,24,2.97440620e-11
26,25,1.67014547e-10
27,1,0.00000000e+00
27,2,0.00000000e+00
27,3,0.00000000e+00
27,4,1.71206774e-15
27,5,9.09289401e-15
27,6,3.03170639e-14
27,7,6.24649386e-14
27,8,9.24979999e-14
27,9,1.71516849e-13
27,10,2.72238141e-13
27,11,4.15964919e-13
27,12,4.92562348e-13
27,13,7.31451319e-13
27,14,8.95873747e-13
27,15,1.16508684e-12
27,16,1.42411100e-12
27,17,1.70272080e-12
27,18,1.56155885e-12
27,19,1.51098223e-12
27,20,1.50595037e-12
27,21,2.02433667e-12
27,22,3.23775258e-12
27,23,6.14556918e-12
27,24,1.10600206e-11
27,25,2.84783051e-11
27,26,1.65674640e-10
