# i,E[eV]
1,-4.59238174e+00
2,-3.75532886e+00
3,-2.85461044e+00
4,-1.94238602e+00
5,-1.02151465e+00
6,-1.16651301e-01
7,7.54480978e-01
8,1.66663888e+00
9,2.55145231e+00
