O2(2)+O=O2(1)+O:5.6010e-11,+0.0000E+00,+0.0000E+00,5
O2(3)+O=O2(1)+O:1.4350e-11,+0.0000E+00,+0.0000E+00,5
O2(3)+O=O2(2)+O:7.2273e-11,+0.0000E+00,+0.0000E+00,5
O2(4)+O=O2(1)+O:6.2337e-12,+0.0000E+00,+0.0000E+00,5
O2(4)+O=O2(2)+O:1.2149e-11,+0.0000E+00,+0.0000E+00,5
O2(4)+O=O2(3)+O:4.1685e-11,+0.0000E+00,+0.0000E+00,5
O2(5)+O=O2(1)+O:3.6446e-12,+0.0000E+00,+0.0000E+00,5
O2(5)+O=O2(2)+O:4.2776e-12,+0.0000E+00,+0.0000E+00,5
O2(5)+O=O2(3)+O:5.0683e-12,+0.0000E+00,+0.0000E+00,5
O2(5)+O=O2(4)+O:6.3323e-11,+0.0000E+00,+0.0000E+00,5
O2(6)+O=O2(1)+O:3.0031e-12,+0.0000E+00,+0.0000E+00,5
O2(6)+O=O2(2)+O:2.9945e-12,+0.0000E+00,+0.0000E+00,5
O2(6)+O=O2(3)+O:3.1100e-12,+0.0000E+00,+0.0000E+00,5
O2(6)+O=O2(4)+O:1.1891e-11,+0.0000E+00,+0.0000E+00,5
O2(6)+O=O2(5)+O:9.2214e-11,+0.0000E+00,+0.0000E+00,5
O2(6)+O=O2(7)+O:1.7805e-12,+0.0000E+00,+0.0000E+00,5
O2(6)+O=O2(8)+O:3.3258e-12,+0.0000E+00,+0.0000E+00,5
O2(6)+O=O2(9)+O:4.8256e-12,+0.0000E+00,+0.0000E+00,5
O2(7)+O=O2(1)+O:1.4890e-10,+0.0000E+00,+0.0000E+00,5
O2(7)+O=O2(2)+O:2.2998e-11,+0.0000E+00,+0.0000E+00,5
O2(7)+O=O2(3)+O:5.3230e-12,+0.0000E+00,+0.0000E+00,5
O2(7)+O=O2(4)+O:5.3686e-12,+0.0000E+00,+0.0000E+00,5
O2(7)+O=O2(5)+O:3.2051e-12,+0.0000E+00,+0.0000E+00,5
O2(8)+O=O2(1)+O:1.6579e-11,+0.0000E+00,+0.0000E+00,5
O2(8)+O=O2(2)+O:7.8949e-11,+0.0000E+00,+0.0000E+00,5
O2(8)+O=O2(3)+O:6.4606e-11,+0.0000E+00,+0.0000E+00,5
O2(8)+O=O2(4)+O:2.5925e-11,+0.0000E+00,+0.0000E+00,5
O2(8)+O=O2(5)+O:4.5802e-12,+0.0000E+00,+0.0000E+00,5
O2(8)+O=O2(7)+O:6.2905e-11,+0.0000E+00,+0.0000E+00,5
O2(9)+O=O2(1)+O:2.8841e-12,+0.0000E+00,+0.0000E+00,5
O2(9)+O=O2(2)+O:6.3069e-12,+0.0000E+00,+0.0000E+00,5
O2(9)+O=O2(3)+O:1.7823e-11,+0.0000E+00,+0.0000E+00,5
O2(9)+O=O2(4)+O:1.5602e-10,+0.0000E+00,+0.0000E+00,5
O2(9)+O=O2(5)+O:2.4089e-11,+0.0000E+00,+0.0000E+00,5
O2(9)+O=O2(7)+O:5.7767e-12,+0.0000E+00,+0.0000E+00,5
O2(9)+O=O2(8)+O:8.4812e-11,+0.0000E+00,+0.0000E+00,5
O2(10)+O=O2(1)+O:1.8228e-12,+0.0000E+00,+0.0000E+00,5
O2(10)+O=O2(2)+O:2.1907e-12,+0.0000E+00,+0.0000E+00,5
O2(10)+O=O2(3)+O:2.7838e-12,+0.0000E+00,+0.0000E+00,5
O2(10)+O=O2(4)+O:3.4452e-11,+0.0000E+00,+0.0000E+00,5
O2(10)+O=O2(5)+O:2.1290e-10,+0.0000E+00,+0.0000E+00,5
