# i,j,K[cm^3/s]
19,2,2.04258673e-13
19,3,3.55022381e-13
19,4,5.10185651e-13
19,5,7.28904261e-13
19,6,9.80638373e-13
19,7,1.25513419e-12
19,8,1.67747109e-12
19,9,2.12202952e-12
19,10,2.79666534e-12
19,11,3.60340619e-12
19,12,4.70560535e-12
19,13,6.50032527e-12
19,14,9.21247245e-12
19,15,1.33479446e-11
19,16,2.24662453e-11
19,17,4.54861996e-11
19,18,1.77709385e-10
20,1,6.12708493e-14
20,2,1.34112022e-13
20,3,2.45073132e-13
20,4,3.71549579e-13
20,5,5.43686050e-13
20,6,7.09379403e-13
20,7,9.40116385e-13
20,8,1.25987691e-12
20,9,1.54702348e-12
20,10,2.04624159e-12
20,11,2.59610526e-12
20,12,3.30144743e-12
20,13,4.42439460e-12
20,14,6.10799257e-12
20,15,8.43502490e-12
20,16,1.31321790e-11
20,17,2.29843736e-11
20,18,4.12852081e-11
20,19,1.82757332e-10
21,1,5.31547907e-14
21,2,1.21061413e-13
21,3,1.95669175e-13
21,4,2.91155111e-13
21,5,4.05604273e-13
21,6,5.42379033e-13
21,7,6.91360634e-13
21,8,9.58152152e-13
21,9,1.21936037e-12
21,10,1.55519218e-12
21,11,1.95341761e-12
21,12,2.40620809e-12
21,13,3.16690661e-12
21,14,4.24168031e-12
21,15,5.69754530e-12
21,16,8.41085709e-12
21,17,1.34720730e-11
21,18,2.02308405e-11
21,19,4.01725302e-11
21,20,1.81332066e-10
22,1,3.45249784e-14
22,2,6.98523593e-14
22,3,1.24683293e-13
22,4,1.78802580e-13
22,5,2.65266246e-13
22,6,3.86892671e-13
22,7,5.06481206e-13
22,8,6.66985629e-13
22,9,8.85415631e-13
22,10,1.17675734e-12
22,11,1.45847441e-12
22,12,1.78286920e-12
22,13,2.23844271e-12
22,14,3.02451436e-12
22,15,3.83656918e-12
22,16,5.57749450e-12
22,17,8.41317581e-12
22,18,1.14365747e-11
22,19,1.86467755e-11
22,20,3.70361273e-11
22,21,1.81232707e-10
23,1,1.63859192e-14
23,2,3.58196384e-14
23,3,7.99374669e-14
23,4,1.14114730e-13
23,5,1.73147121e-13
23,6,2.55600379e-13
23,7,3.35125466e-13
23,8,4.72038097e-13
23,9,6.11830365e-13
23,10,7.76907441e-13
23,11,9.53622561e-13
23,12,1.19388774e-12
23,13,1.67028099e-12
23,14,2.16663647e-12
23,15,2.67730840e-12
23,16,3.88786153e-12
23,17,5.26498935e-12
23,18,6.61986476e-12
23,19,9.88311023e-12
23,20,1.67106523e-11
23,21,3.58908144e-11
23,22,1.73562762e-10
24,1,3.56048686e-15
24,2,1.74863595e-14
24,3,3.03002158e-14
24,4,6.05993685e-14
24,5,1.01504940e-13
24,6,1.35999719e-13
24,7,1.78459988e-13
24,8,2.97355113e-13
24,9,3.73892839e-13
24,10,4.83239424e-13
24,11,6.51523517e-13
24,12,8.59844997e-13
24,13,1.19481333e-12
24,14,1.46258394e-12
24,15,1.89766778e-12
24,16,2.70302644e-12
24,17,3.58204157e-12
24,18,4.20461465e-12
24,19,5.71722487e-12
24,20,8.31503412e-12
24,21,1.59611999e-11
24,22,3.38283401e-11
24,23,1.75732555e-10
25,1,9.73528935e-16
25,2,2.65050116e-15
25,3,2.06645858e-14
25,4,3.47561273e-14
25,5,4.99727936e-14
25,6,8.32834271e-14
25,7,1.26324329e-13
25,8,2.01924898e-13
25,9,2.88760749e-13
25,10,4.09312662e-13
25,11,5.17092933e-13
25,12,7.17104681e-13
25,13,8.92624119e-13
25,14,1.13559596e-12
25,15,1.47021383e-12
25,16,1.86655298e-12
25,17,2.52416888e-12
25,18,2.85349901e-12
25,19,3.36917920e-12
25,20,4.45042555e-12
25,21,7.49506925e-12
25,22,1.46394579e-11
25,23,3.27134884e-11
25,24,1.60740323e-10
26,1,0.00000000e+00
26,2,8.21826910e-18
26,3,3.93402564e-15
26,4,1.78830570e-14
26,5,1.68169567e-14
26,6,4.11830694e-14
26,7,8.37146209e-14
26,8,1.36267065e-13
26,9,1.91543679e-13
26,10,2.57501397e-13
26,11,4.19404968e-13
26,12,4.79198950e-13
26,13,6.40474878e-13
26,14,7.95305295e-13
26,15,1.01895330e-12
26,16,1.27999989e-12
26,17,1.67499619e-12
26,18,1.68506641e-12
26,19,1.82763519e-12
26,20,2.24787718e-12
26,21,3.52477118e-12
26,22,6.28916930e-12
26,23,1.30034239e-11
26,24,2.62084519e-11
26,25,1.55292314e-10
27,1,0.00000000e+00
27,2,0.00000000e+00
27,3,2.95077491e-17
27,4,1.11916424e-15
27,5,1.10624491e-15
27,6,2.60947788e-14
27,7,4.04987211e-14
27,8,7.53497184e-14
27,9,1.27981675e-13
27,10,1.91507530e-13
27,11,3.25020906e-13
27,12,4.32398163e-13
27,13,5.63979562e-13
27,14,6.51805207e-13
27,15,8.10717111e-13
27,16,1.07319557e-12
27,17,1.50144464e-12
27,18,1.22074680e-12
27,19,1.32032962e-12
27,20,1.25530091e-12
27,21,1.65885627e-12
27,22,3.25795564e-12
27,23,5.27715632e-12
27,24,9.55433417e-12
27,25,2.53077497e-11
27,26,1.54698101e-10
