# i,j,K[cm^3/s]
2,1,1.34831631e-10
3,1,1.37289226e-11
3,2,1.65923423e-10
4,1,4.20386156e-12
4,2,2.10085794e-11
4,3,1.67731809e-10
5,1,1.87332489e-12
5,2,6.91187421e-12
5,3,2.13516649e-11
5,4,1.55333742e-10
6,1,9.29165204e-13
6,2,3.16199499e-12
6,3,7.36790905e-12
6,4,1.83872163e-11
6,5,1.27033379e-10
7,1,3.41739207e-13
7,2,1.23055460e-12
7,3,2.93908199e-12
7,4,6.54689978e-12
7,5,1.69090729e-11
7,6,1.35961699e-10
8,1,9.86131438e-14
8,2,4.03450188e-13
8,3,9.96468959e-13
8,4,2.25562768e-12
8,5,5.04548864e-12
8,6,1.39620671e-11
8,7,1.26855109e-10
9,1,8.81135371e-15
9,2,6.73999896e-14
9,3,2.65106107e-13
9,4,7.46169900e-13
9,5,1.72017700e-12
9,6,3.86479699e-12
9,7,7.61450837e-12
9,8,1.15480013e-10
