# i,j,K[cm^3/s]
2,1,1.23884363e-10
3,1,1.03121702e-11
3,2,1.32859824e-10
4,1,2.27108479e-12
4,2,1.32483733e-11
4,3,1.24024307e-10
5,1,9.11121857e-13
5,2,3.65970234e-12
5,3,1.65123751e-11
5,4,1.27045564e-10
6,1,5.09353717e-13
6,2,1.58724096e-12
6,3,4.40436395e-12
6,4,1.70144740e-11
6,5,1.26499878e-10
7,1,3.30806374e-13
7,2,9.20455211e-13
7,3,2.01219491e-12
7,4,4.63476059e-12
7,5,1.71305392e-11
7,6,1.26255284e-10
8,1,2.41747004e-13
8,2,6.12483341e-13
8,3,1.21829620e-12
8,4,2.19296521e-12
8,5,5.00524460e-12
8,6,1.83750372e-11
8,7,1.23680005e-10
9,1,1.73774992e-13
9,2,4.51777031e-13
9,3,8.63659406e-13
9,4,1.38019237e-12
9,5,2.32814788e-12
9,6,5.34397593e-12
9,7,1.86887160e-11
9,8,1.27428963e-10
10,1,1.24500549e-13
10,2,3.47818507e-13
10,3,6.35239380e-13
10,4,1.00922724e-12
10,5,1.53077141e-12
10,6,2.53257975e-12
10,7,5.50458054e-12
10,8,1.96450850e-11
10,9,1.30674516e-10
11,1,9.81959369e-14
11,2,2.56695571e-13
11,3,4.86160499e-13
11,4,7.75899507e-13
11,5,1.15900621e-12
11,6,1.71232857e-12
11,7,2.57748188e-12
11,8,5.90847714e-12
11,9,2.08208560e-11
11,10,1.34552803e-10
12,1,7.67929647e-14
12,2,1.95002604e-13
12,3,3.69921796e-13
12,4,6.04186180e-13
12,5,9.13553795e-13
12,6,1.31310850e-12
12,7,1.78811344e-12
12,8,2.78586987e-12
12,9,6.07756846e-12
12,10,2.11293505e-11
12,11,1.37972871e-10
13,1,5.93104725e-14
13,2,1.56733397e-13
13,3,2.98561248e-13
13,4,4.90099742e-13
13,5,7.36230014e-13
13,6,1.03841896e-12
13,7,1.37388798e-12
13,8,1.91834903e-12
13,9,2.84127396e-12
13,10,6.01910907e-12
13,11,2.08136321e-11
13,12,1.35757894e-10
14,1,4.99219538e-14
14,2,1.26430255e-13
14,3,2.41215797e-13
14,4,3.97737641e-13
14,5,5.95746409e-13
14,6,8.69935823e-13
14,7,1.11313684e-12
14,8,1.48512555e-12
14,9,1.96157441e-12
14,10,2.86205106e-12
14,11,5.76949488e-12
14,12,1.91626117e-11
14,13,1.35992518e-10
15,1,4.33722421e-14
15,2,1.03133447e-13
15,3,1.96653279e-13
15,4,3.31483236e-13
15,5,4.76190596e-13
15,6,6.90361636e-13
15,7,9.03351311e-13
15,8,1.18979038e-12
15,9,1.50842880e-12
15,10,2.01194559e-12
15,11,2.89620664e-12
15,12,5.44122379e-12
15,13,1.73134536e-11
15,14,1.32270047e-10
16,1,3.15314567e-14
16,2,8.16475695e-14
16,3,1.60740003e-13
16,4,2.56914259e-13
16,5,3.89055490e-13
16,6,5.39074879e-13
16,7,6.83830807e-13
16,8,9.32148125e-13
16,9,1.19789731e-12
16,10,1.50504842e-12
16,11,1.98064227e-12
16,12,2.75212203e-12
16,13,4.86903214e-12
16,14,1.45229379e-11
16,15,1.22512719e-10
17,1,2.65711579e-14
17,2,6.14691025e-14
17,3,1.25800497e-13
17,4,2.04120287e-13
17,5,2.84647000e-13
17,6,4.00056387e-13
17,7,5.18565450e-13
17,8,6.83537256e-13
17,9,8.82163131e-13
17,10,1.11278063e-12
17,11,1.44214064e-12
17,12,1.85443603e-12
