# i,j,K[cm^3/s]
17,13,2.59965072e-12
17,14,4.45473235e-12
17,15,1.19864607e-11
17,16,1.06675514e-10
18,1,1.38765316e-14
18,2,3.25550583e-14
18,3,6.16366244e-14
18,4,1.09577675e-13
18,5,1.53618857e-13
18,6,2.15950281e-13
18,7,2.87517347e-13
18,8,3.87036938e-13
18,9,5.01300089e-13
18,10,6.60559303e-13
18,11,8.50217598e-13
18,12,1.09252550e-12
18,13,1.51007614e-12
18,14,2.18225828e-12
18,15,3.80716179e-12
18,16,9.82572575e-12
18,17,1.04488121e-10
19,1,1.06400776e-14
19,2,2.48743801e-14
19,3,4.87158598e-14
19,4,7.09132766e-14
19,5,1.00737239e-13
19,6,1.39175445e-13
19,7,1.80983706e-13
19,8,2.34954391e-13
19,9,3.02413284e-13
19,10,3.80385824e-13
19,11,4.97248888e-13
19,12,6.20964171e-13
19,13,8.15948410e-13
19,14,1.16826828e-12
19,15,1.72545815e-12
19,16,3.14116716e-12
19,17,9.03677952e-12
19,18,1.01550094e-10
20,1,6.82902233e-15
20,2,1.72023202e-14
20,3,3.14437074e-14
20,4,5.66387619e-14
20,5,7.34604464e-14
20,6,1.04078732e-13
20,7,1.16942678e-13
20,8,1.58611109e-13
20,9,2.07355713e-13
20,10,2.45942764e-13
20,11,3.07758122e-13
20,12,3.85968420e-13
20,13,5.00775559e-13
20,14,6.42375502e-13
20,15,8.95102229e-13
20,16,1.40606606e-12
20,17,2.84828326e-12
20,18,7.11581443e-12
20,19,1.04789674e-10
21,1,7.06742136e-15
21,2,1.48458721e-14
21,3,3.05953128e-14
21,4,4.01896389e-14
21,5,5.00422217e-14
21,6,7.32668807e-14
21,7,8.75046048e-14
21,8,1.19631543e-13
21,9,1.27750669e-13
21,10,1.70599202e-13
21,11,2.07853039e-13
21,12,2.46324952e-13
21,13,3.11975280e-13
21,14,3.98228088e-13
21,15,5.06167483e-13
21,16,7.15899463e-13
21,17,1.23773230e-12
21,18,2.18866714e-12
21,19,6.16969912e-12
21,20,1.04321864e-10
22,1,3.71661011e-15
22,2,1.02016476e-14
22,3,2.02609191e-14
22,4,2.80342143e-14
22,5,3.96881447e-14
22,6,5.41601468e-14
22,7,6.55717594e-14
22,8,7.98043417e-14
22,9,9.33046481e-14
22,10,9.76500949e-14
22,11,1.25496452e-13
22,12,1.60032486e-13
22,13,1.92809521e-13
22,14,2.38381718e-13
22,15,3.04450031e-13
22,16,3.91702340e-13
22,17,6.09072976e-13
22,18,8.84664874e-13
22,19,1.69790547e-12
22,20,4.90463195e-12
22,21,1.02225081e-10
23,1,5.97511940e-15
23,2,6.41908495e-15
23,3,1.49876494e-14
23,4,2.13617086e-14
23,5,2.42541960e-14
23,6,3.53866734e-14
23,7,2.99035880e-14
23,8,4.51988250e-14
23,9,5.84404351e-14
23,10,6.52207298e-14
23,11,8.50572795e-14
23,12,1.03473847e-13
23,13,1.15631073e-13
23,14,1.48919639e-13
23,15,1.82958892e-13
23,16,2.58298877e-13
23,17,3.55980911e-13
23,18,4.53762617e-13
23,19,6.05496075e-13
23,20,1.17386311e-12
23,21,4.08206658e-12
23,22,9.91119005e-11
24,1,3.53628888e-15
24,2,4.76434715e-15
24,3,6.43269359e-15
24,4,1.29801797e-14
24,5,1.31328541e-14
24,6,1.90357815e-14
24,7,2.38111373e-14
24,8,2.83842941e-14
24,9,2.98921080e-14
24,10,3.96192245e-14
24,11,4.98125018e-14
24,12,7.19660741e-14
24,13,6.96537463e-14
24,14,9.24620426e-14
24,15,1.07803854e-13
24,16,1.48971828e-13
24,17,2.28340174e-13
24,18,2.66978876e-13
24,19,2.96800319e-13
24,20,3.60360853e-13
24,21,8.43806416e-13
24,22,3.30587424e-12
24,23,9.01280097e-11
25,1,2.39285102e-16
25,2,3.25303809e-16
25,3,5.60395529e-15
25,4,3.61871288e-15
25,5,4.30193857e-15
25,6,1.20577895e-14
25,7,5.93659226e-15
25,8,1.28594482e-14
25,9,1.67283344e-14
25,10,2.10637737e-14
25,11,2.20090990e-14
25,12,3.58178300e-14
25,13,4.49574102e-14
25,14,5.08697928e-14
25,15,6.34752207e-14
25,16,8.68566816e-14
25,17,1.31927149e-13
25,18,1.69596858e-13
25,19,1.58995239e-13
25,20,1.45158543e-13
25,21,2.21788286e-13
25,22,6.33864237e-13
25,23,2.99926074e-12
25,24,8.79998859e-11
26,1,0.00000000e+00
26,2,0.00000000e+00
26,3,6.51922755e-16
26,4,2.29208869e-15
26,5,7.93122001e-16
26,6,4.21624030e-15
26,7,2.32567825e-15
26,8,4.80347446e-15
26,9,4.73739574e-15
26,10,1.37130934e-14
26,11,1.40723917e-14
26,12,1.07885310e-14
26,13,2.05262017e-14
26,14,2.73291689e-14
26,15,3.37363527e-14
26,16,5.17033489e-14
26,17,8.45880969e-14
26,18,1.07894393e-13
26,19,9.81228507e-14
26,20,5.44924866e-14
26,21,7.64941751e-14
26,22,1.51325923e-13
26,23,4.34582205e-13
26,24,2.14429590e-12
26,25,8.81221511e-11
27,1,0.00000000e+00
27,2,0.00000000e+00
27,3,0.00000000e+00
27,4,0.00000000e+00
27,5,0.00000000e+00
27,6,0.00000000e+00
27,7,3.72379304e-15
27,8,0.00000000e+00
27,9,8.50348390e-16
27,10,8.43164248e-15
27,11,6.96084256e-15
27,12,6.54828412e-15
27,13,1.05893896e-14
27,14,1.80104894e-14
27,15,2.40763734e-14
27,16,3.49821592e-14
27,17,4.94453142e-14
27,18,6.72026654e-14
27,19,6.57896051e-14
27,20,2.49898720e-14
27,21,2.65890128e-14
27,22,3.71003523e-14
27,23,9.56406879e-14
27,24,2.76367973e-13
27,25,1.63191429e-12
27,26,6.95094413e-11
