#--------------------------#
# x [m]  X_O  X_O2_1  X_O2_2  X_O2_3  u [m/s]  Th [K]  rho [kg/m^3]  p [Pa]  nd [1/m^3]  H [J/kg]  Mf
  0.593920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.594920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.595920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.596920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.597920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.598920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.599920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.600920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.601920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.602920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.603920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.604920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.605920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.606920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.607920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.608920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.609920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.610920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.611920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.612920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.613920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.614920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.615920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.616920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.617920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.618920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.619920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.620920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.621920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.622920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.623920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.624920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.625920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.626920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.627920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.628920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.629920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.630920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.631920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.632920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.633920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.634920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.635920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.636920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.637920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.638920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.639920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.640920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.641920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.642920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.643920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.644920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.645920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.646920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.647920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.648920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.649920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.650920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.651920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.652920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.653920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.654920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.655920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.656920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.657920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.658920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.659920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.660920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.661920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.662920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.663920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.664920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.665920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
