0.000000000000E+00 0.500000000000E-01 0.95
0.100000000000E-13 0.500000000000E-01 0.95
0.201000000000E-13 0.500000000000E-01 0.95
0.303010000000E-13 0.500000000000E-01 0.95
0.406040100000E-13 0.500000000000E-01 0.95
0.510100501000E-13 0.500000000000E-01 0.95
0.615201506010E-13 0.500000000000E-01 0.95
0.721353521070E-13 0.500000000000E-01 0.95
0.828567056281E-13 0.500000000000E-01 0.95
0.936852726844E-13 0.500000000000E-01 0.95
0.104622125411E-12 0.500000000000E-01 0.95
0.115668346665E-12 0.500000000000E-01 0.95
0.126825030132E-12 0.500000000000E-01 0.95
0.138093280433E-12 0.500000000000E-01 0.95
0.149474213238E-12 0.500000000000E-01 0.95
0.160968955370E-12 0.500000000000E-01 0.95
0.172578644924E-12 0.500000000000E-01 0.95
0.184304431373E-12 0.500000000000E-01 0.95
0.196147475687E-12 0.500000000000E-01 0.95
0.208108950444E-12 0.500000000000E-01 0.95
0.220190039948E-12 0.500000000000E-01 0.95
0.232391940347E-12 0.500000000000E-01 0.95
0.244715859751E-12 0.500000000000E-01 0.95
0.257163018348E-12 0.500000000000E-01 0.95
0.269734648532E-12 0.500000000000E-01 0.95
0.282431995017E-12 0.500000000000E-01 0.95
0.295256314967E-12 0.500000000000E-01 0.95
0.308208878117E-12 0.500000000000E-01 0.95
0.321290966898E-12 0.500000000000E-01 0.95
0.334503876567E-12 0.500000000000E-01 0.95
0.347848915333E-12 0.500000000000E-01 0.95
0.361327404486E-12 0.500000000000E-01 0.95
0.374940678531E-12 0.500000000000E-01 0.95
0.388690085316E-12 0.500000000000E-01 0.95
0.402576986170E-12 0.500000000000E-01 0.95
0.416602756031E-12 0.500000000000E-01 0.95
0.430768783592E-12 0.500000000000E-01 0.95
0.445076471427E-12 0.500000000000E-01 0.95
0.459527236142E-12 0.500000000000E-01 0.95
0.474122508503E-12 0.500000000000E-01 0.95
0.488863733588E-12 0.500000000000E-01 0.95
0.503752370924E-12 0.500000000000E-01 0.95
0.518789894633E-12 0.500000000000E-01 0.95
0.533977793580E-12 0.500000000000E-01 0.95
0.549317571515E-12 0.500000000000E-01 0.95
0.564810747231E-12 0.500000000000E-01 0.95
0.580458854703E-12 0.500000000000E-01 0.95
0.596263443250E-12 0.500000000000E-01 0.95
0.612226077682E-12 0.500000000000E-01 0.95
0.628348338459E-12 0.500000000000E-01 0.95
0.644631821844E-12 0.500000000000E-01 0.95
0.661078140062E-12 0.500000000000E-01 0.95
0.677688921463E-12 0.500000000000E-01 0.95
0.694465810678E-12 0.500000000000E-01 0.95
0.711410468784E-12 0.500000000000E-01 0.95
0.728524573472E-12 0.500000000000E-01 0.95
0.745809819207E-12 0.500000000000E-01 0.95
0.763267917399E-12 0.500000000000E-01 0.95
0.780900596573E-12 0.500000000000E-01 0.95
0.798709602539E-12 0.500000000000E-01 0.95
0.816696698564E-12 0.500000000000E-01 0.95
0.834863665550E-12 0.500000000000E-01 0.95
0.853212302205E-12 0.500000000000E-01 0.95
0.871744425227E-12 0.500000000000E-01 0.95
0.890461869480E-12 0.500000000000E-01 0.95
0.909366488174E-12 0.500000000000E-01 0.95
0.928460153056E-12 0.500000000000E-01 0.95
0.947744754587E-12 0.500000000000E-01 0.95
0.967222202133E-12 0.500000000000E-01 0.95
0.986894424154E-12 0.500000000000E-01 0.95
0.100676336840E-11 0.500000000000E-01 0.95
0.102683100208E-11 0.500000000000E-01 0.95
0.104709931210E-11 0.500000000000E-01 0.95
0.106757030522E-11 0.500000000000E-01 0.95
0.108824600827E-11 0.500000000000E-01 0.95
0.110912846836E-11 0.500000000000E-01 0.95
0.113021975304E-11 0.500000000000E-01 0.95
0.115152195057E-11 0.500000000000E-01 0.95
0.117303717008E-11 0.500000000000E-01 0.95
0.119476754178E-11 0.500000000000E-01 0.95
0.121671521719E-11 0.500000000000E-01 0.95
0.123888236937E-11 0.500000000000E-01 0.95
0.126127119306E-11 0.500000000000E-01 0.95
0.128388390499E-11 0.500000000000E-01 0.95
0.130672274404E-11 0.500000000000E-01 0.95
0.132978997148E-11 0.500000000000E-01 0.95
0.135308787120E-11 0.500000000000E-01 0.95
0.137661874991E-11 0.500000000000E-01 0.95
0.140038493741E-11 0.500000000000E-01 0.95
0.142438878678E-11 0.500000000000E-01 0.95
0.144863267465E-11 0.500000000000E-01 0.95
0.147311900139E-11 0.500000000000E-01 0.95
0.149785019141E-11 0.500000000000E-01 0.95
0.152282869332E-11 0.500000000000E-01 0.95
0.154805698026E-11 0.500000000000E-01 0.95
0.157353755006E-11 0.500000000000E-01 0.95
0.159927292556E-11 0.500000000000E-01 0.95
0.162526565481E-11 0.500000000000E-01 0.95
0.165151831136E-11 0.500000000000E-01 0.95
0.167803349448E-11 0.500000000000E-01 0.95
0.170481382942E-11 0.500000000000E-01 0.95
0.173186196772E-11 0.500000000000E-01 0.95
0.175918058739E-11 0.500000000000E-01 0.95
0.178677239327E-11 0.500000000000E-01 0.95
0.181464011720E-11 0.500000000000E-01 0.95
0.184278651837E-11 0.500000000000E-01 0.95
0.187121438356E-11 0.500000000000E-01 0.95
0.189992652739E-11 0.500000000000E-01 0.95
0.192892579266E-11 0.500000000000E-01 0.95
0.195821505059E-11 0.500000000000E-01 0.95
0.198779720110E-11 0.500000000000E-01 0.95
0.201767517311E-11 0.500000000000E-01 0.95
0.204785192484E-11 0.500000000000E-01 0.95
0.207833044409E-11 0.500000000000E-01 0.95
0.210911374853E-11 0.500000000000E-01 0.95
0.214020488601E-11 0.500000000000E-01 0.95
0.217160693487E-11 0.500000000000E-01 0.95
0.220332300422E-11 0.500000000000E-01 0.95
0.223535623426E-11 0.500000000000E-01 0.95
0.226770979661E-11 0.500000000000E-01 0.95
0.230038689457E-11 0.500000000000E-01 0.95
0.233339076352E-11 0.500000000000E-01 0.95
0.236672467115E-11 0.500000000000E-01 0.95
0.240039191787E-11 0.500000000000E-01 0.95
0.243439583704E-11 0.500000000000E-01 0.95
0.246873979542E-11 0.500000000000E-01 0.95
0.250342719337E-11 0.500000000000E-01 0.95
0.253846146530E-11 0.500000000000E-01 0.95
0.257384607996E-11 0.500000000000E-01 0.95
0.260958454076E-11 0.500000000000E-01 0.95
0.264568038616E-11 0.500000000000E-01 0.95
0.268213719002E-11 0.500000000000E-01 0.95
0.271895856193E-11 0.500000000000E-01 0.95
0.275614814754E-11 0.500000000000E-01 0.95
0.279370962902E-11 0.500000000000E-01 0.95
0.283164672531E-11 0.500000000000E-01 0.95
0.286996319256E-11 0.500000000000E-01 0.95
0.290866282449E-11 0.500000000000E-01 0.95
0.294774945273E-11 0.500000000000E-01 0.95
0.298722694726E-11 0.500000000000E-01 0.95
0.302709921673E-11 0.500000000000E-01 0.95
0.306737020890E-11 0.500000000000E-01 0.95
0.310804391099E-11 0.500000000000E-01 0.95
0.314912435010E-11 0.500000000000E-01 0.95
0.319061559360E-11 0.500000000000E-01 0.95
0.323252174954E-11 0.500000000000E-01 0.95
0.327484696703E-11 0.500000000000E-01 0.95
0.331759543670E-11 0.500000000000E-01 0.95
0.336077139107E-11 0.500000000000E-01 0.95
0.340437910498E-11 0.500000000000E-01 0.95
0.344842289603E-11 0.500000000000E-01 0.95
0.349290712499E-11 0.500000000000E-01 0.95
0.353783619624E-11 0.500000000000E-01 0.95
0.358321455820E-11 0.500000000000E-01 0.95
0.362904670378E-11 0.500000000000E-01 0.95
0.367533717082E-11 0.500000000000E-01 0.95
0.372209054253E-11 0.500000000000E-01 0.95
0.376931144796E-11 0.500000000000E-01 0.95
0.381700456244E-11 0.500000000000E-01 0.95
0.386517460806E-11 0.500000000000E-01 0.95
0.391382635414E-11 0.500000000000E-01 0.95
0.396296461768E-11 0.500000000000E-01 0.95
0.401259426386E-11 0.500000000000E-01 0.95
0.406272020650E-11 0.500000000000E-01 0.95
0.411334740856E-11 0.500000000000E-01 0.95
0.416448088265E-11 0.500000000000E-01 0.95
0.421612569147E-11 0.500000000000E-01 0.95
0.426828694839E-11 0.500000000000E-01 0.95
0.432096981787E-11 0.500000000000E-01 0.95
0.437417951605E-11 0.500000000000E-01 0.95
0.442792131121E-11 0.500000000000E-01 0.95
0.448220052432E-11 0.500000000000E-01 0.95
0.453702252957E-11 0.500000000000E-01 0.95
0.459239275486E-11 0.500000000000E-01 0.95
0.464831668241E-11 0.500000000000E-01 0.95
0.470479984924E-11 0.500000000000E-01 0.95
0.476184784773E-11 0.500000000000E-01 0.95
0.481946632621E-11 0.500000000000E-01 0.95
0.487766098947E-11 0.500000000000E-01 0.95
0.493643759936E-11 0.500000000000E-01 0.95
0.499580197536E-11 0.500000000000E-01 0.95
0.505575999511E-11 0.500000000000E-01 0.95
0.511631759506E-11 0.500000000000E-01 0.95
0.517748077101E-11 0.500000000000E-01 0.95
0.523925557872E-11 0.500000000000E-01 0.95
0.530164813451E-11 0.500000000000E-01 0.95
0.536466461585E-11 0.500000000000E-01 0.95
0.542831126201E-11 0.500000000000E-01 0.95
0.549259437463E-11 0.500000000000E-01 0.95
0.555752031838E-11 0.500000000000E-01 0.95
0.562309552156E-11 0.500000000000E-01 0.95
0.568932647678E-11 0.500000000000E-01 0.95
0.575621974155E-11 0.500000000000E-01 0.95
0.582378193896E-11 0.500000000000E-01 0.95
0.589201975835E-11 0.500000000000E-01 0.95
0.596093995593E-11 0.500000000000E-01 0.95
0.603054935549E-11 0.500000000000E-01 0.95
0.610085484905E-11 0.500000000000E-01 0.95
0.617186339754E-11 0.500000000000E-01 0.95
0.624358203151E-11 0.500000000000E-01 0.95
0.631601785183E-11 0.500000000000E-01 0.95
0.638917803035E-11 0.500000000000E-01 0.95
0.646306981065E-11 0.500000000000E-01 0.95
0.653770050876E-11 0.500000000000E-01 0.95
0.661307751385E-11 0.500000000000E-01 0.95
0.668920828898E-11 0.500000000000E-01 0.95
0.676610037187E-11 0.500000000000E-01 0.95
0.684376137559E-11 0.500000000000E-01 0.95
0.692219898935E-11 0.500000000000E-01 0.95
0.700142097924E-11 0.500000000000E-01 0.95
0.708143518903E-11 0.500000000000E-01 0.95
0.716224954093E-11 0.500000000000E-01 0.95
0.724387203633E-11 0.500000000000E-01 0.95
0.732631075670E-11 0.500000000000E-01 0.95
0.740957386426E-11 0.500000000000E-01 0.95
0.749366960291E-11 0.500000000000E-01 0.95
0.757860629894E-11 0.500000000000E-01 0.95
0.766439236193E-11 0.500000000000E-01 0.95
0.775103628554E-11 0.500000000000E-01 0.95
0.783854664840E-11 0.500000000000E-01 0.95
0.792693211488E-11 0.500000000000E-01 0.95
0.801620143603E-11 0.500000000000E-01 0.95
0.810636345039E-11 0.500000000000E-01 0.95
0.819742708490E-11 0.500000000000E-01 0.95
0.828940135575E-11 0.500000000000E-01 0.95
0.838229536930E-11 0.500000000000E-01 0.95
0.847611832300E-11 0.500000000000E-01 0.95
0.857087950623E-11 0.500000000000E-01 0.95
0.866658830129E-11 0.500000000000E-01 0.95
0.876325418430E-11 0.500000000000E-01 0.95
0.886088672615E-11 0.500000000000E-01 0.95
0.895949559341E-11 0.500000000000E-01 0.95
0.905909054934E-11 0.500000000000E-01 0.95
0.915968145483E-11 0.500000000000E-01 0.95
0.926127826938E-11 0.500000000000E-01 0.95
0.936389105208E-11 0.500000000000E-01 0.95
0.946752996260E-11 0.500000000000E-01 0.95
0.957220526222E-11 0.500000000000E-01 0.95
0.967792731485E-11 0.500000000000E-01 0.95
0.978470658799E-11 0.500000000000E-01 0.95
0.989255365387E-11 0.500000000000E-01 0.95
0.100014791904E-10 0.500000000000E-01 0.95
0.101114939823E-10 0.500000000000E-01 0.95
0.102226089221E-10 0.500000000000E-01 0.95
0.103348350114E-10 0.500000000000E-01 0.95
0.104481833615E-10 0.500000000000E-01 0.95
0.105626651951E-10 0.500000000000E-01 0.95
0.106782918470E-10 0.500000000000E-01 0.95
0.107950747655E-10 0.500000000000E-01 0.95
0.109130255132E-10 0.500000000000E-01 0.95
0.110321557683E-10 0.500000000000E-01 0.95
0.111524773260E-10 0.500000000000E-01 0.95
0.112740020992E-10 0.500000000000E-01 0.95
0.113967421202E-10 0.500000000000E-01 0.95
0.115207095414E-10 0.500000000000E-01 0.95
0.116459166368E-10 0.500000000000E-01 0.95
0.117723758032E-10 0.500000000000E-01 0.95
0.119000995612E-10 0.500000000000E-01 0.95
0.120291005569E-10 0.500000000000E-01 0.95
0.121593915624E-10 0.500000000000E-01 0.95
0.122909854781E-10 0.500000000000E-01 0.95
0.124238953328E-10 0.500000000000E-01 0.95
0.125581342862E-10 0.500000000000E-01 0.95
0.126937156290E-10 0.500000000000E-01 0.95
