t [s],Y_O2(1),Y_O2(2),Y_O2(3),Y_O,T [K],p [Pa],n [m^-3],E [J/kg]
1.1399382651943139e-06,0.8585113538682566,0.10518451499237039,0.0052701112093277965,0.031034019930040072,8656.661782424851,4351.089988395268,3.640527641101356e+22,3246437.381720464
1.4709726342650002e-06,0.8369300651023778,0.12319886005141775,0.006354067100939173,0.03351700774526031,8387.219235194312,4225.812692039991,3.649294942275803e+22,3388898.329749953
1.8020070033356865e-06,0.8191885225892197,0.13731177571558448,0.007199065053916037,0.036300636641275454,8155.277581296941,4120.018182873621,3.6591237915112553e+22,3513303.5823532934
2.133041372406373e-06,0.8047813581006394,0.1480636197332027,0.007819438549417104,0.0393355836167368,7955.41188070029,4030.8170418453446,3.669840031848499e+22,3621841.014716075
2.464075741477059e-06,0.7932924107201199,0.1558913542040702,0.008238934066058844,0.04257730100974768,7783.233167446378,3955.878336562332,3.6812863678042216e+22,3716334.9084911826
3.007503653470224e-06,0.7797507967922706,0.1634389343630138,0.00856638204773335,0.048243886796981245,7550.496237636806,3858.4462426508812,3.701294788273707e+22,3845563.204983522
3.550931565463389e-06,0.771377896819795,0.16587124869111577,0.008552664117911222,0.054198190371180295,7365.81944806956,3785.4538472184686,3.7223191253240628e+22,3949197.7326091696
4.094359477456554e-06,0.7666640584517819,0.16472069577940104,0.008315549978182757,0.060299695790631935,7215.380114172074,3729.601853284343,3.7438632244541122e+22,4034235.5965753607
4.637787389449718e-06,0.7643373173810811,0.16128017760151583,0.007950614571305107,0.06643189044609307,7088.179126394011,3685.0418794706916,3.7655156856845633e+22,4106572.198435343
5.288700951883992e-06,0.7633699032383997,0.15550309199017706,0.0074365660346413604,0.07369043873679008,6955.607530738185,3640.7325344126584,3.79114524317326e+22,4182526.8876009826
5.939614514318266e-06,0.7633280591841966,0.14902278113416265,0.00690795459643568,0.08074120508522015,6836.317467709514,3601.7913644688597,3.816041133402152e+22,4251511.148004091
6.590528076752539e-06,0.7636047502156239,0.14249020819758398,0.006400949699893904,0.08750409188690783,6725.8858267025025,3565.783824575325,3.8399205358847545e+22,4316040.610231572
7.241441639186813e-06,0.7639336585089496,0.13620406190403944,0.005929972865463707,0.0939323067215467,6622.530782372959,3531.7426828591706,3.862618229012273e+22,4377093.14289259
7.939768760835389e-06,0.7642300665997879,0.12986858617934305,0.005469820956826507,0.10043152626402926,6518.71778014945,3497.0337460959586,3.88556663607992e+22,4439090.758212689
8.638095882483964e-06,0.7644251570938074,0.12400157600632641,0.005056490335627702,0.10651677656421614,6421.716356335007,3464.046730277937,3.9070533392270386e+22,4497657.341971478
9.336423004132539e-06,0.7645104058253417,0.11860453975857478,0.004687031889381548,0.11219802252667631,6331.125523376903,3432.7143276405695,3.927113524014756e+22,4552922.641183376
1.075516868594125e-05,0.7644055587453084,0.10894272326701916,0.004051738761516418,0.12259997922612732,6164.9118249073645,3373.855819703739,3.963842293535329e+22,4655674.120940538
1.2173914367749963e-05,0.7640142678298767,0.10081900884272639,0.003545159351631238,0.13162156397569189,6020.385897575658,3321.239271261287,3.995697041305333e+22,4746575.689358177
1.3592660049558675e-05,0.7634401229059771,0.09395283374499144,0.00313712549497661,0.13946991785386958,5894.401202591983,3274.2902663806626,4.023409171727745e+22,4827035.381936254
1.6220676375745096e-05,0.7621170845199455,0.08380804443199943,0.0025701431190045033,0.15150472792871597,5700.936375415327,3200.2694050809655,4.065903461814616e+22,4953009.804908942
1.791672992921511e-05,0.761202540595239,0.07855388907565372,0.002292606034326763,0.1579509642943999,5597.126171482421,3159.5838531774057,4.08866478803329e+22,5021687.300275139
1.9612783482685123e-05,0.7602670767862408,0.07406823026160744,0.002066687689590881,0.16359800526222493,5505.959764443466,3123.277851992352,4.108604196759451e+22,5082634.798482613
2.1308837036155137e-05,0.7593356358320138,0.07019394619244361,0.0018789882068346673,0.1685914297684299,5425.208875013383,3090.67814057086,4.126235719665005e+22,5137130.181689241
2.300489058962515e-05,0.7584233358599551,0.06681247013432286,0.0017207343288845722,0.17304345967661475,5353.1266492090635,3061.2319747786355,4.141955606328937e+22,5186187.918818083
2.532817241378596e-05,0.7572155405154344,0.06282643774689754,0.0015415875960812777,0.1784164341413834,5266.018318651612,3025.211732978954,4.1609273004494865e+22,5246007.835959941
2.7651454237946773e-05,0.7560627027036703,0.059428795012874104,0.0013952387271589978,0.18311326355606236,5189.752790781638,2993.28186365796,4.177511561471953e+22,5298855.322332911
2.9974736062107584e-05,0.7549666488452905,0.056493931103676495,0.0012736164068460657,0.1872658036439084,5122.219573436381,2964.700117418865,4.192173965115482e+22,5346016.447960237
3.2298017886268396e-05,0.7539268004172559,0.053930637696540315,0.0011711315541380345,0.19097143033175187,5061.867490422727,2938.913038043284,4.205258340726564e+22,5388452.891034976
3.535130728917221e-05,0.752642637495603,0.05101686778194584,0.001058970318392861,0.19528152440372462,4991.571348957888,2908.58734293597,4.220477059315265e+22,5438234.71329989
3.8404596692076026e-05,0.7514444759144426,0.048511660324478276,0.0009663073007297172,0.19907755646001912,4929.563940099535,2881.5781233068587,4.233880651592847e+22,5482458.405497298
4.145788609497984e-05,0.7503238491394361,0.04633045789194013,0.0008885447242577138,0.2024571482440487,4874.278037918512,2857.291353746005,4.245813814871282e+22,5522134.116047176
4.4511175497883656e-05,0.7492734633949709,0.04441138713741306,0.0008224085389820604,0.2054927409283302,4824.554010822285,2835.2828586524756,4.256532335172921e+22,5558017.384856265
4.9234862068502354e-05,0.7477732652386845,0.04185738754811404,0.0007377747055527523,0.20963157250738673,4756.665167307418,2804.983528532234,4.271146334783325e+22,5607322.822221392
5.395854863912105e-05,0.7464035302043935,0.03969339746213541,0.0006691267549069133,0.2132339455783309,4697.4830296905475,2778.3336118188536,4.283866127229482e+22,5650594.612666909
5.868223520973975e-05,0.7451446759947739,0.0378304537181016,0.0006123422143982082,0.21641252807250422,4645.18393942664,2754.5992203203914,4.295089537132469e+22,5689055.523509481
6.340592178035844e-05,0.743981953126299,0.03620647302852428,0.0005646183558738674,0.21924695548908388,4598.483428321823,2733.259873425612,4.30509775330895e+22,5723575.1050108
