# i,E[eV]
1,-4.85615156e+00
2,-4.42142746e+00
3,-3.97065260e+00
4,-3.51465706e+00
5,-3.05611108e+00
6,-2.59904026e+00
7,-2.13985753e+00
8,-1.67946814e+00
9,-1.22017642e+00
10,-7.59821680e-01
11,-2.94432574e-01
12,1.38043474e-01
13,6.04657976e-01
14,1.06590204e+00
15,1.52793928e+00
16,1.98827082e+00
17,2.43853703e+00
18,2.88644314e+00
